,time,location_x,location_y,age_group,cell,InfectionStatus.Susceptible,InfectionStatus.Exposed,InfectionStatus.InfectASympt,InfectionStatus.InfectMild,InfectionStatus.InfectGP,InfectionStatus.InfectHosp,InfectionStatus.InfectICU,InfectionStatus.InfectICURecov,InfectionStatus.Recovered,InfectionStatus.Dead
0,0.0,-64.8828703703704,32.275462962963,153,1156.0,853,0,0,3,0,0,0,0,0,0
1,0.0,-64.8828703703704,32.2837962962963,153,1054.0,316,0,0,1,0,0,0,0,0,0
2,0.0,-64.874537037037,32.2671296296296,153,1292.0,1037,0,0,0,0,0,0,0,0,0
3,0.0,-64.874537037037,32.275462962963,153,1173.0,416,0,0,0,0,0,0,0,0,0
4,0.0,-64.874537037037,32.2837962962963,153,1071.0,184,0,0,0,0,0,0,0,0,0
5,0.0,-64.874537037037,32.2921296296296,153,969.0,320,0,0,0,0,0,0,0,0,0
6,0.0,-64.874537037037,32.300462962963,153,816.0,1764,0,0,4,0,0,0,0,0,0
7,0.0,-64.874537037037,32.3087962962963,153,646.0,761,0,0,1,0,0,0,0,0,0
8,0.0,-64.8662037037037,32.2587962962963,153,1394.0,308,0,0,2,0,0,0,0,0,0
9,0.0,-64.8662037037037,32.300462962963,153,833.0,844,0,0,1,0,0,0,0,0,0
10,0.0,-64.8578703703704,32.275462962963,153,1190.0,49,0,0,0,0,0,0,0,0,0
11,0.0,-64.849537037037,32.2587962962963,153,1411.0,90,0,0,0,0,0,0,0,0,0
12,0.0,-64.8412037037037,32.2587962962963,153,1428.0,1565,0,0,3,0,0,0,0,0,0
13,0.0,-64.8328703703704,32.2587962962963,153,1445.0,850,0,0,1,0,0,0,0,0,0
14,0.0,-64.8328703703704,32.2671296296296,153,1309.0,521,0,0,2,0,0,0,0,0,0
15,0.0,-64.824537037037,32.2587962962963,153,1462.0,118,0,0,0,0,0,0,0,0,0
16,0.0,-64.824537037037,32.2671296296296,153,1326.0,1563,0,0,3,0,0,0,0,0,0
17,0.0,-64.8162037037037,32.2671296296296,153,1343.0,1389,0,0,2,0,0,0,0,0,0
18,0.0,-64.8162037037037,32.275462962963,153,1207.0,1221,0,0,2,0,0,0,0,0,0
19,0.0,-64.8162037037037,32.2921296296296,153,986.0,10,0,0,0,0,0,0,0,0,0
20,0.0,-64.8162037037037,32.3087962962963,153,663.0,614,0,0,1,0,0,0,0,0,0
21,0.0,-64.8078703703704,32.2671296296296,153,1360.0,1303,0,0,2,0,0,0,0,0,0
22,0.0,-64.8078703703704,32.275462962963,153,1224.0,1302,0,0,0,0,0,0,0,0,0
23,0.0,-64.8078703703704,32.300462962963,153,850.0,727,0,0,3,0,0,0,0,0,0
24,0.0,-64.8078703703704,32.3087962962963,153,680.0,856,0,0,1,0,0,0,0,0,0
25,0.0,-64.799537037037,32.2671296296296,153,1377.0,47,0,0,0,0,0,0,0,0,0
26,0.0,-64.799537037037,32.275462962963,153,1241.0,729,0,0,0,0,0,0,0,0,0
27,0.0,-64.799537037037,32.2837962962963,153,1088.0,854,0,0,2,0,0,0,0,0,0
28,0.0,-64.799537037037,32.300462962963,153,867.0,1487,0,0,2,0,0,0,0,0,0
29,0.0,-64.799537037037,32.3087962962963,153,697.0,767,0,0,0,0,0,0,0,0,0
30,0.0,-64.7912037037037,32.275462962963,153,1258.0,218,0,0,0,0,0,0,0,0,0
31,0.0,-64.7912037037037,32.2837962962963,153,1105.0,186,0,0,0,0,0,0,0,0,0
32,0.0,-64.7912037037037,32.300462962963,153,884.0,1518,0,0,0,0,0,0,0,0,0
33,0.0,-64.7912037037037,32.3087962962963,153,714.0,721,0,0,1,0,0,0,0,0,0
34,0.0,-64.7828703703704,32.275462962963,153,1275.0,73,0,0,0,0,0,0,0,0,0
35,0.0,-64.7828703703704,32.2837962962963,153,1122.0,582,0,0,2,0,0,0,0,0,0
36,0.0,-64.7828703703704,32.2921296296296,153,1003.0,467,0,0,1,0,0,0,0,0,0
37,0.0,-64.7828703703704,32.300462962963,153,901.0,1362,0,0,3,0,0,0,0,0,0
38,0.0,-64.7745370370371,32.2837962962963,153,1139.0,780,0,0,5,0,0,0,0,0,0
39,0.0,-64.7745370370371,32.2921296296296,153,1020.0,1070,0,0,6,0,0,0,0,0,0
40,0.0,-64.7745370370371,32.300462962963,153,918.0,1771,0,0,4,0,0,0,0,0,0
41,0.0,-64.7745370370371,32.3087962962963,153,731.0,1788,0,0,4,0,0,0,0,0,0
42,0.0,-64.7662037037037,32.2921296296296,153,1037.0,743,0,0,1,0,0,0,0,0,0
43,0.0,-64.7662037037037,32.300462962963,153,935.0,925,0,0,3,0,0,0,0,0,0
44,0.0,-64.7662037037037,32.3087962962963,153,748.0,404,0,0,1,0,0,0,0,0,0
45,0.0,-64.7578703703704,32.300462962963,153,952.0,1290,0,0,4,0,0,0,0,0,0
46,0.0,-64.7578703703704,32.3087962962963,153,765.0,454,0,0,0,0,0,0,0,0,0
47,0.0,-64.7578703703704,32.3171296296296,153,578.0,684,0,0,2,0,0,0,0,0,0
48,0.0,-64.749537037037,32.3087962962963,153,782.0,778,0,0,1,0,0,0,0,0,0
49,0.0,-64.749537037037,32.3171296296296,153,595.0,1977,0,0,3,0,0,0,0,0,0
50,0.0,-64.7412037037037,32.3087962962963,153,799.0,246,0,0,1,0,0,0,0,0,0
51,0.0,-64.7412037037037,32.3171296296296,153,612.0,1214,0,0,3,0,0,0,0,0,0
52,0.0,-64.7412037037037,32.325462962963,153,510.0,437,0,0,0,0,0,0,0,0,0
53,0.0,-64.7412037037037,32.3337962962963,153,442.0,284,0,0,0,0,0,0,0,0,0
54,0.0,-64.7412037037037,32.3421296296296,153,357.0,992,0,0,2,0,0,0,0,0,0
55,0.0,-64.7328703703704,32.3171296296296,153,629.0,195,0,0,0,0,0,0,0,0,0
56,0.0,-64.7328703703704,32.325462962963,153,527.0,472,0,0,0,0,0,0,0,0,0
57,0.0,-64.7328703703704,32.3421296296296,153,374.0,828,0,0,2,0,0,0,0,0,0
58,0.0,-64.7328703703704,32.350462962963,153,306.0,1010,0,0,4,0,0,0,0,0,0
59,0.0,-64.724537037037,32.325462962963,153,544.0,187,0,0,1,0,0,0,0,0,0
60,0.0,-64.724537037037,32.350462962963,153,323.0,832,0,0,1,0,0,0,0,0,0
61,0.0,-64.7162037037037,32.325462962963,153,561.0,265,0,0,1,0,0,0,0,0,0
62,0.0,-64.7162037037037,32.3337962962963,153,459.0,13,0,0,0,0,0,0,0,0,0
63,0.0,-64.7162037037037,32.350462962963,153,340.0,490,0,0,0,0,0,0,0,0,0
64,0.0,-64.7162037037037,32.3587962962963,153,289.0,379,0,0,1,0,0,0,0,0,0
65,0.0,-64.7162037037037,32.3671296296296,153,153.0,2,0,0,0,0,0,0,0,0,0
66,0.0,-64.7078703703704,32.3337962962963,153,476.0,116,0,0,0,0,0,0,0,0,0
67,0.0,-64.7078703703704,32.3421296296296,153,391.0,250,0,0,1,0,0,0,0,0,0
68,0.0,-64.7078703703704,32.3671296296296,153,170.0,65,0,0,0,0,0,0,0,0,0
69,0.0,-64.699537037037,32.3337962962963,153,493.0,140,0,0,0,0,0,0,0,0,0
70,0.0,-64.699537037037,32.3421296296296,153,408.0,309,0,0,0,0,0,0,0,0,0
71,0.0,-64.699537037037,32.3671296296296,153,187.0,1,0,0,0,0,0,0,0,0,0
72,0.0,-64.699537037037,32.375462962963,153,51.0,327,0,0,2,0,0,0,0,0,0
73,0.0,-64.6912037037037,32.3421296296296,153,425.0,130,0,0,0,0,0,0,0,0,0
74,0.0,-64.6912037037037,32.3671296296296,153,204.0,0,0,0,0,0,0,0,0,0,0
75,0.0,-64.6912037037037,32.375462962963,153,68.0,137,0,0,0,0,0,0,0,0,0
76,0.0,-64.6912037037037,32.3837962962963,153,0.0,693,0,0,0,0,0,0,0,0,0
77,0.0,-64.6828703703704,32.3671296296296,153,221.0,48,0,0,1,0,0,0,0,0,0
78,0.0,-64.6828703703704,32.375462962963,153,85.0,275,0,0,0,0,0,0,0,0,0
79,0.0,-64.6828703703704,32.3837962962963,153,17.0,528,0,0,1,0,0,0,0,0,0
80,0.0,-64.674537037037,32.3671296296296,153,238.0,136,0,0,0,0,0,0,0,0,0
81,0.0,-64.674537037037,32.375462962963,153,102.0,391,0,0,1,0,0,0,0,0,0
82,0.0,-64.674537037037,32.3837962962963,153,34.0,415,0,0,0,0,0,0,0,0,0
83,0.0,-64.6662037037037,32.3671296296296,153,255.0,261,0,0,0,0,0,0,0,0,0
84,0.0,-64.6662037037037,32.375462962963,153,119.0,187,0,0,0,0,0,0,0,0,0
85,0.0,-64.6578703703704,32.3671296296296,153,272.0,565,0,0,1,0,0,0,0,0,0
86,0.0,-64.6578703703704,32.375462962963,153,136.0,403,0,0,0,0,0,0,0,0,0
87,1.0,-64.8828703703704,32.275462962963,153,1156.0,853,0,0,3,0,0,0,0,0,0
88,1.0,-64.8828703703704,32.2837962962963,153,1054.0,316,0,0,1,0,0,0,0,0,0
89,1.0,-64.874537037037,32.2671296296296,153,1292.0,1037,0,0,0,0,0,0,0,0,0
90,1.0,-64.874537037037,32.275462962963,153,1173.0,416,0,0,0,0,0,0,0,0,0
91,1.0,-64.874537037037,32.2837962962963,153,1071.0,184,0,0,0,0,0,0,0,0,0
92,1.0,-64.874537037037,32.2921296296296,153,969.0,320,0,0,0,0,0,0,0,0,0
93,1.0,-64.874537037037,32.300462962963,153,816.0,1764,0,0,3,0,0,0,0,1,0
94,1.0,-64.874537037037,32.3087962962963,153,646.0,761,0,0,1,0,0,0,0,0,0
95,1.0,-64.8662037037037,32.2587962962963,153,1394.0,308,0,0,2,0,0,0,0,0,0
96,1.0,-64.8662037037037,32.300462962963,153,833.0,844,0,0,1,0,0,0,0,0,0
97,1.0,-64.8578703703704,32.275462962963,153,1190.0,49,0,0,0,0,0,0,0,0,0
98,1.0,-64.849537037037,32.2587962962963,153,1411.0,90,0,0,0,0,0,0,0,0,0
99,1.0,-64.8412037037037,32.2587962962963,153,1428.0,1565,0,0,3,0,0,0,0,0,0
100,1.0,-64.8328703703704,32.2587962962963,153,1445.0,850,0,0,1,0,0,0,0,0,0
101,1.0,-64.8328703703704,32.2671296296296,153,1309.0,521,0,0,2,0,0,0,0,0,0
102,1.0,-64.824537037037,32.2587962962963,153,1462.0,118,0,0,0,0,0,0,0,0,0
103,1.0,-64.824537037037,32.2671296296296,153,1326.0,1563,0,0,3,0,0,0,0,0,0
104,1.0,-64.8162037037037,32.2671296296296,153,1343.0,1389,0,0,2,0,0,0,0,0,0
105,1.0,-64.8162037037037,32.275462962963,153,1207.0,1221,0,0,1,0,0,0,0,1,0
106,1.0,-64.8162037037037,32.2921296296296,153,986.0,10,0,0,0,0,0,0,0,0,0
107,1.0,-64.8162037037037,32.3087962962963,153,663.0,614,0,0,1,0,0,0,0,0,0
108,1.0,-64.8078703703704,32.2671296296296,153,1360.0,1303,0,0,2,0,0,0,0,0,0
109,1.0,-64.8078703703704,32.275462962963,153,1224.0,1302,0,0,0,0,0,0,0,0,0
110,1.0,-64.8078703703704,32.300462962963,153,850.0,727,0,0,3,0,0,0,0,0,0
111,1.0,-64.8078703703704,32.3087962962963,153,680.0,856,0,0,1,0,0,0,0,0,0
112,1.0,-64.799537037037,32.2671296296296,153,1377.0,47,0,0,0,0,0,0,0,0,0
113,1.0,-64.799537037037,32.275462962963,153,1241.0,729,0,0,0,0,0,0,0,0,0
114,1.0,-64.799537037037,32.2837962962963,153,1088.0,854,0,0,2,0,0,0,0,0,0
115,1.0,-64.799537037037,32.300462962963,153,867.0,1487,0,0,2,0,0,0,0,0,0
116,1.0,-64.799537037037,32.3087962962963,153,697.0,767,0,0,0,0,0,0,0,0,0
117,1.0,-64.7912037037037,32.275462962963,153,1258.0,218,0,0,0,0,0,0,0,0,0
118,1.0,-64.7912037037037,32.2837962962963,153,1105.0,186,0,0,0,0,0,0,0,0,0
119,1.0,-64.7912037037037,32.300462962963,153,884.0,1518,0,0,0,0,0,0,0,0,0
120,1.0,-64.7912037037037,32.3087962962963,153,714.0,721,0,0,1,0,0,0,0,0,0
121,1.0,-64.7828703703704,32.275462962963,153,1275.0,73,0,0,0,0,0,0,0,0,0
122,1.0,-64.7828703703704,32.2837962962963,153,1122.0,582,0,0,2,0,0,0,0,0,0
123,1.0,-64.7828703703704,32.2921296296296,153,1003.0,467,0,0,1,0,0,0,0,0,0
124,1.0,-64.7828703703704,32.300462962963,153,901.0,1362,0,0,3,0,0,0,0,0,0
125,1.0,-64.7745370370371,32.2837962962963,153,1139.0,780,0,0,5,0,0,0,0,0,0
126,1.0,-64.7745370370371,32.2921296296296,153,1020.0,1070,0,0,6,0,0,0,0,0,0
127,1.0,-64.7745370370371,32.300462962963,153,918.0,1771,0,0,4,0,0,0,0,0,0
128,1.0,-64.7745370370371,32.3087962962963,153,731.0,1788,0,0,4,0,0,0,0,0,0
129,1.0,-64.7662037037037,32.2921296296296,153,1037.0,743,0,0,1,0,0,0,0,0,0
130,1.0,-64.7662037037037,32.300462962963,153,935.0,925,0,0,2,0,0,0,0,1,0
131,1.0,-64.7662037037037,32.3087962962963,153,748.0,404,0,0,1,0,0,0,0,0,0
132,1.0,-64.7578703703704,32.300462962963,153,952.0,1290,0,0,4,0,0,0,0,0,0
133,1.0,-64.7578703703704,32.3087962962963,153,765.0,454,0,0,0,0,0,0,0,0,0
134,1.0,-64.7578703703704,32.3171296296296,153,578.0,684,0,0,2,0,0,0,0,0,0
135,1.0,-64.749537037037,32.3087962962963,153,782.0,778,0,0,1,0,0,0,0,0,0
136,1.0,-64.749537037037,32.3171296296296,153,595.0,1977,0,0,3,0,0,0,0,0,0
137,1.0,-64.7412037037037,32.3087962962963,153,799.0,246,0,0,1,0,0,0,0,0,0
138,1.0,-64.7412037037037,32.3171296296296,153,612.0,1214,0,0,3,0,0,0,0,0,0
139,1.0,-64.7412037037037,32.325462962963,153,510.0,437,0,0,0,0,0,0,0,0,0
140,1.0,-64.7412037037037,32.3337962962963,153,442.0,284,0,0,0,0,0,0,0,0,0
141,1.0,-64.7412037037037,32.3421296296296,153,357.0,992,0,0,2,0,0,0,0,0,0
142,1.0,-64.7328703703704,32.3171296296296,153,629.0,195,0,0,0,0,0,0,0,0,0
143,1.0,-64.7328703703704,32.325462962963,153,527.0,472,0,0,0,0,0,0,0,0,0
144,1.0,-64.7328703703704,32.3421296296296,153,374.0,828,0,0,2,0,0,0,0,0,0
145,1.0,-64.7328703703704,32.350462962963,153,306.0,1010,0,0,4,0,0,0,0,0,0
146,1.0,-64.724537037037,32.325462962963,153,544.0,187,0,0,1,0,0,0,0,0,0
147,1.0,-64.724537037037,32.350462962963,153,323.0,832,0,0,1,0,0,0,0,0,0
148,1.0,-64.7162037037037,32.325462962963,153,561.0,265,0,0,1,0,0,0,0,0,0
149,1.0,-64.7162037037037,32.3337962962963,153,459.0,13,0,0,0,0,0,0,0,0,0
150,1.0,-64.7162037037037,32.350462962963,153,340.0,490,0,0,0,0,0,0,0,0,0
151,1.0,-64.7162037037037,32.3587962962963,153,289.0,379,0,0,1,0,0,0,0,0,0
152,1.0,-64.7162037037037,32.3671296296296,153,153.0,2,0,0,0,0,0,0,0,0,0
153,1.0,-64.7078703703704,32.3337962962963,153,476.0,116,0,0,0,0,0,0,0,0,0
154,1.0,-64.7078703703704,32.3421296296296,153,391.0,250,0,0,1,0,0,0,0,0,0
155,1.0,-64.7078703703704,32.3671296296296,153,170.0,65,0,0,0,0,0,0,0,0,0
156,1.0,-64.699537037037,32.3337962962963,153,493.0,140,0,0,0,0,0,0,0,0,0
157,1.0,-64.699537037037,32.3421296296296,153,408.0,309,0,0,0,0,0,0,0,0,0
158,1.0,-64.699537037037,32.3671296296296,153,187.0,1,0,0,0,0,0,0,0,0,0
159,1.0,-64.699537037037,32.375462962963,153,51.0,327,0,0,2,0,0,0,0,0,0
160,1.0,-64.6912037037037,32.3421296296296,153,425.0,130,0,0,0,0,0,0,0,0,0
161,1.0,-64.6912037037037,32.3671296296296,153,204.0,0,0,0,0,0,0,0,0,0,0
162,1.0,-64.6912037037037,32.375462962963,153,68.0,137,0,0,0,0,0,0,0,0,0
163,1.0,-64.6912037037037,32.3837962962963,153,0.0,693,0,0,0,0,0,0,0,0,0
164,1.0,-64.6828703703704,32.3671296296296,153,221.0,48,0,0,1,0,0,0,0,0,0
165,1.0,-64.6828703703704,32.375462962963,153,85.0,275,0,0,0,0,0,0,0,0,0
166,1.0,-64.6828703703704,32.3837962962963,153,17.0,528,0,0,1,0,0,0,0,0,0
167,1.0,-64.674537037037,32.3671296296296,153,238.0,136,0,0,0,0,0,0,0,0,0
168,1.0,-64.674537037037,32.375462962963,153,102.0,391,0,0,1,0,0,0,0,0,0
169,1.0,-64.674537037037,32.3837962962963,153,34.0,415,0,0,0,0,0,0,0,0,0
170,1.0,-64.6662037037037,32.3671296296296,153,255.0,261,0,0,0,0,0,0,0,0,0
171,1.0,-64.6662037037037,32.375462962963,153,119.0,187,0,0,0,0,0,0,0,0,0
172,1.0,-64.6578703703704,32.3671296296296,153,272.0,565,0,0,1,0,0,0,0,0,0
173,1.0,-64.6578703703704,32.375462962963,153,136.0,403,0,0,0,0,0,0,0,0,0
174,2.0,-64.8828703703704,32.275462962963,153,1156.0,803,47,0,3,2,0,0,0,1,0
175,2.0,-64.8828703703704,32.2837962962963,153,1054.0,295,21,0,1,0,0,0,0,0,0
176,2.0,-64.874537037037,32.2671296296296,153,1292.0,1037,0,0,0,0,0,0,0,0,0
177,2.0,-64.874537037037,32.275462962963,153,1173.0,416,0,0,0,0,0,0,0,0,0
178,2.0,-64.874537037037,32.2837962962963,153,1071.0,184,0,0,0,0,0,0,0,0,0
179,2.0,-64.874537037037,32.2921296296296,153,969.0,320,0,0,0,0,0,0,0,0,0
180,2.0,-64.874537037037,32.300462962963,153,816.0,1669,94,2,2,0,0,0,0,1,0
181,2.0,-64.874537037037,32.3087962962963,153,646.0,732,29,0,0,1,0,0,0,0,0
182,2.0,-64.8662037037037,32.2587962962963,153,1394.0,253,53,2,1,1,0,0,0,0,0
183,2.0,-64.8662037037037,32.300462962963,153,833.0,841,4,0,0,0,0,0,0,0,0
184,2.0,-64.8578703703704,32.275462962963,153,1190.0,49,0,0,0,0,0,0,0,0,0
185,2.0,-64.849537037037,32.2587962962963,153,1411.0,90,0,0,0,0,0,0,0,0,0
186,2.0,-64.8412037037037,32.2587962962963,153,1428.0,1528,37,1,1,1,0,0,0,0,0
187,2.0,-64.8328703703704,32.2587962962963,153,1445.0,844,5,1,1,0,0,0,0,0,0
188,2.0,-64.8328703703704,32.2671296296296,153,1309.0,518,3,0,2,0,0,0,0,0,0
189,2.0,-64.824537037037,32.2587962962963,153,1462.0,118,0,0,0,0,0,0,0,0,0
190,2.0,-64.824537037037,32.2671296296296,153,1326.0,1465,95,1,3,2,0,0,0,0,0
191,2.0,-64.8162037037037,32.2671296296296,153,1343.0,1364,25,0,2,0,0,0,0,0,0
192,2.0,-64.8162037037037,32.275462962963,153,1207.0,1203,19,0,0,0,0,0,0,1,0
193,2.0,-64.8162037037037,32.2921296296296,153,986.0,10,0,0,0,0,0,0,0,0,0
194,2.0,-64.8162037037037,32.3087962962963,153,663.0,601,12,0,1,1,0,0,0,0,0
195,2.0,-64.8078703703704,32.2671296296296,153,1360.0,1281,22,1,1,0,0,0,0,0,0
196,2.0,-64.8078703703704,32.275462962963,153,1224.0,1302,0,0,0,0,0,0,0,0,0
197,2.0,-64.8078703703704,32.300462962963,153,850.0,699,27,2,2,0,0,0,0,0,0
198,2.0,-64.8078703703704,32.3087962962963,153,680.0,822,33,0,1,1,0,0,0,0,0
199,2.0,-64.799537037037,32.2671296296296,153,1377.0,47,0,0,0,0,0,0,0,0,0
200,2.0,-64.799537037037,32.275462962963,153,1241.0,729,0,0,0,0,0,0,0,0,0
201,2.0,-64.799537037037,32.2837962962963,153,1088.0,852,1,0,2,1,0,0,0,0,0
202,2.0,-64.799537037037,32.300462962963,153,867.0,1459,29,0,1,0,0,0,0,0,0
203,2.0,-64.799537037037,32.3087962962963,153,697.0,767,0,0,0,0,0,0,0,0,0
204,2.0,-64.7912037037037,32.275462962963,153,1258.0,218,0,0,0,0,0,0,0,0,0
205,2.0,-64.7912037037037,32.2837962962963,153,1105.0,186,0,0,0,0,0,0,0,0,0
206,2.0,-64.7912037037037,32.300462962963,153,884.0,1518,0,0,0,0,0,0,0,0,0
207,2.0,-64.7912037037037,32.3087962962963,153,714.0,715,6,1,0,0,0,0,0,0,0
208,2.0,-64.7828703703704,32.275462962963,153,1275.0,73,0,0,0,0,0,0,0,0,0
209,2.0,-64.7828703703704,32.2837962962963,153,1122.0,577,5,0,2,0,0,0,0,0,0
210,2.0,-64.7828703703704,32.2921296296296,153,1003.0,442,25,0,1,0,0,0,0,0,0
211,2.0,-64.7828703703704,32.300462962963,153,901.0,1342,21,0,2,0,0,0,0,0,0
212,2.0,-64.7745370370371,32.2837962962963,153,1139.0,714,66,0,4,0,0,0,0,1,0
213,2.0,-64.7745370370371,32.2921296296296,153,1020.0,962,107,2,3,1,0,0,0,1,0
214,2.0,-64.7745370370371,32.300462962963,153,918.0,1760,12,0,3,0,0,0,0,0,0
215,2.0,-64.7745370370371,32.3087962962963,153,731.0,1763,27,0,2,0,0,0,0,0,0
216,2.0,-64.7662037037037,32.2921296296296,153,1037.0,742,0,0,1,1,0,0,0,0,0
217,2.0,-64.7662037037037,32.300462962963,153,935.0,920,6,0,1,0,0,0,0,1,0
218,2.0,-64.7662037037037,32.3087962962963,153,748.0,374,29,1,1,0,0,0,0,0,0
219,2.0,-64.7578703703704,32.300462962963,153,952.0,1223,64,3,1,3,0,0,0,0,0
220,2.0,-64.7578703703704,32.3087962962963,153,765.0,454,0,0,0,0,0,0,0,0,0
221,2.0,-64.7578703703704,32.3171296296296,153,578.0,663,21,1,1,0,0,0,0,0,0
222,2.0,-64.749537037037,32.3087962962963,153,782.0,754,24,1,0,0,0,0,0,0,0
223,2.0,-64.749537037037,32.3171296296296,153,595.0,1942,37,0,1,0,0,0,0,0,0
224,2.0,-64.7412037037037,32.3087962962963,153,799.0,245,1,0,1,0,0,0,0,0,0
225,2.0,-64.7412037037037,32.3171296296296,153,612.0,1181,32,1,2,1,0,0,0,0,0
226,2.0,-64.7412037037037,32.325462962963,153,510.0,437,0,0,0,0,0,0,0,0,0
227,2.0,-64.7412037037037,32.3337962962963,153,442.0,284,0,0,0,0,0,0,0,0,0
228,2.0,-64.7412037037037,32.3421296296296,153,357.0,984,7,0,1,2,0,0,0,0,0
229,2.0,-64.7328703703704,32.3171296296296,153,629.0,195,0,0,0,0,0,0,0,0,0
230,2.0,-64.7328703703704,32.325462962963,153,527.0,472,0,0,0,0,0,0,0,0,0
231,2.0,-64.7328703703704,32.3421296296296,153,374.0,813,16,1,0,0,0,0,0,0,0
232,2.0,-64.7328703703704,32.350462962963,153,306.0,957,53,1,2,1,0,0,0,0,0
233,2.0,-64.724537037037,32.325462962963,153,544.0,152,34,0,2,0,0,0,0,0,0
234,2.0,-64.724537037037,32.350462962963,153,323.0,801,28,3,1,0,0,0,0,0,0
235,2.0,-64.7162037037037,32.325462962963,153,561.0,264,1,0,1,0,0,0,0,0,0
236,2.0,-64.7162037037037,32.3337962962963,153,459.0,13,0,0,0,0,0,0,0,0,0
237,2.0,-64.7162037037037,32.350462962963,153,340.0,490,0,0,0,0,0,0,0,0,0
238,2.0,-64.7162037037037,32.3587962962963,153,289.0,354,24,0,2,0,0,0,0,0,0
239,2.0,-64.7162037037037,32.3671296296296,153,153.0,2,0,0,0,0,0,0,0,0,0
240,2.0,-64.7078703703704,32.3337962962963,153,476.0,116,0,0,0,0,0,0,0,0,0
241,2.0,-64.7078703703704,32.3421296296296,153,391.0,213,35,0,2,1,0,0,0,0,0
242,2.0,-64.7078703703704,32.3671296296296,153,170.0,65,0,0,0,0,0,0,0,0,0
243,2.0,-64.699537037037,32.3337962962963,153,493.0,140,0,0,0,0,0,0,0,0,0
244,2.0,-64.699537037037,32.3421296296296,153,408.0,309,0,0,0,0,0,0,0,0,0
245,2.0,-64.699537037037,32.3671296296296,153,187.0,1,0,0,0,0,0,0,0,0,0
246,2.0,-64.699537037037,32.375462962963,153,51.0,307,20,1,1,0,0,0,0,0,0
247,2.0,-64.6912037037037,32.3421296296296,153,425.0,130,0,0,0,0,0,0,0,0,0
248,2.0,-64.6912037037037,32.3671296296296,153,204.0,0,0,0,0,0,0,0,0,0,0
249,2.0,-64.6912037037037,32.375462962963,153,68.0,137,0,0,0,0,0,0,0,0,0
250,2.0,-64.6912037037037,32.3837962962963,153,0.0,693,0,0,0,0,0,0,0,0,0
251,2.0,-64.6828703703704,32.3671296296296,153,221.0,47,2,0,0,0,0,0,0,0,0
252,2.0,-64.6828703703704,32.375462962963,153,85.0,275,0,0,0,0,0,0,0,0,0
253,2.0,-64.6828703703704,32.3837962962963,153,17.0,520,9,0,0,0,0,0,0,0,0
254,2.0,-64.674537037037,32.3671296296296,153,238.0,136,0,0,0,0,0,0,0,0,0
255,2.0,-64.674537037037,32.375462962963,153,102.0,391,0,0,1,0,0,0,0,0,0
256,2.0,-64.674537037037,32.3837962962963,153,34.0,415,0,0,0,0,0,0,0,0,0
257,2.0,-64.6662037037037,32.3671296296296,153,255.0,261,0,0,0,0,0,0,0,0,0
258,2.0,-64.6662037037037,32.375462962963,153,119.0,187,0,0,0,0,0,0,0,0,0
259,2.0,-64.6578703703704,32.3671296296296,153,272.0,565,0,0,1,0,0,0,0,0,0
260,2.0,-64.6578703703704,32.375462962963,153,136.0,403,0,0,0,0,0,0,0,0,0
261,3.0,-64.8828703703704,32.275462962963,153,1156.0,780,61,6,4,5,0,0,0,0,0
262,3.0,-64.8828703703704,32.2837962962963,153,1054.0,295,17,0,4,1,0,0,0,0,0
263,3.0,-64.874537037037,32.2671296296296,153,1292.0,1037,0,0,0,0,0,0,0,0,0
264,3.0,-64.874537037037,32.275462962963,153,1173.0,416,0,0,0,0,0,0,0,0,0
265,3.0,-64.874537037037,32.2837962962963,153,1071.0,184,0,0,0,0,0,0,0,0,0
266,3.0,-64.874537037037,32.2921296296296,153,969.0,320,0,0,0,0,0,0,0,0,0
267,3.0,-64.874537037037,32.300462962963,153,816.0,1663,85,8,5,6,0,0,0,1,0
268,3.0,-64.874537037037,32.3087962962963,153,646.0,732,23,2,2,3,0,0,0,0,0
269,3.0,-64.8662037037037,32.2587962962963,153,1394.0,252,45,7,3,3,0,0,0,0,0
270,3.0,-64.8662037037037,32.300462962963,153,833.0,841,3,0,0,1,0,0,0,0,0
271,3.0,-64.8578703703704,32.275462962963,153,1190.0,49,0,0,0,0,0,0,0,0,0
272,3.0,-64.849537037037,32.2587962962963,153,1411.0,90,0,0,0,0,0,0,0,0,0
273,3.0,-64.8412037037037,32.2587962962963,153,1428.0,1524,34,3,4,3,0,0,0,0,0
274,3.0,-64.8328703703704,32.2587962962963,153,1445.0,841,8,1,1,0,0,0,0,0,0
275,3.0,-64.8328703703704,32.2671296296296,153,1309.0,518,3,1,1,0,0,0,0,0,0
276,3.0,-64.824537037037,32.2587962962963,153,1462.0,118,0,0,0,0,0,0,0,0,0
277,3.0,-64.824537037037,32.2671296296296,153,1326.0,1463,85,7,7,4,0,0,0,0,0
278,3.0,-64.8162037037037,32.2671296296296,153,1343.0,1362,25,1,2,1,0,0,0,0,0
279,3.0,-64.8162037037037,32.275462962963,153,1207.0,1203,14,0,4,1,0,0,0,1,0
280,3.0,-64.8162037037037,32.2921296296296,153,986.0,10,0,0,0,0,0,0,0,0,0
281,3.0,-64.8162037037037,32.3087962962963,153,663.0,593,18,1,2,1,0,0,0,0,0
