timestep,age_group,Susceptible,Exposed,InfectASympt,InfectMild,InfectGP,InfectHosp,InfectICU,InfectICURecov,Recovered,Dead
32,6,962,17,120,34,23,1,0,0,658,1
32,7,1222,28,145,49,28,3,0,0,851,0
32,8,1568,31,177,70,35,7,0,0,959,5
32,9,1439,29,174,53,28,8,2,1,973,4
32,10,1385,21,168,46,25,10,4,0,956,11
32,11,1242,27,129,60,28,13,2,0,817,12
32,12,1108,17,122,60,32,4,14,3,768,12
32,13,1643,0,18,5,5,1,3,0,84,4
32,14,1456,2,6,0,3,2,0,0,67,1
32,15,1181,1,10,0,3,2,0,0,40,1
32,16,1909,4,18,3,2,1,0,0,66,4
33,0,1129,9,39,15,11,0,0,0,185,0
33,1,965,27,83,37,23,0,0,0,468,0
33,2,872,37,124,61,25,0,0,0,720,0
33,3,1034,13,75,28,23,0,0,0,404,0
33,4,1057,13,73,35,15,0,0,0,444,0
33,5,907,22,92,39,15,0,1,0,611,1
33,6,961,14,113,29,21,1,0,0,676,1
33,7,1222,19,138,49,22,2,0,0,874,0
33,8,1566,26,163,61,32,5,0,0,994,5
33,9,1438,18,172,43,26,9,2,1,998,4
33,10,1384,17,159,42,25,10,2,1,974,12
33,11,1242,18,126,52,26,9,2,0,841,14
33,12,1108,10,111,53,32,3,12,2,795,14
33,13,1643,0,17,3,5,1,3,0,87,4
33,14,1456,1,6,0,3,3,0,0,67,1
33,15,1180,2,9,0,3,2,0,0,41,1
33,16,1908,4,15,1,2,1,0,0,72,4
34,0,1129,7,35,12,9,0,0,0,196,0
34,1,965,21,73,38,21,0,0,0,485,0
34,2,871,27,119,61,23,0,0,0,738,0
34,3,1031,13,73,25,19,0,0,0,416,0
34,4,1054,14,67,30,15,0,0,0,457,0
34,5,902,23,85,31,13,0,1,0,632,1
34,6,958,14,100,25,18,1,0,0,699,1
34,7,1218,13,126,47,22,2,1,0,897,0
34,8,1556,28,155,47,30,6,0,0,1025,5
34,9,1430,23,164,33,24,8,2,1,1022,4
34,10,1379,20,145,39,24,7,4,1,994,13
34,11,1237,19,115,46,20,11,2,0,866,14
34,12,1103,15,100,42,25,1,14,2,824,14
34,13,1643,0,17,3,4,1,3,0,88,4
34,14,1456,0,7,0,3,3,0,0,67,1
34,15,1180,1,8,1,2,2,0,0,43,1
34,16,1908,3,15,1,2,0,0,0,73,5
35,0,1129,3,33,10,11,0,0,0,202,0
35,1,963,21,68,33,19,0,0,0,499,0
35,2,870,20,111,57,22,0,0,0,759,0
35,3,1029,12,68,22,14,0,0,0,432,0
35,4,1054,11,63,23,12,0,0,0,474,0
35,5,901,21,77,28,12,0,1,0,647,1
35,6,956,10,95,20,18,1,0,0,715,1
35,7,1216,12,118,38,18,2,1,0,921,0
35,8,1554,26,142,39,27,5,0,0,1053,6
35,9,1428,20,157,30,20,7,2,0,1043,4
35,10,1377,20,134,34,21,7,4,0,1016,13
35,11,1236,15,104,36,15,8,2,0,897,17
35,12,1100,16,93,35,23,1,13,2,842,15
35,13,1642,1,17,3,3,2,2,0,88,5
35,14,1456,0,6,0,3,3,0,0,68,1
35,15,1179,2,6,1,1,0,0,0,46,3
35,16,1908,3,15,1,1,1,0,0,73,5
36,0,1127,4,30,11,8,0,0,0,208,0
36,1,962,17,60,35,18,0,0,0,511,0
36,2,869,18,103,53,22,0,0,0,774,0
36,3,1029,10,60,20,13,0,0,0,445,0
36,4,1054,9,59,16,9,0,0,0,490,0
36,5,898,17,69,27,9,0,1,0,666,1
36,6,955,10,86,18,13,1,0,0,732,1
36,7,1212,14,105,31,16,2,1,0,945,0
36,8,1553,23,135,28,27,5,0,0,1075,6
36,9,1427,19,143,25,19,7,1,1,1065,4
36,10,1375,20,118,28,16,8,4,0,1044,13
36,11,1235,12,97,35,12,10,2,0,910,17
36,12,1097,15,75,28,21,1,10,3,874,16
36,13,1642,1,16,3,3,2,2,0,89,5
36,14,1456,0,5,0,2,3,0,0,70,1
36,15,1179,2,6,1,1,0,0,0,46,3
36,16,1908,3,12,1,1,1,0,0,76,5
37,0,1125,4,30,11,6,0,0,0,212,0
37,1,962,14,53,29,14,0,0,0,531,0
37,2,865,17,93,51,21,0,0,0,792,0
37,3,1026,11,54,13,11,0,0,0,462,0
37,4,1052,7,55,17,5,0,0,0,501,0
37,5,898,15,69,21,9,0,1,0,674,1
37,6,952,10,80,14,12,1,0,0,746,1
37,7,1212,13,99,28,15,2,1,0,956,0
37,8,1551,19,121,23,22,5,0,0,1105,6
37,9,1423,19,135,22,13,7,1,1,1086,4
37,10,1373,19,113,21,15,9,4,0,1059,13
37,11,1234,6,85,31,12,6,2,0,936,18
37,12,1096,13,66,27,16,2,7,3,893,17
37,13,1642,0,13,2,4,2,1,1,93,5
37,14,1456,0,4,0,2,3,0,0,71,1
37,15,1179,1,6,2,1,0,0,0,46,3
37,16,1908,2,12,1,1,1,0,0,77,5
38,0,1124,5,28,10,6,0,0,0,215,0
38,1,961,13,46,27,14,0,0,0,542,0
38,2,865,13,86,44,17,0,0,0,814,0
38,3,1026,11,53,11,9,0,0,0,467,0
38,4,1052,6,53,15,4,0,0,0,507,0
38,5,897,14,62,16,9,0,1,0,688,1
38,6,952,7,74,14,11,0,0,0,756,2
38,7,1212,10,91,25,10,2,0,1,975,0
38,8,1551,16,107,22,18,3,0,0,1129,6
38,9,1423,13,118,20,11,7,0,2,1113,4
38,10,1372,13,102,16,14,10,4,0,1082,13
38,11,1234,4,82,27,8,4,2,0,950,19
38,12,1096,11,61,21,13,2,7,4,908,17
38,13,1642,0,11,2,2,3,1,1,96,5
38,14,1456,0,3,0,2,3,0,0,72,1
38,15,1179,1,6,2,0,0,0,0,47,3
38,16,1908,1,11,1,1,1,0,0,79,5
39,0,1124,3,24,10,7,0,0,0,220,0
39,1,958,13,46,24,10,0,0,0,552,0
39,2,865,10,74,37,14,0,0,0,839,0
39,3,1026,10,48,9,8,0,0,0,476,0
39,4,1051,3,50,15,5,0,0,0,513,0
39,5,897,11,54,15,9,0,1,0,700,1
39,6,951,7,69,9,11,0,0,0,767,2
39,7,1210,7,81,19,12,2,0,0,995,0
39,8,1551,9,98,18,18,3,0,0,1149,6
39,9,1422,10,110,18,10,7,0,2,1128,4
39,10,1372,12,81,15,12,8,4,0,1109,13
39,11,1233,5,78,22,8,1,3,0,960,20
39,12,1095,7,58,18,10,2,6,2,924,18
39,13,1642,0,10,1,2,3,1,1,98,5
39,14,1456,0,3,0,1,4,0,0,72,1
39,15,1179,1,5,2,0,0,0,0,48,3
39,16,1908,1,9,1,1,1,0,0,81,5
40,0,1124,3,21,9,6,0,0,0,225,0
40,1,956,12,40,25,7,0,0,0,563,0
40,2,864,6,70,33,10,0,0,0,856,0
40,3,1026,8,43,9,4,0,0,0,487,0
40,4,1051,1,44,15,4,0,0,0,522,0
40,5,897,7,49,16,8,0,1,0,709,1
40,6,951,5,64,10,11,0,0,0,773,2
40,7,1210,6,70,16,9,2,0,0,1013,0
40,8,1551,8,85,16,16,3,0,0,1167,6
40,9,1422,7,96,15,10,7,0,2,1148,4
40,10,1372,8,71,12,12,7,5,0,1126,13
40,11,1233,5,70,17,7,1,2,0,974,21
40,12,1095,6,52,15,9,2,6,2,935,18
40,13,1642,0,9,1,2,2,2,1,99,5
40,14,1456,0,3,0,1,4,0,0,72,1
40,15,1179,1,4,2,0,0,0,0,49,3
40,16,1908,0,7,1,1,1,0,0,84,5
41,0,1124,3,20,7,5,0,0,0,229,0
41,1,952,13,33,22,7,0,0,0,576,0
41,2,864,4,62,32,9,0,0,0,868,0
41,3,1026,4,44,8,4,0,0,0,491,0
41,4,1050,2,39,15,4,0,0,0,527,0
41,5,897,5,45,13,4,0,1,0,722,1
41,6,950,5,57,9,8,0,0,0,785,2
41,7,1210,2,62,13,10,1,0,0,1028,0
41,8,1550,8,76,14,14,3,0,0,1181,6
41,9,1422,6,89,14,10,7,0,0,1159,4
41,10,1372,6,57,12,11,7,5,0,1143,13
41,11,1233,3,63,15,4,1,2,0,988,21
41,12,1094,5,47,11,9,2,5,2,947,18
41,13,1642,0,7,1,2,2,2,0,102,5
41,14,1456,0,3,0,1,4,0,0,72,1
41,15,1178,1,5,2,0,0,0,0,49,3
41,16,1908,0,7,1,1,1,0,0,84,5
42,0,1124,2,18,5,5,0,0,0,234,0
42,1,951,10,33,20,8,0,0,0,581,0
42,2,864,4,57,26,6,0,0,0,882,0
42,3,1026,3,39,4,3,0,0,0,502,0
42,4,1050,2,35,15,2,0,0,0,533,0
42,5,897,3,45,12,5,0,1,0,724,1
42,6,950,4,52,9,7,0,0,0,792,2
42,7,1210,1,58,13,8,2,0,0,1034,0
42,8,1550,6,65,13,11,2,0,0,1199,6
42,9,1422,6,80,12,9,7,0,0,1171,4
42,10,1372,4,51,11,10,6,3,0,1154,15
42,11,1232,3,59,11,2,1,1,1,999,21
42,12,1094,5,45,10,8,2,4,2,951,19
42,13,1642,0,5,1,1,3,2,0,104,5
42,14,1456,0,3,0,1,3,0,0,73,1
42,15,1178,1,5,0,0,0,0,0,51,3
42,16,1908,0,7,1,1,1,0,0,84,5
43,0,1122,3,16,5,5,0,0,0,237,0
43,1,949,9,32,18,8,0,0,0,587,0
43,2,863,5,52,19,6,0,0,0,894,0
43,3,1026,3,35,2,2,0,0,0,509,0
43,4,1050,1,30,14,2,0,0,0,540,0
43,5,897,3,42,10,3,0,1,0,731,1
43,6,950,3,43,9,7,0,0,0,802,2
43,7,1210,1,48,12,7,3,0,0,1045,0
43,8,1550,4,53,14,9,2,0,0,1214,6
43,9,1422,6,69,11,8,7,0,0,1184,4
43,10,1371,3,47,10,9,6,2,0,1162,16
43,11,1232,2,52,8,2,0,1,1,1011,21
43,12,1094,5,37,7,6,2,2,2,965,20
43,13,1642,0,5,0,1,3,2,0,105,5
43,14,1456,0,3,0,1,3,0,0,73,1
43,15,1178,1,5,0,0,0,0,0,51,3
43,16,1908,0,7,1,1,1,0,0,84,5
44,0,1122,3,14,3,4,0,0,0,242,0
44,1,949,5,30,16,9,0,0,0,594,0
44,2,863,3,49,15,5,0,0,0,904,0
44,3,1026,2,33,3,2,0,0,0,511,0
44,4,1050,1,23,10,2,0,0,0,551,0
44,5,897,2,39,10,4,0,1,0,734,1
44,6,948,4,41,8,6,0,0,0,807,2
44,7,1210,0,44,11,4,3,0,0,1054,0
44,8,1549,4,48,12,8,2,0,0,1223,6
44,9,1422,6,56,9,6,6,0,0,1201,5
44,10,1371,3,43,9,6,5,2,0,1170,17
44,11,1232,0,45,8,1,0,0,2,1021,21
44,12,1094,2,31,6,4,2,2,0,979,20
44,13,1642,0,3,0,1,3,2,0,107,5
44,14,1456,0,3,0,1,3,0,0,73,1
44,15,1178,1,4,0,0,0,0,0,52,3
44,16,1908,0,7,1,0,1,0,0,85,5
45,0,1122,1,14,2,4,0,0,0,245,0
45,1,947,6,28,12,7,0,0,0,603,0
45,2,863,3,43,11,3,0,0,0,916,0
45,3,1026,1,30,2,2,0,0,0,516,0
45,4,1050,1,20,8,1,0,0,0,557,0
45,5,897,1,34,9,4,0,1,0,741,1
45,6,948,2,34,9,6,0,0,0,815,2
45,7,1210,0,37,7,4,3,0,0,1065,0
45,8,1548,3,48,8,6,2,0,0,1231,6
45,9,1422,5,52,6,3,6,0,0,1212,5
45,10,1371,2,39,7,4,5,1,0,1179,18
45,11,1232,0,36,6,1,0,0,2,1032,21
45,12,1094,1,31,6,2,3,2,0,981,20
45,13,1642,0,3,0,1,3,2,0,107,5
45,14,1456,0,2,0,1,3,0,0,74,1
45,15,1178,1,3,0,0,0,0,0,53,3
45,16,1908,0,6,0,0,1,0,0,87,5
46,0,1122,1,13,2,4,0,0,0,246,0
46,1,946,4,27,13,8,0,0,0,605,0
46,2,862,3,38,10,2,0,0,0,924,0
46,3,1025,1,25,2,3,0,0,0,521,0
46,4,1049,1,19,5,1,0,0,0,562,0
46,5,897,1,33,8,4,0,0,0,743,2
46,6,948,2,31,8,4,0,0,0,821,2
46,7,1209,1,29,5,3,4,0,0,1075,0
46,8,1545,5,44,5,6,2,0,0,1239,6
46,9,1421,5,45,6,3,5,0,0,1221,5
46,10,1369,4,32,6,4,4,0,1,1187,19
46,11,1231,1,33,3,1,0,0,1,1039,21
46,12,1094,1,29,4,2,3,2,0,985,20
46,13,1642,0,3,0,1,2,2,0,107,6
46,14,1456,0,2,0,0,2,0,0,76,1
46,15,1178,0,3,1,0,0,0,0,53,3
46,16,1908,0,5,0,0,1,0,0,88,5
47,0,1122,1,13,2,3,0,0,0,247,0
47,1,946,4,24,12,6,0,0,0,611,0
47,2,862,3,33,10,2,0,0,0,929,0
47,3,1024,1,24,2,4,0,0,0,522,0
47,4,1049,0,19,6,1,0,0,0,562,0
47,5,897,1,29,5,2,0,0,0,752,2
47,6,948,1,30,7,1,0,0,0,827,2
47,7,1209,1,24,5,3,4,0,0,1080,0
47,8,1544,5,37,4,6,1,0,0,1248,7
47,9,1421,4,43,3,2,4,0,0,1229,5
47,10,1369,4,29,6,0,2,0,1,1196,19
47,11,1230,2,29,3,1,0,0,0,1044,21
47,12,1094,0,25,4,2,2,2,0,991,20
47,13,1642,0,3,0,1,2,2,0,107,6
47,14,1456,0,2,0,0,2,0,0,76,1
47,15,1177,1,3,1,0,0,0,0,53,3
47,16,1908,0,4,0,0,1,0,0,89,5
48,0,1122,1,13,1,2,0,0,0,249,0
48,1,946,3,23,12,5,0,0,0,614,0
48,2,862,1,31,6,0,0,0,0,939,0
48,3,1024,1,21,1,4,0,0,0,526,0
48,4,1049,0,16,6,1,0,0,0,565,0
48,5,896,1,23,5,2,0,0,0,759,2
48,6,948,1,27,5,1,0,0,0,832,2
48,7,1209,1,19,5,1,4,0,0,1087,0
48,8,1544,3,35,4,6,1,0,0,1252,7
48,9,1421,3,40,2,2,3,0,0,1235,5
48,10,1369,4,28,6,0,2,0,0,1198,19
48,11,1230,2,22,3,1,0,0,0,1051,21
48,12,1094,0,23,4,1,2,2,0,994,20
48,13,1642,0,3,0,1,2,2,0,107,6
48,14,1456,0,2,0,0,2,0,0,76,1
48,15,1177,1,2,1,0,0,0,0,54,3
48,16,1908,0,4,0,0,1,0,0,89,5
49,0,1122,1,13,1,2,0,0,0,249,0
49,1,946,1,24,11,4,0,0,0,617,0
49,2,862,1,27,5,0,0,0,0,944,0
49,3,1024,1,19,1,4,0,0,0,528,0
49,4,1049,0,12,4,1,0,0,0,571,0
49,5,896,1,17,5,2,0,0,0,765,2
49,6,948,1,25,5,1,0,0,0,834,2
49,7,1209,1,15,4,0,5,0,0,1092,0
49,8,1544,2,30,2,6,1,0,0,1260,7
49,9,1421,2,37,2,1,4,0,0,1239,5
49,10,1369,3,23,4,0,2,0,0,1206,19
49,11,1230,1,20,2,1,1,0,0,1054,21
49,12,1094,0,20,2,1,2,2,0,999,20
49,13,1642,0,2,0,1,1,2,0,108,7
49,14,1456,0,1,0,0,2,0,0,77,1
49,15,1177,1,1,1,0,0,0,0,55,3
49,16,1908,0,4,0,0,1,0,0,89,5
50,0,1122,1,12,1,2,0,0,0,250,0
50,1,946,1,23,9,3,0,0,0,621,0
50,2,862,1,22,5,0,0,0,0,949,0
50,3,1024,1,16,1,4,0,0,0,531,0
50,4,1049,0,10,3,1,0,0,0,574,0
50,5,896,1,16,5,1,0,0,0,767,2
50,6,948,1,22,4,1,0,0,0,838,2
50,7,1209,1,13,3,0,5,0,0,1095,0
50,8,1544,2,24,1,4,1,0,0,1269,7
50,9,1421,1,33,2,1,4,0,0,1244,5
50,10,1369,3,21,4,0,2,0,0,1208,19
50,11,1230,0,20,1,1,1,0,0,1056,21
50,12,1094,0,19,2,1,1,0,0,1001,22
50,13,1642,0,2,0,1,1,0,1,108,8
50,14,1456,0,1,0,0,2,0,0,77,1
50,15,1177,1,0,1,0,0,0,0,56,3
50,16,1908,0,4,0,0,0,0,0,89,6
51,0,1122,1,12,0,1,0,0,0,252,0
51,1,946,1,21,9,3,0,0,0,623,0
51,2,862,1,20,5,0,0,0,0,951,0
51,3,1024,1,14,0,3,0,0,0,535,0
51,4,1049,0,7,1,1,0,0,0,579,0
51,5,896,1,13,4,0,0,0,0,772,2
51,6,948,1,20,3,1,0,0,0,841,2
51,7,1209,0,11,2,0,4,0,0,1100,0
51,8,1544,1,20,1,2,1,0,0,1276,7
51,9,1421,0,30,2,2,3,0,0,1248,5
51,10,1369,3,18,3,0,1,0,0,1212,20
51,11,1230,0,18,0,1,0,1,0,1059,21
51,12,1094,0,18,1,1,1,0,0,1003,22
51,13,1642,0,2,0,1,0,0,1,108,9
51,14,1456,0,1,0,0,2,0,0,77,1
51,15,1177,1,0,1,0,0,0,0,56,3
51,16,1908,0,3,0,0,0,0,0,90,6
52,0,1122,0,9,1,0,0,0,0,256,0
52,1,946,0,18,7,3,0,0,0,629,0
52,2,862,0,19,5,1,0,0,0,952,0
52,3,1024,1,12,0,2,0,0,0,538,0
52,4,1049,0,6,1,1,0,0,0,580,0
52,5,896,1,11,3,0,0,0,0,775,2
52,6,948,1,18,3,1,0,0,0,843,2
52,7,1209,0,11,1,0,4,0,0,1101,0
52,8,1544,1,19,1,2,1,0,0,1277,7
52,9,1421,0,26,2,2,3,0,0,1252,5
52,10,1369,1,18,2,0,0,0,0,1216,20
52,11,1230,0,16,0,1,0,1,0,1061,21
52,12,1094,0,15,1,1,1,0,0,1006,22
52,13,1642,0,2,0,1,0,0,0,109,9
52,14,1456,0,1,0,0,1,0,0,78,1
52,15,1177,1,0,1,0,0,0,0,56,3
52,16,1908,0,3,0,0,0,0,0,90,6
53,0,1122,0,8,1,0,0,0,0,257,0
53,1,946,0,16,4,3,0,0,0,634,0
53,2,862,0,17,4,1,0,0,0,955,0
53,3,1024,1,11,0,2,0,0,0,539,0
53,4,1049,0,6,1,1,0,0,0,580,0
53,5,896,1,10,2,0,0,0,0,777,2
53,6,948,1,18,2,1,0,0,0,844,2
53,7,1209,0,7,1,0,3,0,0,1106,0
53,8,1544,1,19,1,1,1,0,0,1278,7
53,9,1421,0,24,2,2,3,0,0,1254,5
53,10,1369,1,16,2,0,0,0,0,1218,20
53,11,1230,0,14,0,1,0,1,0,1063,21
53,12,1094,0,15,1,1,1,0,0,1006,22
53,13,1642,0,2,0,1,0,0,0,109,9
53,14,1456,0,1,0,0,1,0,0,78,1
53,15,1177,1,0,1,0,0,0,0,56,3
53,16,1908,0,2,0,0,0,0,0,91,6
54,0,1122,0,8,1,0,0,0,0,257,0
54,1,946,0,16,3,3,0,0,0,635,0
54,2,862,0,15,2,1,0,0,0,959,0
54,3,1024,1,10,0,2,0,0,0,540,0
54,4,1049,0,6,1,0,0,0,0,581,0
54,5,896,0,8,2,1,0,0,0,779,2
54,6,948,1,15,1,1,0,0,0,848,2
54,7,1209,0,6,1,0,3,0,0,1107,0
54,8,1544,1,17,1,0,1,0,0,1281,7
54,9,1421,0,19,2,2,3,0,0,1259,5
54,10,1369,1,13,2,0,0,0,0,1221,20
54,11,1230,0,12,0,1,0,1,0,1065,21
54,12,1094,0,14,1,1,1,0,0,1007,22
54,13,1642,0,2,0,1,0,0,0,109,9
54,14,1456,0,0,0,0,1,0,0,79,1
54,15,1177,1,0,1,0,0,0,0,56,3
54,16,1908,0,2,0,0,0,0,0,91,6
55,0,1122,0,6,1,0,0,0,0,259,0
55,1,946,0,13,2,3,0,0,0,639,0
55,2,862,0,14,1,1,0,0,0,961,0
55,3,1024,1,7,0,2,0,0,0,543,0
55,4,1049,0,6,1,0,0,0,0,581,0
55,5,896,0,6,0,1,0,0,0,783,2
55,6,948,1,13,1,1,0,0,0,850,2
55,7,1209,0,6,1,0,3,0,0,1107,0
55,8,1544,0,15,1,1,1,0,0,1283,7
55,9,1421,0,16,1,2,2,0,0,1264,5
55,10,1369,0,11,3,0,0,0,0,1223,20
55,11,1230,0,10,0,1,0,1,0,1067,21
55,12,1094,0,12,0,1,1,0,0,1010,22
55,13,1642,0,2,0,0,0,0,0,110,9
55,14,1456,0,0,0,0,0,0,0,80,1
55,15,1177,1,0,1,0,0,0,0,56,3
55,16,1908,0,2,0,0,0,0,0,91,6
56,0,1122,0,6,1,0,0,0,0,259,0
56,1,946,0,12,2,3,0,0,0,640,0
56,2,862,0,12,1,1,0,0,0,963,0
56,3,1024,1,5,0,1,0,0,0,546,0
56,4,1049,0,6,1,0,0,0,0,581,0
56,5,896,0,6,0,1,0,0,0,783,2
56,6,948,0,12,0,2,0,0,0,852,2
56,7,1209,0,5,1,0,2,1,0,1108,0
56,8,1544,0,15,1,1,1,0,0,1283,7
56,9,1421,0,12,1,1,2,0,0,1269,5
56,10,1369,0,9,2,0,0,0,0,1226,20
56,11,1230,0,9,0,1,0,0,1,1068,21
56,12,1094,0,12,0,1,1,0,0,1010,22
56,13,1642,0,2,0,0,0,0,0,110,9
56,14,1456,0,0,0,0,0,0,0,80,1
56,15,1177,0,0,0,1,0,0,0,57,3
56,16,1908,0,1,0,0,0,0,0,92,6
57,0,1122,0,6,1,0,0,0,0,259,0
57,1,946,0,12,1,3,0,0,0,641,0
57,2,862,0,11,1,1,0,0,0,964,0
57,3,1024,1,4,0,1,0,0,0,547,0
57,4,1049,0,6,1,0,0,0,0,581,0
57,5,896,0,6,0,1,0,0,0,783,2
57,6,948,0,9,0,2,0,0,0,855,2
57,7,1209,0,5,1,0,1,1,0,1109,0
57,8,1544,0,14,1,1,1,0,0,1284,7
57,9,1421,0,12,1,1,2,0,0,1269,5
57,10,1369,0,9,1,0,0,0,0,1227,20
57,11,1230,0,8,0,1,0,0,1,1069,21
57,12,1094,0,10,0,1,1,0,0,1012,22
57,13,1642,0,2,0,0,0,0,0,110,9
57,14,1456,0,0,0,0,0,0,0,80,1
57,15,1177,0,0,0,1,0,0,0,57,3
57,16,1908,0,1,0,0,0,0,0,92,6
58,0,1122,0,5,1,0,0,0,0,260,0
58,1,946,0,9,1,2,0,0,0,645,0
58,2,862,0,9,1,1,0,0,0,966,0
58,3,1024,1,4,0,1,0,0,0,547,0
58,4,1049,0,4,1,0,0,0,0,583,0
58,5,896,0,5,0,0,0,0,0,785,2
58,6,948,0,8,0,2,0,0,0,856,2
58,7,1209,0,3,1,0,1,1,0,1111,0
58,8,1544,0,11,1,1,1,0,0,1287,7
58,9,1421,0,12,1,1,2,0,0,1269,5
58,10,1369,0,9,1,0,0,0,0,1227,20
58,11,1230,0,6,0,1,0,0,1,1071,21
58,12,1094,0,10,0,1,1,0,0,1012,22
58,13,1642,0,1,0,0,0,0,0,111,9
58,14,1456,0,0,0,0,0,0,0,80,1
58,15,1177,0,0,0,1,0,0,0,57,3
58,16,1908,0,1,0,0,0,0,0,92,6
59,0,1122,0,5,1,0,0,0,0,260,0
59,1,946,0,7,1,2,0,0,0,647,0
59,2,862,0,7,0,0,0,0,0,970,0
59,3,1024,1,3,0,1,0,0,0,548,0
59,4,1049,0,4,1,0,0,0,0,583,0
59,5,896,0,5,0,0,0,0,0,785,2
59,6,948,0,6,0,2,0,0,0,858,2
59,7,1209,0,3,1,0,1,0,1,1111,0
59,8,1544,0,9,0,1,1,0,0,1290,7
59,9,1421,0,10,1,1,2,0,0,1271,5
59,10,1369,0,6,0,0,0,0,0,1231,20
59,11,1230,0,4,0,0,1,0,1,1073,21
59,12,1094,0,9,0,1,1,0,0,1013,22
59,13,1642,0,1,0,0,0,0,0,111,9
59,14,1456,0,0,0,0,0,0,0,80,1
59,15,1177,0,0,0,1,0,0,0,57,3
59,16,1908,0,1,0,0,0,0,0,92,6
60,0,1122,0,3,0,0,0,0,0,263,0
60,1,946,0,6,1,1,0,0,0,649,0
60,2,862,0,4,0,0,0,0,0,973,0
60,3,1024,1,2,0,1,0,0,0,549,0
60,4,1049,0,2,1,0,0,0,0,585,0
60,5,896,0,5,0,0,0,0,0,785,2
60,6,948,0,5,0,1,0,0,0,860,2
60,7,1209,0,2,1,0,1,0,1,1112,0
60,8,1544,0,9,0,1,1,0,0,1290,7
60,9,1421,0,9,1,1,2,0,0,1272,5
60,10,1369,0,5,0,0,0,0,0,1232,20
60,11,1230,0,2,0,0,1,0,0,1076,21
60,12,1094,0,6,0,0,1,0,0,1017,22
60,13,1642,0,1,0,0,0,0,0,111,9
60,14,1456,0,0,0,0,0,0,0,80,1
60,15,1177,0,0,0,1,0,0,0,57,3
60,16,1908,0,1,0,0,0,0,0,92,6
61,0,1122,0,3,0,0,0,0,0,263,0
61,1,946,0,6,1,0,0,0,0,650,0
61,2,862,0,4,0,0,0,0,0,973,0
61,3,1024,1,1,0,1,0,0,0,550,0
61,4,1049,0,2,1,0,0,0,0,585,0
61,5,896,0,5,0,0,0,0,0,785,2
61,6,948,0,5,0,1,0,0,0,860,2
61,7,1209,0,2,1,0,1,0,1,1112,0
61,8,1544,0,6,0,1,1,0,0,1293,7
61,9,1421,0,9,0,1,1,0,0,1274,5
61,10,1369,0,5,0,0,0,0,0,1232,20
61,11,1230,0,0,0,0,1,0,0,1078,21
61,12,1094,0,4,0,0,1,0,0,1019,22
61,13,1642,0,1,0,0,0,0,0,111,9
61,14,1456,0,0,0,0,0,0,0,80,1
61,15,1177,0,0,0,1,0,0,0,57,3
61,16,1908,0,0,0,0,0,0,0,93,6
62,0,1122,0,3,0,0,0,0,0,263,0
62,1,946,0,5,1,0,0,0,0,651,0
62,2,862,0,4,0,0,0,0,0,973,0
62,3,1024,1,1,0,1,0,0,0,550,0
62,4,1049,0,2,1,0,0,0,0,585,0
62,5,896,0,4,0,0,0,0,0,786,2
62,6,948,0,3,0,1,0,0,0,862,2
62,7,1209,0,2,1,0,0,0,1,1113,0
62,8,1544,0,5,0,0,1,0,0,1295,7
62,9,1421,0,6,0,1,1,0,0,1277,5
62,10,1369,0,5,0,0,0,0,0,1232,20
62,11,1230,0,0,0,0,1,0,0,1078,21
62,12,1094,0,2,0,0,1,0,0,1021,22
62,13,1642,0,0,0,0,0,0,0,112,9
62,14,1456,0,0,0,0,0,0,0,80,1
62,15,1177,0,0,0,1,0,0,0,57,3
62,16,1908,0,0,0,0,0,0,0,93,6
63,0,1122,0,3,0,0,0,0,0,263,0
63,1,946,0,5,1,0,0,0,0,651,0
63,2,862,0,4,0,0,0,0,0,973,0
63,3,1024,1,1,0,1,0,0,0,550,0
63,4,1049,0,2,0,0,0,0,0,586,0
63,5,896,0,4,0,0,0,0,0,786,2
63,6,948,0,2,0,1,0,0,0,863,2
63,7,1209,0,1,1,0,0,0,1,1114,0
63,8,1544,0,5,0,0,1,0,0,1295,7
63,9,1421,0,5,0,1,0,0,0,1279,5
63,10,1369,0,3,0,0,0,0,0,1234,20
63,11,1230,0,0,0,0,0,0,0,1079,21
63,12,1094,0,2,0,0,1,0,0,1021,22
63,13,1642,0,0,0,0,0,0,0,112,9
63,14,1456,0,0,0,0,0,0,0,80,1
63,15,1177,0,0,0,1,0,0,0,57,3
63,16,1908,0,0,0,0,0,0,0,93,6
64,0,1122,0,3,0,0,0,0,0,263,0
64,1,946,0,5,1,0,0,0,0,651,0
64,2,862,0,3,0,0,0,0,0,974,0
64,3,1024,0,1,1,0,0,0,0,551,0
64,4,1049,0,2,0,0,0,0,0,586,0
64,5,896,0,2,0,0,0,0,0,788,2
64,6,948,0,1,0,1,0,0,0,864,2
64,7,1209,0,1,1,0,0,0,1,1114,0
64,8,1544,0,4,0,0,1,0,0,1296,7
64,9,1421,0,4,0,0,0,0,0,1281,5
64,10,1369,0,3,0,0,0,0,0,1234,20
64,11,1230,0,0,0,0,0,0,0,1079,21
64,12,1094,0,2,0,0,1,0,0,1021,22
64,13,1642,0,0,0,0,0,0,0,112,9
64,14,1456,0,0,0,0,0,0,0,80,1
64,15,1177,0,0,0,0,1,0,0,57,3
64,16,1908,0,0,0,0,0,0,0,93,6
65,0,1122,0,2,0,0,0,0,0,264,0
