,time,age,InfectionStatus.InfectHosp,InfectionStatus.InfectICU,InfectionStatus.InfectICURecov,InfectionStatus.InfectGP,InfectionStatus.InfectMild
704,42,12,26.0,15.0,1.0,90.0,132.0
705,42,13,9.0,16.0,2.0,43.0,93.0
706,42,14,19.0,2.0,3.0,59.0,90.0
707,42,15,30.0,0.0,1.0,40.0,70.0
708,42,16,46.0,0.0,1.0,81.0,123.0
709,43,0,0.0,0.0,0.0,46.0,75.0
710,43,1,0.0,0.0,0.0,39.0,82.0
711,43,2,0.0,1.0,0.0,44.0,80.0
712,43,3,1.0,0.0,0.0,42.0,89.0
713,43,4,5.0,2.0,0.0,71.0,150.0
714,43,5,3.0,0.0,0.0,46.0,129.0
715,43,6,3.0,0.0,0.0,53.0,120.0
716,43,7,9.0,0.0,0.0,80.0,146.0
717,43,8,15.0,0.0,0.0,99.0,174.0
718,43,9,16.0,5.0,1.0,107.0,217.0
719,43,10,18.0,9.0,0.0,106.0,191.0
720,43,11,12.0,6.0,1.0,77.0,136.0
721,43,12,23.0,19.0,1.0,78.0,114.0
722,43,13,8.0,16.0,1.0,47.0,85.0
723,43,14,18.0,2.0,2.0,59.0,87.0
724,43,15,26.0,0.0,1.0,39.0,71.0
725,43,16,46.0,1.0,1.0,69.0,111.0
726,44,0,0.0,0.0,0.0,40.0,66.0
727,44,1,0.0,0.0,0.0,34.0,70.0
728,44,2,0.0,1.0,0.0,43.0,71.0
729,44,3,1.0,0.0,0.0,36.0,82.0
730,44,4,4.0,2.0,0.0,66.0,134.0
731,44,5,1.0,0.0,0.0,40.0,113.0
732,44,6,2.0,0.0,0.0,47.0,105.0
733,44,7,10.0,0.0,0.0,69.0,132.0
734,44,8,15.0,0.0,0.0,87.0,158.0
735,44,9,16.0,3.0,0.0,94.0,194.0
736,44,10,15.0,6.0,2.0,85.0,161.0
737,44,11,14.0,6.0,0.0,66.0,122.0
738,44,12,21.0,17.0,0.0,73.0,103.0
739,44,13,6.0,17.0,1.0,51.0,79.0
740,44,14,18.0,3.0,1.0,52.0,83.0
741,44,15,22.0,0.0,1.0,37.0,68.0
742,44,16,47.0,1.0,1.0,60.0,106.0
743,45,0,0.0,0.0,0.0,33.0,63.0
744,45,1,0.0,0.0,0.0,37.0,55.0
745,45,2,0.0,1.0,0.0,45.0,62.0
746,45,3,1.0,0.0,0.0,26.0,74.0
747,45,4,4.0,2.0,0.0,53.0,116.0
748,45,5,1.0,0.0,0.0,39.0,97.0
749,45,6,2.0,0.0,0.0,45.0,95.0
750,45,7,8.0,0.0,0.0,66.0,117.0
751,45,8,14.0,1.0,0.0,78.0,135.0
752,45,9,16.0,2.0,0.0,80.0,168.0
753,45,10,14.0,4.0,2.0,72.0,145.0
754,45,11,15.0,6.0,0.0,58.0,116.0
755,45,12,19.0,19.0,0.0,70.0,96.0
756,45,13,4.0,16.0,0.0,52.0,75.0
757,45,14,15.0,2.0,2.0,58.0,76.0
758,45,15,22.0,0.0,0.0,35.0,59.0
759,45,16,45.0,1.0,0.0,65.0,98.0
760,46,0,0.0,0.0,0.0,30.0,59.0
761,46,1,0.0,0.0,0.0,32.0,42.0
762,46,2,0.0,1.0,0.0,40.0,54.0
763,46,3,1.0,0.0,0.0,22.0,66.0
764,46,4,4.0,1.0,1.0,45.0,107.0
765,46,5,1.0,0.0,0.0,38.0,82.0
766,46,6,1.0,0.0,0.0,42.0,87.0
767,46,7,8.0,0.0,0.0,58.0,104.0
768,46,8,14.0,0.0,1.0,72.0,111.0
769,46,9,15.0,1.0,1.0,71.0,142.0
770,46,10,12.0,4.0,1.0,58.0,125.0
771,46,11,14.0,4.0,0.0,53.0,107.0
772,46,12,18.0,20.0,1.0,59.0,79.0
773,46,13,3.0,14.0,2.0,49.0,65.0
774,46,14,13.0,2.0,3.0,55.0,65.0
775,46,15,22.0,0.0,0.0,34.0,54.0
776,46,16,43.0,0.0,0.0,61.0,98.0
777,47,0,0.0,0.0,0.0,27.0,53.0
778,47,1,0.0,0.0,0.0,29.0,39.0
779,47,2,0.0,1.0,0.0,37.0,47.0
780,47,3,1.0,0.0,0.0,18.0,57.0
781,47,4,4.0,1.0,1.0,33.0,94.0
782,47,5,1.0,0.0,0.0,32.0,72.0
783,47,6,0.0,0.0,0.0,33.0,77.0
784,47,7,7.0,0.0,0.0,53.0,89.0
785,47,8,14.0,0.0,0.0,61.0,94.0
786,47,9,10.0,1.0,1.0,61.0,113.0
787,47,10,13.0,5.0,0.0,49.0,109.0
788,47,11,9.0,4.0,0.0,44.0,92.0
789,47,12,15.0,16.0,0.0,56.0,69.0
790,47,13,4.0,14.0,2.0,42.0,62.0
791,47,14,11.0,2.0,0.0,53.0,61.0
792,47,15,18.0,0.0,0.0,32.0,53.0
793,47,16,43.0,0.0,0.0,52.0,85.0
794,48,0,0.0,0.0,0.0,23.0,45.0
795,48,1,0.0,0.0,0.0,23.0,33.0
796,48,2,0.0,1.0,0.0,28.0,36.0
797,48,3,1.0,0.0,0.0,15.0,51.0
798,48,4,3.0,1.0,0.0,29.0,77.0
799,48,5,1.0,0.0,0.0,24.0,66.0
800,48,6,0.0,0.0,0.0,27.0,61.0
801,48,7,7.0,0.0,0.0,45.0,82.0
802,48,8,13.0,0.0,0.0,54.0,81.0
803,48,9,10.0,0.0,1.0,57.0,94.0
804,48,10,10.0,5.0,0.0,47.0,95.0
805,48,11,9.0,4.0,0.0,42.0,77.0
806,48,12,13.0,14.0,1.0,53.0,64.0
807,48,13,3.0,12.0,4.0,44.0,63.0
808,48,14,10.0,2.0,0.0,44.0,60.0
809,48,15,14.0,0.0,0.0,29.0,47.0
810,48,16,40.0,1.0,0.0,45.0,77.0
811,49,0,0.0,0.0,0.0,19.0,41.0
812,49,1,0.0,0.0,0.0,17.0,25.0
813,49,2,0.0,1.0,0.0,21.0,33.0
814,49,3,1.0,0.0,0.0,14.0,43.0
815,49,4,2.0,0.0,0.0,26.0,66.0
816,49,5,1.0,0.0,0.0,23.0,69.0
817,49,6,0.0,0.0,0.0,23.0,55.0
818,49,7,6.0,0.0,0.0,38.0,69.0
819,49,8,12.0,0.0,0.0,52.0,67.0
820,49,9,11.0,1.0,1.0,46.0,77.0
821,49,10,8.0,3.0,1.0,39.0,78.0
822,49,11,9.0,2.0,2.0,37.0,57.0
823,49,12,11.0,13.0,1.0,50.0,61.0
824,49,13,2.0,11.0,3.0,40.0,54.0
825,49,14,11.0,3.0,0.0,36.0,56.0
826,49,15,16.0,0.0,0.0,25.0,49.0
827,49,16,39.0,1.0,0.0,43.0,70.0
828,50,0,0.0,0.0,0.0,19.0,39.0
829,50,1,0.0,0.0,0.0,17.0,21.0
830,50,2,0.0,1.0,0.0,18.0,23.0
831,50,3,0.0,0.0,0.0,11.0,37.0
832,50,4,2.0,0.0,0.0,22.0,61.0
833,50,5,1.0,0.0,0.0,21.0,68.0
834,50,6,0.0,0.0,0.0,20.0,47.0
835,50,7,7.0,0.0,0.0,34.0,62.0
836,50,8,10.0,0.0,0.0,44.0,54.0
837,50,9,10.0,1.0,1.0,40.0,68.0
838,50,10,9.0,1.0,1.0,27.0,68.0
839,50,11,8.0,2.0,2.0,35.0,49.0
840,50,12,8.0,14.0,1.0,39.0,53.0
841,50,13,2.0,10.0,4.0,36.0,50.0
842,50,14,13.0,2.0,0.0,35.0,50.0
843,50,15,18.0,0.0,0.0,24.0,34.0
844,50,16,32.0,1.0,0.0,35.0,54.0
845,51,0,0.0,0.0,0.0,19.0,33.0
846,51,1,0.0,0.0,0.0,17.0,18.0
847,51,2,0.0,0.0,0.0,17.0,20.0
848,51,3,0.0,0.0,0.0,12.0,29.0
849,51,4,2.0,0.0,0.0,17.0,53.0
850,51,5,1.0,0.0,0.0,19.0,66.0
851,51,6,0.0,0.0,0.0,23.0,42.0
852,51,7,7.0,0.0,0.0,26.0,57.0
853,51,8,10.0,0.0,0.0,37.0,45.0
854,51,9,7.0,1.0,1.0,37.0,56.0
855,51,10,8.0,1.0,0.0,27.0,57.0
856,51,11,8.0,2.0,2.0,33.0,41.0
857,51,12,8.0,13.0,0.0,32.0,47.0
858,51,13,2.0,8.0,2.0,33.0,45.0
859,51,14,16.0,3.0,0.0,23.0,41.0
860,51,15,15.0,0.0,0.0,18.0,28.0
861,51,16,32.0,1.0,0.0,35.0,51.0
862,52,0,0.0,0.0,0.0,19.0,31.0
863,52,1,0.0,0.0,0.0,12.0,13.0
864,52,2,0.0,0.0,0.0,15.0,17.0
865,52,3,0.0,0.0,0.0,9.0,23.0
866,52,4,2.0,0.0,0.0,13.0,46.0
867,52,5,1.0,0.0,0.0,16.0,51.0
868,52,6,0.0,0.0,0.0,23.0,29.0
869,52,7,7.0,0.0,0.0,21.0,45.0
870,52,8,9.0,0.0,0.0,30.0,38.0
871,52,9,6.0,1.0,1.0,34.0,49.0
872,52,10,6.0,1.0,0.0,25.0,48.0
873,52,11,8.0,3.0,2.0,26.0,33.0
874,52,12,8.0,8.0,3.0,30.0,41.0
875,52,13,2.0,8.0,2.0,30.0,42.0
876,52,14,16.0,4.0,0.0,22.0,34.0
877,52,15,13.0,0.0,0.0,14.0,26.0
878,52,16,28.0,1.0,0.0,35.0,42.0
879,53,0,0.0,0.0,0.0,18.0,26.0
880,53,1,0.0,0.0,0.0,10.0,7.0
881,53,2,0.0,0.0,0.0,10.0,12.0
882,53,3,0.0,0.0,0.0,9.0,23.0
883,53,4,2.0,0.0,0.0,10.0,38.0
884,53,5,1.0,0.0,0.0,11.0,45.0
885,53,6,0.0,0.0,0.0,19.0,28.0
886,53,7,7.0,0.0,0.0,18.0,40.0
887,53,8,9.0,0.0,0.0,30.0,35.0
888,53,9,6.0,1.0,0.0,26.0,48.0
889,53,10,3.0,1.0,0.0,22.0,42.0
890,53,11,9.0,2.0,0.0,27.0,31.0
891,53,12,4.0,7.0,1.0,26.0,37.0
892,53,13,2.0,7.0,0.0,26.0,35.0
893,53,14,16.0,4.0,0.0,20.0,30.0
894,53,15,14.0,0.0,0.0,10.0,28.0
895,53,16,26.0,1.0,0.0,33.0,39.0
896,54,0,0.0,0.0,0.0,15.0,24.0
897,54,1,0.0,0.0,0.0,7.0,7.0
898,54,2,0.0,0.0,0.0,7.0,8.0
899,54,3,0.0,0.0,0.0,9.0,18.0
900,54,4,2.0,0.0,0.0,8.0,32.0
901,54,5,1.0,0.0,0.0,12.0,34.0
902,54,6,0.0,0.0,0.0,18.0,24.0
903,54,7,7.0,0.0,0.0,17.0,42.0
904,54,8,9.0,0.0,0.0,24.0,34.0
905,54,9,5.0,0.0,1.0,22.0,44.0
906,54,10,4.0,1.0,0.0,20.0,38.0
907,54,11,7.0,3.0,0.0,24.0,30.0
908,54,12,4.0,3.0,3.0,21.0,34.0
909,54,13,3.0,6.0,0.0,23.0,33.0
910,54,14,15.0,5.0,0.0,14.0,26.0
911,54,15,13.0,0.0,0.0,8.0,22.0
912,54,16,29.0,1.0,0.0,28.0,35.0
913,55,0,0.0,0.0,0.0,11.0,27.0
914,55,1,0.0,0.0,0.0,6.0,7.0
915,55,2,0.0,0.0,0.0,5.0,8.0
916,55,3,0.0,0.0,0.0,9.0,15.0
917,55,4,1.0,0.0,0.0,8.0,22.0
918,55,5,1.0,0.0,0.0,11.0,31.0
919,55,6,1.0,0.0,0.0,16.0,19.0
920,55,7,6.0,0.0,0.0,15.0,40.0
921,55,8,8.0,0.0,0.0,20.0,25.0
922,55,9,5.0,0.0,1.0,16.0,35.0
923,55,10,3.0,0.0,0.0,18.0,34.0
924,55,11,5.0,4.0,1.0,23.0,24.0
925,55,12,5.0,3.0,1.0,20.0,31.0
926,55,13,3.0,6.0,0.0,23.0,28.0
927,55,14,13.0,6.0,0.0,14.0,26.0
928,55,15,10.0,0.0,0.0,7.0,18.0
929,55,16,28.0,1.0,0.0,26.0,31.0
930,56,0,0.0,0.0,0.0,11.0,25.0
931,56,1,0.0,0.0,0.0,2.0,7.0
932,56,2,0.0,0.0,0.0,4.0,8.0
933,56,3,0.0,0.0,0.0,7.0,14.0
934,56,4,1.0,0.0,0.0,8.0,22.0
935,56,5,0.0,0.0,0.0,9.0,26.0
936,56,6,1.0,0.0,0.0,15.0,15.0
937,56,7,5.0,0.0,0.0,12.0,29.0
938,56,8,8.0,0.0,0.0,18.0,19.0
939,56,9,5.0,0.0,0.0,17.0,28.0
940,56,10,2.0,0.0,0.0,14.0,23.0
941,56,11,5.0,3.0,1.0,19.0,20.0
942,56,12,6.0,4.0,1.0,19.0,24.0
943,56,13,3.0,4.0,2.0,22.0,20.0
944,56,14,11.0,5.0,0.0,12.0,21.0
945,56,15,10.0,0.0,0.0,6.0,18.0
946,56,16,24.0,1.0,0.0,22.0,29.0
947,57,0,0.0,0.0,0.0,9.0,16.0
948,57,1,0.0,0.0,0.0,1.0,4.0
949,57,2,0.0,0.0,0.0,4.0,7.0
950,57,3,0.0,0.0,0.0,8.0,11.0
951,57,4,1.0,0.0,0.0,6.0,15.0
952,57,5,0.0,0.0,0.0,7.0,24.0
953,57,6,1.0,0.0,0.0,13.0,13.0
954,57,7,4.0,0.0,0.0,12.0,27.0
955,57,8,7.0,0.0,0.0,14.0,16.0
956,57,9,5.0,0.0,0.0,12.0,24.0
957,57,10,1.0,0.0,0.0,10.0,20.0
958,57,11,4.0,3.0,1.0,15.0,19.0
959,57,12,5.0,4.0,1.0,18.0,20.0
960,57,13,3.0,3.0,3.0,18.0,17.0
961,57,14,10.0,4.0,0.0,7.0,22.0
962,57,15,9.0,0.0,0.0,4.0,15.0
963,57,16,19.0,1.0,0.0,21.0,28.0
964,58,0,0.0,0.0,0.0,9.0,13.0
965,58,1,0.0,0.0,0.0,1.0,5.0
966,58,2,0.0,0.0,0.0,5.0,6.0
967,58,3,0.0,0.0,0.0,5.0,8.0
968,58,4,1.0,0.0,0.0,4.0,13.0
969,58,5,0.0,0.0,0.0,7.0,21.0
970,58,6,1.0,0.0,0.0,11.0,13.0
971,58,7,4.0,0.0,0.0,10.0,27.0
972,58,8,6.0,0.0,0.0,12.0,16.0
973,58,9,5.0,0.0,0.0,10.0,22.0
974,58,10,3.0,0.0,0.0,6.0,20.0
975,58,11,4.0,2.0,1.0,16.0,18.0
976,58,12,5.0,4.0,0.0,15.0,13.0
977,58,13,3.0,5.0,2.0,14.0,13.0
978,58,14,9.0,2.0,1.0,5.0,19.0
979,58,15,9.0,0.0,0.0,3.0,10.0
980,58,16,20.0,1.0,0.0,19.0,23.0
981,59,0,0.0,0.0,0.0,8.0,10.0
982,59,1,0.0,0.0,0.0,1.0,4.0
983,59,2,0.0,0.0,0.0,3.0,4.0
984,59,3,0.0,0.0,0.0,4.0,6.0
985,59,4,1.0,0.0,0.0,4.0,9.0
986,59,5,0.0,0.0,0.0,7.0,15.0
987,59,6,1.0,0.0,0.0,11.0,9.0
988,59,7,3.0,0.0,0.0,9.0,24.0
989,59,8,5.0,1.0,0.0,9.0,10.0
990,59,9,3.0,0.0,0.0,8.0,22.0
991,59,10,3.0,0.0,0.0,5.0,18.0
992,59,11,4.0,2.0,1.0,15.0,15.0
993,59,12,3.0,5.0,0.0,11.0,13.0
994,59,13,2.0,3.0,2.0,12.0,10.0
995,59,14,9.0,2.0,1.0,5.0,13.0
996,59,15,9.0,0.0,0.0,2.0,8.0
997,59,16,17.0,1.0,0.0,17.0,21.0
998,60,0,0.0,0.0,0.0,5.0,9.0
999,60,1,0.0,0.0,0.0,1.0,3.0
1000,60,2,0.0,0.0,0.0,2.0,2.0
1001,60,3,0.0,0.0,0.0,4.0,5.0
1002,60,4,1.0,0.0,0.0,3.0,8.0
1003,60,5,0.0,0.0,0.0,8.0,15.0
1004,60,6,1.0,0.0,0.0,10.0,10.0
1005,60,7,3.0,0.0,0.0,7.0,23.0
1006,60,8,5.0,1.0,0.0,9.0,10.0
1007,60,9,3.0,0.0,0.0,6.0,17.0
1008,60,10,3.0,0.0,0.0,5.0,12.0
1009,60,11,4.0,1.0,1.0,10.0,14.0
1010,60,12,3.0,4.0,1.0,9.0,13.0
1011,60,13,2.0,3.0,1.0,15.0,10.0
1012,60,14,9.0,2.0,0.0,4.0,11.0
1013,60,15,9.0,0.0,0.0,3.0,7.0
1014,60,16,13.0,0.0,1.0,18.0,18.0
1015,61,0,0.0,0.0,0.0,6.0,8.0
1016,61,1,0.0,0.0,0.0,1.0,2.0
1017,61,2,0.0,0.0,0.0,2.0,2.0
1018,61,3,0.0,0.0,0.0,4.0,5.0
1019,61,4,1.0,0.0,0.0,2.0,6.0
1020,61,5,0.0,0.0,0.0,6.0,12.0
1021,61,6,0.0,0.0,0.0,9.0,9.0
1022,61,7,4.0,0.0,0.0,4.0,20.0
1023,61,8,2.0,1.0,0.0,8.0,8.0
1024,61,9,2.0,0.0,0.0,4.0,15.0
1025,61,10,2.0,0.0,0.0,3.0,12.0
1026,61,11,4.0,1.0,1.0,10.0,12.0
1027,61,12,2.0,4.0,1.0,8.0,11.0
1028,61,13,1.0,4.0,0.0,12.0,10.0
1029,61,14,9.0,2.0,0.0,4.0,11.0
1030,61,15,9.0,0.0,0.0,3.0,6.0
1031,61,16,13.0,0.0,0.0,16.0,14.0
1032,62,0,0.0,0.0,0.0,4.0,6.0
1033,62,1,0.0,0.0,0.0,1.0,2.0
1034,62,2,0.0,0.0,0.0,1.0,3.0
1035,62,3,0.0,0.0,0.0,4.0,4.0
1036,62,4,1.0,0.0,0.0,2.0,5.0
1037,62,5,0.0,0.0,0.0,6.0,12.0
1038,62,6,0.0,0.0,0.0,10.0,7.0
1039,62,7,3.0,0.0,0.0,3.0,19.0
1040,62,8,1.0,1.0,0.0,6.0,5.0
1041,62,9,2.0,0.0,0.0,2.0,15.0
1042,62,10,2.0,0.0,0.0,4.0,10.0
1043,62,11,3.0,2.0,0.0,8.0,9.0
1044,62,12,2.0,4.0,1.0,7.0,10.0
1045,62,13,1.0,4.0,0.0,11.0,8.0
1046,62,14,9.0,1.0,1.0,5.0,13.0
1047,62,15,7.0,0.0,0.0,4.0,5.0
1048,62,16,11.0,0.0,0.0,13.0,12.0
1049,63,0,0.0,0.0,0.0,3.0,4.0
1050,63,1,0.0,0.0,0.0,1.0,1.0
1051,63,2,0.0,0.0,0.0,1.0,2.0
1052,63,3,0.0,0.0,0.0,3.0,2.0
1053,63,4,1.0,0.0,0.0,4.0,3.0
1054,63,5,0.0,0.0,0.0,6.0,9.0
1055,63,6,0.0,0.0,0.0,7.0,6.0
1056,63,7,2.0,0.0,0.0,2.0,17.0
1057,63,8,1.0,1.0,0.0,6.0,4.0
1058,63,9,2.0,0.0,0.0,2.0,13.0
1059,63,10,0.0,0.0,0.0,3.0,11.0
1060,63,11,3.0,1.0,0.0,7.0,7.0
1061,63,12,3.0,2.0,1.0,4.0,9.0
1062,63,13,2.0,3.0,0.0,9.0,7.0
1063,63,14,8.0,1.0,0.0,5.0,14.0
1064,63,15,6.0,0.0,0.0,5.0,5.0
1065,63,16,10.0,0.0,0.0,10.0,10.0
1066,64,0,0.0,0.0,0.0,2.0,3.0
1067,64,1,0.0,0.0,0.0,1.0,1.0
1068,64,2,0.0,0.0,0.0,0.0,2.0
1069,64,3,0.0,0.0,0.0,3.0,2.0
1070,64,4,1.0,0.0,0.0,4.0,4.0
1071,64,5,0.0,0.0,0.0,6.0,8.0
1072,64,6,0.0,0.0,0.0,5.0,4.0
1073,64,7,2.0,0.0,0.0,1.0,11.0
1074,64,8,0.0,1.0,0.0,5.0,6.0
1075,64,9,0.0,0.0,0.0,1.0,13.0
1076,64,10,0.0,0.0,0.0,3.0,9.0
1077,64,11,3.0,1.0,0.0,5.0,7.0
1078,64,12,2.0,2.0,1.0,5.0,8.0
1079,64,13,1.0,3.0,0.0,9.0,5.0
1080,64,14,8.0,1.0,0.0,4.0,12.0
1081,64,15,6.0,0.0,0.0,2.0,5.0
1082,64,16,10.0,0.0,0.0,9.0,8.0
1083,65,0,0.0,0.0,0.0,1.0,3.0
1084,65,1,0.0,0.0,0.0,1.0,1.0
1085,65,2,0.0,0.0,0.0,0.0,1.0
1086,65,3,0.0,0.0,0.0,3.0,1.0
1087,65,4,1.0,0.0,0.0,4.0,5.0
1088,65,5,0.0,0.0,0.0,6.0,6.0
1089,65,6,0.0,0.0,0.0,3.0,1.0
1090,65,7,2.0,0.0,0.0,2.0,11.0
1091,65,8,0.0,1.0,0.0,3.0,4.0
1092,65,9,0.0,0.0,0.0,1.0,10.0
1093,65,10,0.0,0.0,0.0,2.0,8.0
1094,65,11,3.0,1.0,0.0,4.0,6.0
1095,65,12,3.0,2.0,1.0,3.0,7.0
1096,65,13,1.0,3.0,0.0,8.0,5.0
1097,65,14,7.0,1.0,0.0,4.0,14.0
1098,65,15,5.0,0.0,0.0,3.0,4.0
1099,65,16,10.0,0.0,0.0,6.0,6.0
1100,66,0,0.0,0.0,0.0,1.0,3.0
1101,66,2,0.0,0.0,0.0,0.0,1.0
1102,66,3,0.0,0.0,0.0,3.0,1.0
1103,66,4,1.0,0.0,0.0,3.0,5.0
1104,66,5,0.0,0.0,0.0,5.0,5.0
1105,66,6,0.0,0.0,0.0,3.0,1.0
1106,66,7,2.0,0.0,0.0,2.0,7.0
1107,66,8,1.0,1.0,0.0,1.0,5.0
1108,66,9,0.0,0.0,0.0,0.0,10.0
1109,66,10,0.0,0.0,0.0,3.0,6.0
1110,66,11,3.0,1.0,0.0,3.0,4.0
1111,66,12,1.0,3.0,0.0,3.0,8.0
1112,66,13,1.0,2.0,0.0,7.0,4.0
1113,66,14,7.0,0.0,0.0,3.0,11.0
1114,66,15,5.0,0.0,0.0,3.0,2.0
1115,66,16,8.0,0.0,0.0,4.0,4.0
1116,67,0,0.0,0.0,0.0,1.0,4.0
1117,67,2,0.0,0.0,0.0,0.0,1.0
1118,67,3,0.0,0.0,0.0,2.0,1.0
1119,67,4,1.0,0.0,0.0,5.0,4.0
1120,67,5,0.0,0.0,0.0,4.0,7.0
1121,67,6,0.0,0.0,0.0,3.0,2.0
1122,67,7,2.0,0.0,0.0,2.0,6.0
1123,67,8,1.0,1.0,0.0,1.0,4.0
1124,67,9,0.0,0.0,0.0,0.0,7.0
1125,67,10,0.0,0.0,0.0,3.0,4.0
1126,67,11,3.0,1.0,0.0,2.0,5.0
1127,67,12,1.0,3.0,0.0,2.0,7.0
1128,67,13,1.0,1.0,0.0,6.0,1.0
1129,67,14,5.0,0.0,0.0,4.0,11.0
1130,67,15,5.0,0.0,0.0,3.0,4.0
1131,67,16,6.0,0.0,0.0,5.0,4.0
1132,68,0,0.0,0.0,0.0,0.0,4.0
1133,68,1,0.0,0.0,0.0,0.0,1.0
1134,68,2,0.0,0.0,0.0,0.0,1.0
1135,68,3,0.0,0.0,0.0,2.0,1.0
1136,68,4,1.0,0.0,0.0,5.0,2.0
1137,68,5,0.0,0.0,0.0,3.0,5.0
1138,68,6,0.0,0.0,0.0,2.0,1.0
1139,68,7,2.0,0.0,0.0,2.0,6.0
1140,68,8,1.0,0.0,1.0,1.0,2.0
1141,68,9,0.0,0.0,0.0,0.0,6.0
1142,68,10,0.0,0.0,0.0,3.0,2.0
1143,68,11,3.0,1.0,0.0,2.0,2.0
1144,68,12,1.0,3.0,0.0,2.0,5.0
1145,68,13,0.0,2.0,0.0,5.0,1.0
1146,68,14,5.0,0.0,0.0,4.0,9.0
1147,68,15,4.0,0.0,0.0,2.0,3.0
1148,68,16,6.0,0.0,0.0,3.0,4.0
1149,69,0,0.0,0.0,0.0,0.0,4.0
1150,69,2,0.0,0.0,0.0,0.0,1.0
1151,69,3,0.0,0.0,0.0,1.0,1.0
1152,69,4,1.0,0.0,0.0,5.0,2.0
1153,69,5,0.0,0.0,0.0,3.0,5.0
1154,69,6,0.0,0.0,0.0,1.0,1.0
1155,69,7,2.0,0.0,0.0,1.0,5.0
1156,69,8,1.0,0.0,1.0,1.0,2.0
1157,69,9,0.0,0.0,0.0,0.0,4.0
1158,69,10,0.0,0.0,0.0,4.0,2.0
1159,69,11,2.0,1.0,0.0,1.0,1.0
1160,69,12,1.0,1.0,0.0,2.0,5.0
1161,69,13,0.0,2.0,0.0,3.0,1.0
1162,69,14,3.0,0.0,0.0,4.0,5.0
1163,69,15,4.0,0.0,0.0,2.0,3.0
1164,69,16,5.0,0.0,0.0,3.0,4.0
1165,70,0,0.0,0.0,0.0,0.0,3.0
1166,70,2,0.0,0.0,0.0,0.0,1.0
1167,70,3,0.0,0.0,0.0,1.0,1.0
1168,70,4,1.0,0.0,0.0,3.0,2.0
1169,70,5,0.0,0.0,0.0,4.0,4.0
1170,70,6,0.0,0.0,0.0,0.0,1.0
1171,70,7,1.0,0.0,0.0,1.0,4.0
1172,70,8,1.0,0.0,1.0,2.0,2.0
1173,70,9,0.0,0.0,0.0,0.0,4.0
1174,70,10,0.0,0.0,0.0,4.0,1.0
1175,70,11,2.0,1.0,0.0,0.0,1.0
1176,70,12,1.0,1.0,0.0,1.0,3.0
1177,70,13,0.0,2.0,0.0,3.0,1.0
1178,70,14,3.0,0.0,0.0,4.0,4.0
1179,70,15,4.0,0.0,0.0,2.0,4.0
1180,70,16,5.0,0.0,0.0,2.0,3.0
1181,71,0,0.0,0.0,0.0,0.0,3.0
1182,71,3,0.0,0.0,0.0,1.0,1.0
1183,71,4,1.0,0.0,0.0,2.0,2.0
1184,71,5,0.0,0.0,0.0,2.0,4.0
1185,71,6,0.0,0.0,0.0,0.0,1.0
1186,71,7,1.0,0.0,0.0,1.0,4.0
1187,71,8,1.0,0.0,1.0,2.0,1.0
1188,71,9,0.0,0.0,0.0,0.0,3.0
1189,71,10,0.0,0.0,0.0,3.0,0.0
1190,71,11,2.0,1.0,0.0,1.0,1.0
1191,71,12,1.0,1.0,0.0,0.0,2.0
1192,71,13,0.0,1.0,1.0,2.0,1.0
1193,71,14,2.0,0.0,0.0,5.0,4.0
1194,71,15,3.0,0.0,0.0,2.0,4.0
1195,71,16,1.0,0.0,0.0,2.0,3.0
1196,72,0,0.0,0.0,0.0,1.0,3.0
1197,72,3,0.0,0.0,0.0,1.0,1.0
1198,72,4,0.0,0.0,0.0,2.0,1.0
1199,72,5,0.0,0.0,0.0,3.0,2.0
1200,72,6,0.0,0.0,0.0,0.0,1.0
1201,72,7,0.0,0.0,0.0,1.0,4.0
1202,72,8,2.0,0.0,1.0,1.0,1.0
1203,72,9,0.0,0.0,0.0,0.0,3.0
1204,72,10,0.0,0.0,0.0,3.0,0.0
1205,72,11,2.0,1.0,0.0,1.0,2.0
1206,72,12,1.0,1.0,0.0,0.0,2.0
1207,72,13,0.0,0.0,1.0,1.0,1.0
1208,72,14,2.0,0.0,0.0,4.0,4.0
1209,72,15,2.0,0.0,0.0,1.0,4.0
1210,72,16,1.0,0.0,0.0,3.0,2.0
1211,73,0,0.0,0.0,0.0,2.0,3.0
1212,73,3,0.0,0.0,0.0,0.0,1.0
1213,73,4,0.0,0.0,0.0,2.0,1.0
1214,73,5,0.0,0.0,0.0,2.0,1.0
1215,73,6,0.0,0.0,0.0,0.0,1.0
1216,73,7,0.0,0.0,0.0,2.0,3.0
1217,73,8,1.0,0.0,0.0,1.0,1.0
1218,73,9,0.0,0.0,0.0,0.0,2.0
1219,73,10,0.0,0.0,0.0,2.0,0.0
1220,73,11,2.0,1.0,0.0,1.0,2.0
1221,73,12,1.0,1.0,0.0,0.0,1.0
1222,73,13,0.0,0.0,0.0,1.0,1.0
1223,73,14,2.0,0.0,0.0,4.0,3.0
1224,73,15,2.0,0.0,0.0,1.0,3.0
1225,73,16,1.0,0.0,0.0,3.0,2.0
1226,74,0,0.0,0.0,0.0,2.0,3.0
1227,74,3,0.0,0.0,0.0,0.0,1.0
1228,74,4,0.0,0.0,0.0,2.0,1.0
1229,74,5,1.0,0.0,0.0,1.0,1.0
