pop_size,sim_time
1000,1.3621509075164795
2000,1.759084939956665
4000,2.7412021160125732
8000,4.462514162063599
10000,5.569050550460815
20000,13.396618127822876
40000,29.9567813873291
80000,84.30460596084595
100000,143.66826152801514
200000,441.5548815727234
