pop_size,sim_time
0.0453183650970459,1000
1.8946428298950195,2000
2.649035930633545,4000
5.135862588882446,8000
6.1624755859375,10000
13.22335171699524,20000
32.21408700942993,40000
114.90960240364075,80000
156.93354105949402,100000
508.35627365112305,200000
