id,age,location_x,location_y,kw_or_chr
0.0.0.0,24,-5.366204166666666,36.15046283333333,X
0.1.0.0,6,-5.366204166666666,36.15046283333333,X
0.1.0.1,27,-5.366204166666666,36.15046283333333,W
0.1.0.2,29,-5.366204166666666,36.15046283333333,W
0.2.0.0,68,-5.366204166666666,36.15046283333333,C
0.3.0.0,82,-5.366204166666666,36.15046283333333,C
0.7.0.0,73,-5.366204166666666,36.15046283333333,C
0.7.1.0,64,-5.366204166666666,36.15046283333333,X
0.8.0.0,30,-5.366204166666666,36.15046283333333,W
0.9.0.0,82,-5.366204166666666,36.15046283333333,C
0.11.0.0,45,-5.366204166666666,36.15046283333333,W
0.11.0.1,49,-5.366204166666666,36.15046283333333,W
0.11.1.0,51,-5.366204166666666,36.15046283333333,W
0.12.0.0,59,-5.366204166666666,36.15046283333333,W
0.12.0.1,55,-5.366204166666666,36.15046283333333,W
0.17.0.0,26,-5.366204166666666,36.15046283333333,W
0.18.0.0,81,-5.366204166666666,36.15046283333333,C
0.20.0.0,76,-5.366204166666666,36.15046283333333,C
0.23.0.0,28,-5.366204166666666,36.15046283333333,W
0.24.0.0,59,-5.366204166666666,36.15046283333333,W
0.25.0.0,84,-5.366204166666666,36.15046283333333,C
0.25.1.0,56,-5.366204166666666,36.15046283333333,W
0.27.0.0,49,-5.366204166666666,36.15046283333333,W
0.28.0.0,22,-5.366204166666666,36.15046283333333,X
0.30.0.0,57,-5.366204166666666,36.15046283333333,W
0.33.0.0,4,-5.366204166666666,36.15046283333333,X
0.33.0.1,27,-5.366204166666666,36.15046283333333,W
0.33.0.2,28,-5.366204166666666,36.15046283333333,W
0.34.0.0,10,-5.366204166666666,36.15046283333333,X
0.34.0.1,52,-5.366204166666666,36.15046283333333,W
0.34.0.2,52,-5.366204166666666,36.15046283333333,W
0.35.0.0,13,-5.366204166666666,36.15046283333333,X
0.35.0.1,52,-5.366204166666666,36.15046283333333,W
0.38.0.0,45,-5.366204166666666,36.15046283333333,W
0.39.0.0,79,-5.366204166666666,36.15046283333333,C
0.41.0.0,75,-5.366204166666666,36.15046283333333,C
0.43.0.0,73,-5.366204166666666,36.15046283333333,C
0.43.0.1,71,-5.366204166666666,36.15046283333333,C
0.43.1.0,57,-5.366204166666666,36.15046283333333,W
0.45.0.0,56,-5.366204166666666,36.15046283333333,W
0.46.0.0,71,-5.366204166666666,36.15046283333333,C
0.47.0.0,77,-5.366204166666666,36.15046283333333,C
0.48.0.0,20,-5.366204166666666,36.15046283333333,X
0.50.0.0,12,-5.366204166666666,36.15046283333333,X
0.50.0.1,37,-5.366204166666666,36.15046283333333,W
0.50.0.2,35,-5.366204166666666,36.15046283333333,W
0.50.1.0,52,-5.366204166666666,36.15046283333333,W
0.51.0.0,61,-5.366204166666666,36.15046283333333,W
0.51.0.1,61,-5.366204166666666,36.15046283333333,W
0.52.0.0,45,-5.366204166666666,36.15046283333333,W
0.52.0.1,45,-5.366204166666666,36.15046283333333,W
0.52.1.0,69,-5.366204166666666,36.15046283333333,C
0.53.0.0,25,-5.366204166666666,36.15046283333333,W
0.53.1.0,55,-5.366204166666666,36.15046283333333,W
0.54.0.0,80,-5.366204166666666,36.15046283333333,C
0.55.0.0,33,-5.366204166666666,36.15046283333333,W
0.55.0.1,36,-5.366204166666666,36.15046283333333,W
0.60.0.0,56,-5.366204166666666,36.15046283333333,W
0.62.0.0,69,-5.366204166666666,36.15046283333333,C
0.62.1.0,64,-5.366204166666666,36.15046283333333,X
0.63.0.0,38,-5.366204166666666,36.15046283333333,W
0.65.0.0,19,-5.366204166666666,36.15046283333333,X
0.67.0.0,69,-5.366204166666666,36.15046283333333,C
0.67.1.0,69,-5.366204166666666,36.15046283333333,C
0.69.0.0,1,-5.366204166666666,36.15046283333333,X
0.69.0.1,40,-5.366204166666666,36.15046283333333,W
0.69.0.2,39,-5.366204166666666,36.15046283333333,W
0.69.1.0,33,-5.366204166666666,36.15046283333333,W
0.70.0.0,81,-5.366204166666666,36.15046283333333,C
0.70.0.1,84,-5.366204166666666,36.15046283333333,C
0.73.0.0,53,-5.366204166666666,36.15046283333333,W
0.73.0.1,48,-5.366204166666666,36.15046283333333,W
0.74.0.0,67,-5.366204166666666,36.15046283333333,C
0.74.0.1,64,-5.366204166666666,36.15046283333333,X
0.75.0.0,34,-5.366204166666666,36.15046283333333,W
0.75.0.1,39,-5.366204166666666,36.15046283333333,W
0.76.0.0,58,-5.366204166666666,36.15046283333333,W
0.76.0.1,57,-5.366204166666666,36.15046283333333,W
0.78.0.0,72,-5.366204166666666,36.15046283333333,C
0.79.0.0,57,-5.366204166666666,36.15046283333333,W
0.79.0.1,61,-5.366204166666666,36.15046283333333,W
1.0.0.0,3,-5.357870166666666,36.15046283333333,X
1.0.0.1,40,-5.357870166666666,36.15046283333333,X
1.0.0.2,38,-5.357870166666666,36.15046283333333,X
1.0.1.0,8,-5.357870166666666,36.15046283333333,X
1.0.1.1,40,-5.357870166666666,36.15046283333333,X
