cell,microcell,location_x,location_y,household_number,place_number,Susceptible
15,8,6.05000000000001,50.15,3,5,7
16,0,6.05833333333334,50.15,2,4,4
16,1,6.05833333333334,50.15,2,2,4
16,2,6.05833333333334,50.15,3,8,5
16,3,6.05833333333334,50.15,3,4,7
16,4,6.05833333333334,50.15,2,10,4
16,5,6.05833333333334,50.15,1,4,2
16,6,6.05833333333334,50.15,1,5,1
16,7,6.05833333333334,50.15,3,10,5
16,8,6.05833333333334,50.15,2,3,4
17,0,6.06666666666668,50.15,6,4,13
17,1,6.06666666666668,50.15,5,5,10
17,2,6.06666666666668,50.15,6,10,13
17,3,6.06666666666668,50.15,3,4,7
17,4,6.06666666666668,50.15,5,2,10
17,5,6.06666666666668,50.15,5,3,12
17,6,6.06666666666668,50.15,7,5,15
17,7,6.06666666666668,50.15,5,8,12
17,8,6.06666666666668,50.15,5,4,10
18,0,6.07500000000001,50.15,2,4,3
18,1,6.07500000000001,50.15,3,6,7
18,2,6.07500000000001,50.15,2,8,4
18,3,6.07500000000001,50.15,1,3,2
18,4,6.07500000000001,50.15,5,3,10
18,5,6.07500000000001,50.15,3,5,7
18,6,6.07500000000001,50.15,3,11,6
18,7,6.07500000000001,50.15,0,7,0
18,8,6.07500000000001,50.15,3,4,5
19,0,6.09166666666668,50.15,1,5,1
19,1,6.09166666666668,50.15,1,8,1
19,2,6.09166666666668,50.15,0,3,0
19,3,6.09166666666668,50.15,0,3,0
19,4,6.09166666666668,50.15,0,6,0
19,5,6.09166666666668,50.15,1,2,1
19,6,6.09166666666668,50.15,1,7,1
19,7,6.09166666666668,50.15,0,5,0
19,8,6.09166666666668,50.15,0,5,0
20,0,5.97500000000001,50.1416666666667,0,6,0
20,1,5.97500000000001,50.1416666666667,0,1,0
20,2,5.97500000000001,50.1416666666667,0,10,0
20,3,5.97500000000001,50.1416666666667,0,2,0
20,4,5.97500000000001,50.1416666666667,0,5,0
20,5,5.97500000000001,50.1416666666667,0,4,0
20,6,5.97500000000001,50.1416666666667,0,5,0
20,7,5.97500000000001,50.1416666666667,0,4,0
20,8,5.97500000000001,50.1416666666667,0,5,0
21,0,5.98333333333334,50.1416666666667,0,3,0
21,1,5.98333333333334,50.1416666666667,2,1,3
21,2,5.98333333333334,50.1416666666667,0,5,0
21,3,5.98333333333334,50.1416666666667,0,4,0
21,4,5.98333333333334,50.1416666666667,0,7,0
21,5,5.98333333333334,50.1416666666667,1,7,1
21,6,5.98333333333334,50.1416666666667,0,2,0
21,7,5.98333333333334,50.1416666666667,1,5,1
21,8,5.98333333333334,50.1416666666667,0,6,0
22,0,5.99166666666668,50.1416666666667,1,4,2
22,1,5.99166666666668,50.1416666666667,0,2,0
22,2,5.99166666666668,50.1416666666667,0,7,0
22,3,5.99166666666668,50.1416666666667,0,9,0
22,4,5.99166666666668,50.1416666666667,0,6,0
22,5,5.99166666666668,50.1416666666667,0,5,0
22,6,5.99166666666668,50.1416666666667,0,6,0
22,7,5.99166666666668,50.1416666666667,0,5,0
22,8,5.99166666666668,50.1416666666667,0,5,0
23,0,6.00833333333334,50.1416666666667,1,2,1
23,1,6.00833333333334,50.1416666666667,2,8,3
23,2,6.00833333333334,50.1416666666667,1,4,2
23,3,6.00833333333334,50.1416666666667,3,5,5
23,4,6.00833333333334,50.1416666666667,2,3,3
23,5,6.00833333333334,50.1416666666667,1,7,2
23,6,6.00833333333334,50.1416666666667,2,2,4
23,7,6.00833333333334,50.1416666666667,1,5,2
23,8,6.00833333333334,50.1416666666667,2,10,4
24,0,6.01666666666668,50.1416666666667,12,7,29
24,1,6.01666666666668,50.1416666666667,10,10,23
24,2,6.01666666666668,50.1416666666667,10,1,23
24,3,6.01666666666668,50.1416666666667,8,5,18
24,4,6.01666666666668,50.1416666666667,10,3,23
24,5,6.01666666666668,50.1416666666667,9,8,20
24,6,6.01666666666668,50.1416666666667,10,7,23
24,7,6.01666666666668,50.1416666666667,10,3,24
24,8,6.01666666666668,50.1416666666667,7,1,17
25,0,6.02500000000001,50.1416666666667,4,5,8
25,1,6.02500000000001,50.1416666666667,2,4,3
25,2,6.02500000000001,50.1416666666667,4,5,8
25,3,6.02500000000001,50.1416666666667,1,6,2
25,4,6.02500000000001,50.1416666666667,4,8,8
25,5,6.02500000000001,50.1416666666667,2,7,3
25,6,6.02500000000001,50.1416666666667,1,5,2
25,7,6.02500000000001,50.1416666666667,3,4,6
25,8,6.02500000000001,50.1416666666667,3,6,6
26,0,6.05833333333334,50.1416666666667,5,3,11
26,1,6.05833333333334,50.1416666666667,1,2,2
26,2,6.05833333333334,50.1416666666667,3,4,6
26,3,6.05833333333334,50.1416666666667,2,2,4
26,4,6.05833333333334,50.1416666666667,2,7,4
26,5,6.05833333333334,50.1416666666667,3,6,6
26,6,6.05833333333334,50.1416666666667,3,6,6
26,7,6.05833333333334,50.1416666666667,1,7,1
26,8,6.05833333333334,50.1416666666667,3,7,7
27,0,6.06666666666668,50.1416666666667,11,4,26
27,1,6.06666666666668,50.1416666666667,7,8,17
27,2,6.06666666666668,50.1416666666667,11,8,27
27,3,6.06666666666668,50.1416666666667,11,2,25
27,4,6.06666666666668,50.1416666666667,10,8,24
27,5,6.06666666666668,50.1416666666667,6,5,14
27,6,6.06666666666668,50.1416666666667,9,2,21
27,7,6.06666666666668,50.1416666666667,11,6,27
27,8,6.06666666666668,50.1416666666667,9,3,22
28,0,6.07500000000001,50.1416666666667,16,5,38
28,1,6.07500000000001,50.1416666666667,17,5,41
28,2,6.07500000000001,50.1416666666667,12,2,28
28,3,6.07500000000001,50.1416666666667,13,4,31
28,4,6.07500000000001,50.1416666666667,15,1,37
28,5,6.07500000000001,50.1416666666667,17,8,40
28,6,6.07500000000001,50.1416666666667,15,5,37
28,7,6.07500000000001,50.1416666666667,13,9,31
28,8,6.07500000000001,50.1416666666667,14,5,33
29,0,6.08333333333334,50.1416666666667,2,2,3
29,1,6.08333333333334,50.1416666666667,1,2,2
29,2,6.08333333333334,50.1416666666667,1,3,1
29,3,6.08333333333334,50.1416666666667,0,5,0
29,4,6.08333333333334,50.1416666666667,1,4,2
29,5,6.08333333333334,50.1416666666667,0,5,0
29,6,6.08333333333334,50.1416666666667,2,5,3
29,7,6.08333333333334,50.1416666666667,1,5,1
29,8,6.08333333333334,50.1416666666667,1,7,2
30,0,6.09166666666668,50.1416666666667,0,6,0
30,1,6.09166666666668,50.1416666666667,0,8,0
30,2,6.09166666666668,50.1416666666667,0,10,0
30,3,6.09166666666668,50.1416666666667,0,4,0
30,4,6.09166666666668,50.1416666666667,0,8,0
30,5,6.09166666666668,50.1416666666667,0,5,0
30,6,6.09166666666668,50.1416666666667,0,5,0
30,7,6.09166666666668,50.1416666666667,0,5,0
30,8,6.09166666666668,50.1416666666667,0,2,0
31,0,5.99166666666668,50.1333333333333,3,8,5
31,1,5.99166666666668,50.1333333333333,1,2,1
31,2,5.99166666666668,50.1333333333333,3,5,5
31,3,5.99166666666668,50.1333333333333,1,5,2
31,4,5.99166666666668,50.1333333333333,3,5,7
31,5,5.99166666666668,50.1333333333333,1,5,2
31,6,5.99166666666668,50.1333333333333,1,4,2
31,7,5.99166666666668,50.1333333333333,3,9,5
31,8,5.99166666666668,50.1333333333333,1,6,2
32,0,6.00000000000001,50.1333333333333,20,7,49
32,1,6.00000000000001,50.1333333333333,14,4,34
32,2,6.00000000000001,50.1333333333333,18,4,43
32,3,6.00000000000001,50.1333333333333,17,4,40
32,4,6.00000000000001,50.1333333333333,18,2,44
32,5,6.00000000000001,50.1333333333333,14,6,33
32,6,6.00000000000001,50.1333333333333,17,6,42
32,7,6.00000000000001,50.1333333333333,19,6,45
32,8,6.00000000000001,50.1333333333333,20,4,48
33,0,6.00833333333334,50.1333333333333,6,3,13
33,1,6.00833333333334,50.1333333333333,6,7,14
33,2,6.00833333333334,50.1333333333333,9,5,20
33,3,6.00833333333334,50.1333333333333,7,3,16
33,4,6.00833333333334,50.1333333333333,7,4,16
33,5,6.00833333333334,50.1333333333333,5,7,12
33,6,6.00833333333334,50.1333333333333,9,5,21
33,7,6.00833333333334,50.1333333333333,6,7,14
33,8,6.00833333333334,50.1333333333333,7,8,17
34,0,6.01666666666668,50.1333333333333,2,5,4
34,1,6.01666666666668,50.1333333333333,1,8,2
34,2,6.01666666666668,50.1333333333333,3,4,5
34,3,6.01666666666668,50.1333333333333,3,6,5
34,4,6.01666666666668,50.1333333333333,1,8,2
34,5,6.01666666666668,50.1333333333333,3,6,6
34,6,6.01666666666668,50.1333333333333,0,3,0
34,7,6.01666666666668,50.1333333333333,2,8,3
34,8,6.01666666666668,50.1333333333333,1,4,1
35,0,6.04166666666668,50.1333333333333,1,2,1
35,1,6.04166666666668,50.1333333333333,0,10,0
35,2,6.04166666666668,50.1333333333333,0,6,0
35,3,6.04166666666668,50.1333333333333,0,4,0
35,4,6.04166666666668,50.1333333333333,0,5,0
35,5,6.04166666666668,50.1333333333333,0,6,0
35,6,6.04166666666668,50.1333333333333,0,4,0
35,7,6.04166666666668,50.1333333333333,1,5,1
35,8,6.04166666666668,50.1333333333333,0,6,0
36,0,6.05833333333334,50.1333333333333,0,5,0
36,1,6.05833333333334,50.1333333333333,0,7,0
36,2,6.05833333333334,50.1333333333333,0,8,0
36,3,6.05833333333334,50.1333333333333,0,4,0
36,4,6.05833333333334,50.1333333333333,0,7,0
36,5,6.05833333333334,50.1333333333333,1,3,1
36,6,6.05833333333334,50.1333333333333,0,4,0
36,7,6.05833333333334,50.1333333333333,0,4,0
36,8,6.05833333333334,50.1333333333333,0,0,0
37,0,6.06666666666668,50.1333333333333,0,4,0
37,1,6.06666666666668,50.1333333333333,0,5,0
37,2,6.06666666666668,50.1333333333333,0,4,0
37,3,6.06666666666668,50.1333333333333,0,8,0
37,4,6.06666666666668,50.1333333333333,1,3,1
37,5,6.06666666666668,50.1333333333333,1,5,2
37,6,6.06666666666668,50.1333333333333,1,3,1
37,7,6.06666666666668,50.1333333333333,0,5,0
37,8,6.06666666666668,50.1333333333333,1,1,1
38,0,6.07500000000001,50.1333333333333,3,2,5
38,1,6.07500000000001,50.1333333333333,3,4,7
38,2,6.07500000000001,50.1333333333333,2,6,4
38,3,6.07500000000001,50.1333333333333,3,7,5
38,4,6.07500000000001,50.1333333333333,2,9,4
38,5,6.07500000000001,50.1333333333333,1,4,1
38,6,6.07500000000001,50.1333333333333,3,1,6
38,7,6.07500000000001,50.1333333333333,2,4,4
38,8,6.07500000000001,50.1333333333333,1,6,1
39,0,6.08333333333334,50.1333333333333,0,2,0
39,1,6.08333333333334,50.1333333333333,0,2,0
39,2,6.08333333333334,50.1333333333333,0,6,0
39,3,6.08333333333334,50.1333333333333,0,8,0
39,4,6.08333333333334,50.1333333333333,0,7,0
39,5,6.08333333333334,50.1333333333333,1,2,2
39,6,6.08333333333334,50.1333333333333,0,6,0
39,7,6.08333333333334,50.1333333333333,0,9,0
39,8,6.08333333333334,50.1333333333333,0,3,0
40,0,5.96666666666668,50.125,0,6,0
40,1,5.96666666666668,50.125,1,7,1
40,2,5.96666666666668,50.125,0,6,0
40,3,5.96666666666668,50.125,0,10,0
40,4,5.96666666666668,50.125,0,5,0
40,5,5.96666666666668,50.125,0,5,0
40,6,5.96666666666668,50.125,0,5,0
40,7,5.96666666666668,50.125,0,5,0
40,8,5.96666666666668,50.125,0,4,0
41,0,5.97500000000001,50.125,3,4,7
41,1,5.97500000000001,50.125,3,3,7
41,2,5.97500000000001,50.125,3,3,6
41,3,5.97500000000001,50.125,2,4,3
41,4,5.97500000000001,50.125,3,3,7
41,5,5.97500000000001,50.125,3,4,6
41,6,5.97500000000001,50.125,3,8,5
41,7,5.97500000000001,50.125,2,5,3
41,8,5.97500000000001,50.125,3,4,6
42,0,5.98333333333334,50.125,8,4,19
42,1,5.98333333333334,50.125,9,2,20
42,2,5.98333333333334,50.125,8,2,19
42,3,5.98333333333334,50.125,7,3,16
42,4,5.98333333333334,50.125,7,3,16
42,5,5.98333333333334,50.125,5,8,12
42,6,5.98333333333334,50.125,9,6,20
42,7,5.98333333333334,50.125,7,0,17
42,8,5.98333333333334,50.125,6,8,14
43,0,5.99166666666668,50.125,19,6,47
43,1,5.99166666666668,50.125,16,6,38
43,2,5.99166666666668,50.125,14,3,33
43,3,5.99166666666668,50.125,17,4,42
43,4,5.99166666666668,50.125,20,2,48
43,5,5.99166666666668,50.125,19,4,46
43,6,5.99166666666668,50.125,13,1,30
43,7,5.99166666666668,50.125,18,9,43
43,8,5.99166666666668,50.125,17,3,40
44,0,6.00000000000001,50.125,25,5,60
44,1,6.00000000000001,50.125,21,8,52
44,2,6.00000000000001,50.125,19,5,46
44,3,6.00000000000001,50.125,26,7,63
44,4,6.00000000000001,50.125,22,4,53
44,5,6.00000000000001,50.125,18,1,44
44,6,6.00000000000001,50.125,25,5,62
44,7,6.00000000000001,50.125,20,4,48
44,8,6.00000000000001,50.125,23,3,57
45,0,6.00833333333334,50.125,1,9,2
45,1,6.00833333333334,50.125,1,4,1
45,2,6.00833333333334,50.125,0,9,0
45,3,6.00833333333334,50.125,2,6,4
45,4,6.00833333333334,50.125,3,1,6
45,5,6.00833333333334,50.125,2,6,3
45,6,6.00833333333334,50.125,1,2,2
45,7,6.00833333333334,50.125,1,4,2
45,8,6.00833333333334,50.125,0,5,0
46,0,6.02500000000001,50.125,1,5,2
46,1,6.02500000000001,50.125,1,2,2
46,2,6.02500000000001,50.125,1,1,2
46,3,6.02500000000001,50.125,0,8,0
46,4,6.02500000000001,50.125,0,8,0
46,5,6.02500000000001,50.125,1,4,1
46,6,6.02500000000001,50.125,0,1,0
46,7,6.02500000000001,50.125,1,9,1
46,8,6.02500000000001,50.125,1,4,1
47,0,6.03333333333334,50.125,6,3,13
47,1,6.03333333333334,50.125,9,8,20
47,2,6.03333333333334,50.125,2,9,3
47,3,6.03333333333334,50.125,8,4,19
47,4,6.03333333333334,50.125,9,4,20
47,5,6.03333333333334,50.125,6,5,14
47,6,6.03333333333334,50.125,12,11,29
47,7,6.03333333333334,50.125,9,8,20
47,8,6.03333333333334,50.125,7,6,15
48,0,6.04166666666668,50.125,2,7,4
48,1,6.04166666666668,50.125,6,5,13
48,2,6.04166666666668,50.125,2,6,4
48,3,6.04166666666668,50.125,6,3,13
48,4,6.04166666666668,50.125,7,3,16
48,5,6.04166666666668,50.125,4,5,9
48,6,6.04166666666668,50.125,4,3,8
48,7,6.04166666666668,50.125,4,3,9
48,8,6.04166666666668,50.125,5,7,11
49,0,6.05000000000001,50.125,1,5,1
49,1,6.05000000000001,50.125,1,4,1
49,2,6.05000000000001,50.125,1,5,2
49,3,6.05000000000001,50.125,3,5,6
49,4,6.05000000000001,50.125,0,1,0
49,5,6.05000000000001,50.125,1,6,2
49,6,6.05000000000001,50.125,1,6,1
49,7,6.05000000000001,50.125,1,6,1
49,8,6.05000000000001,50.125,3,6,6
50,0,6.05833333333334,50.125,3,4,5
50,1,6.05833333333334,50.125,4,5,8
50,2,6.05833333333334,50.125,1,3,1
50,3,6.05833333333334,50.125,0,3,0
50,4,6.05833333333334,50.125,2,5,4
50,5,6.05833333333334,50.125,2,11,3
50,6,6.05833333333334,50.125,3,7,7
50,7,6.05833333333334,50.125,2,7,3
50,8,6.05833333333334,50.125,3,4,7
51,0,6.10000000000001,50.125,3,4,5
51,1,6.10000000000001,50.125,5,4,10
51,2,6.10000000000001,50.125,5,4,12
51,3,6.10000000000001,50.125,3,7,7
51,4,6.10000000000001,50.125,6,6,13
51,5,6.10000000000001,50.125,8,8,18
51,6,6.10000000000001,50.125,4,4,8
51,7,6.10000000000001,50.125,5,3,11
51,8,6.10000000000001,50.125,7,0,15
52,0,6.10833333333334,50.125,6,3,13
52,1,6.10833333333334,50.125,6,3,13
52,2,6.10833333333334,50.125,5,5,11
52,3,6.10833333333334,50.125,4,6,8
52,4,6.10833333333334,50.125,4,6,8
52,5,6.10833333333334,50.125,3,4,7
52,6,6.10833333333334,50.125,5,4,12
52,7,6.10833333333334,50.125,6,5,13
52,8,6.10833333333334,50.125,9,1,20
53,0,5.91666666666668,50.1166666666667,3,5,7
53,1,5.91666666666668,50.1166666666667,3,4,5
53,2,5.91666666666668,50.1166666666667,3,6,7
53,3,5.91666666666668,50.1166666666667,3,6,7
53,4,5.91666666666668,50.1166666666667,3,3,7
53,5,5.91666666666668,50.1166666666667,2,4,4
53,6,5.91666666666668,50.1166666666667,2,3,3
53,7,5.91666666666668,50.1166666666667,2,7,3
53,8,5.91666666666668,50.1166666666667,3,6,6
54,0,5.92500000000001,50.1166666666667,1,5,2
54,1,5.92500000000001,50.1166666666667,3,3,7
54,2,5.92500000000001,50.1166666666667,3,4,5
54,3,5.92500000000001,50.1166666666667,3,7,6
54,4,5.92500000000001,50.1166666666667,2,6,4
54,5,5.92500000000001,50.1166666666667,2,7,3
54,6,5.92500000000001,50.1166666666667,2,3,3
54,7,5.92500000000001,50.1166666666667,1,3,1
54,8,5.92500000000001,50.1166666666667,2,3,4
55,0,5.93333333333334,50.1166666666667,0,9,0
55,1,5.93333333333334,50.1166666666667,0,7,0
55,2,5.93333333333334,50.1166666666667,0,2,0
55,3,5.93333333333334,50.1166666666667,0,2,0
55,4,5.93333333333334,50.1166666666667,0,4,0
55,5,5.93333333333334,50.1166666666667,0,6,0
55,6,5.93333333333334,50.1166666666667,0,9,0
55,7,5.93333333333334,50.1166666666667,0,11,0
55,8,5.93333333333334,50.1166666666667,0,4,0
56,0,5.96666666666668,50.1166666666667,0,7,0
56,1,5.96666666666668,50.1166666666667,0,7,0
56,2,5.96666666666668,50.1166666666667,0,3,0
56,3,5.96666666666668,50.1166666666667,0,7,0
56,4,5.96666666666668,50.1166666666667,0,5,0
56,5,5.96666666666668,50.1166666666667,0,2,0
56,6,5.96666666666668,50.1166666666667,0,9,0
56,7,5.96666666666668,50.1166666666667,0,6,0
56,8,5.96666666666668,50.1166666666667,0,3,0
57,0,5.97500000000001,50.1166666666667,2,3,4
57,1,5.97500000000001,50.1166666666667,1,6,2
57,2,5.97500000000001,50.1166666666667,1,4,2
57,3,5.97500000000001,50.1166666666667,1,3,2
57,4,5.97500000000001,50.1166666666667,0,5,0
57,5,5.97500000000001,50.1166666666667,0,4,0
57,6,5.97500000000001,50.1166666666667,0,3,0
57,7,5.97500000000001,50.1166666666667,1,4,1
57,8,5.97500000000001,50.1166666666667,0,3,0
58,0,5.98333333333334,50.1166666666667,3,8,5
58,1,5.98333333333334,50.1166666666667,3,7,7
58,2,5.98333333333334,50.1166666666667,3,5,6
58,3,5.98333333333334,50.1166666666667,3,5,7
58,4,5.98333333333334,50.1166666666667,3,3,7
58,5,5.98333333333334,50.1166666666667,3,6,7
58,6,5.98333333333334,50.1166666666667,2,4,3
58,7,5.98333333333334,50.1166666666667,3,5,5
58,8,5.98333333333334,50.1166666666667,3,3,5
59,0,5.99166666666668,50.1166666666667,3,3,6
59,1,5.99166666666668,50.1166666666667,3,6,5
59,2,5.99166666666668,50.1166666666667,2,7,4
59,3,5.99166666666668,50.1166666666667,2,1,4
59,4,5.99166666666668,50.1166666666667,1,6,1
59,5,5.99166666666668,50.1166666666667,2,4,3
59,6,5.99166666666668,50.1166666666667,2,2,3
59,7,5.99166666666668,50.1166666666667,3,2,5
59,8,5.99166666666668,50.1166666666667,1,5,2
60,0,6.02500000000001,50.1166666666667,2,1,4
60,1,6.02500000000001,50.1166666666667,1,5,1
60,2,6.02500000000001,50.1166666666667,2,11,4
60,3,6.02500000000001,50.1166666666667,1,2,2
60,4,6.02500000000001,50.1166666666667,2,6,4
60,5,6.02500000000001,50.1166666666667,2,5,3
60,6,6.02500000000001,50.1166666666667,3,3,5
60,7,6.02500000000001,50.1166666666667,1,4,2
60,8,6.02500000000001,50.1166666666667,1,10,1
61,0,6.03333333333334,50.1166666666667,1,4,1
61,1,6.03333333333334,50.1166666666667,2,5,4
61,2,6.03333333333334,50.1166666666667,3,5,7
61,3,6.03333333333334,50.1166666666667,3,8,5
61,4,6.03333333333334,50.1166666666667,3,4,6
61,5,6.03333333333334,50.1166666666667,4,5,9
61,6,6.03333333333334,50.1166666666667,4,4,8
61,7,6.03333333333334,50.1166666666667,1,3,2
61,8,6.03333333333334,50.1166666666667,3,6,6
62,0,5.88333333333334,50.1083333333333,2,7,3
62,1,5.88333333333334,50.1083333333333,1,4,1
62,2,5.88333333333334,50.1083333333333,1,7,1
62,3,5.88333333333334,50.1083333333333,0,6,0
62,4,5.88333333333334,50.1083333333333,0,2,0
62,5,5.88333333333334,50.1083333333333,1,5,2
62,6,5.88333333333334,50.1083333333333,1,5,1
62,7,5.88333333333334,50.1083333333333,1,7,2
62,8,5.88333333333334,50.1083333333333,1,5,1
63,0,5.90833333333334,50.1083333333333,0,9,0
63,1,5.90833333333334,50.1083333333333,0,8,0
