Susceptible_0,Recovered_0,Infected_0,Susceptible_1,Recovered_1,Infected_1,Susceptible_2,Recovered_2,Infected_2,Susceptible_3,Recovered_3,Infected_3,Susceptible_4,Recovered_4,Infected_4,Susceptible_5,Recovered_5,Infected_5,Susceptible_6,Recovered_6,Infected_6,Susceptible_7,Recovered_7,Infected_7,Susceptible_8,Recovered_8,Infected_8,Susceptible_9,Recovered_9,Infected_9,time
9926,0,10,9926,0,10,9926,0,10,9926,0,10,9926,0,10,9926,0,10,9926,0,10,9926,0,10,9926,0,10,9926,0,10,0
9926,0,10,9926,0,10,9926,0,10,9926,0,10,9926,1,9,9926,0,10,9926,0,10,9926,0,10,9926,0,10,9926,1,9,1
9744,0,13,9747,0,16,9739,0,11,9898,0,5,9818,1,8,9867,0,8,9770,0,14,9758,0,14,9854,1,11,9792,1,12,2
9737,1,35,9733,1,51,9687,0,38,9884,0,10,9810,2,24,9860,1,17,9743,4,28,9731,0,35,9837,2,22,9764,1,36,3
9724,3,67,9656,4,74,9599,4,73,9876,0,19,9789,4,43,9843,2,27,9678,7,52,9690,0,60,9750,3,41,9698,2,62,4
9652,3,103,9460,7,122,9417,7,133,9783,2,31,9747,5,72,9787,3,46,9606,8,89,9601,1,95,9649,6,70,9571,5,104,5
9465,9,146,9104,11,197,9081,13,203,9668,3,56,9602,9,102,9723,8,63,9416,10,140,9417,6,141,9515,7,118,9379,10,153,6
9252,19,206,8786,20,312,8840,20,325,9464,4,106,9323,15,150,9610,9,93,9194,16,216,9040,15,230,9389,15,167,9048,21,235,7
9003,31,298,8337,40,475,8339,33,497,9125,7,183,9007,21,246,9380,11,140,8956,26,324,8579,27,372,9203,25,232,8737,35,351,8
8628,49,402,7983,63,673,7757,59,717,8609,20,313,8457,31,376,9170,21,216,8672,51,428,8008,45,563,9011,40,325,8386,56,514,9
8055,68,557,7621,102,870,7146,91,1005,8053,28,523,7824,47,610,8854,32,329,8410,83,562,7556,81,857,8646,51,424,7930,83,699,10
7507,97,790,7240,155,1119,6422,136,1346,7320,61,795,7073,73,936,8440,51,473,7972,128,709,7087,123,1111,8187,83,581,7379,125,923,11
7032,160,1026,6727,219,1354,5821,214,1692,6471,102,1138,6165,118,1290,7914,69,676,7474,167,912,6550,180,1397,7713,120,777,6532,183,1213,12
6385,218,1327,6339,303,1597,5119,333,2023,5497,167,1580,5398,170,1712,7303,106,925,6856,230,1147,6043,267,1701,7145,175,982,5885,263,1541,13
5780,296,1634,5878,413,1808,4567,475,2385,4558,244,2068,4622,271,2181,6761,155,1226,6373,309,1419,5358,392,1996,6529,231,1283,5013,373,1922,14
5124,399,2024,5449,549,2068,4068,647,2775,3670,377,2567,3703,412,2663,5983,243,1554,5820,397,1704,4818,574,2291,5792,324,1621,4016,500,2308,15
4462,528,2382,4794,712,2351,3539,861,3098,2941,547,3102,2808,592,3144,5244,325,1915,5197,529,2008,4279,744,2576,5183,422,1957,3255,665,2845,16
4012,693,2747,4217,889,2632,3109,1091,3367,2249,751,3645,2042,810,3672,4552,463,2309,4527,686,2324,3645,928,2899,4506,550,2342,2311,855,3295,17
3605,933,3016,3517,1121,2859,2788,1359,3593,1689,1002,4075,1374,1101,4086,3918,636,2696,3791,886,2672,3219,1165,3161,3951,715,2715,1421,1109,3753,18
3143,1192,3311,3008,1340,3174,2516,1684,3766,1252,1302,4456,786,1439,4431,3267,847,3067,3154,1121,3003,2652,1428,3432,3299,917,3066,816,1384,4239,19
2656,1456,3548,2506,1592,3425,2102,2085,3805,958,1664,4739,419,1842,4720,2710,1077,3398,2619,1331,3356,2172,1715,3707,2816,1151,3420,466,1732,4599,20
2239,1767,3730,2183,1877,3666,1722,2467,3848,738,2085,4852,202,2229,5024,2320,1303,3787,2137,1604,3620,1748,2066,3882,2329,1413,3661,221,2093,4920,21
1849,2111,3874,1829,2192,3819,1403,2841,3868,583,2531,4896,70,2681,5081,1998,1636,4035,1644,1895,3861,1331,2426,4025,1877,1722,3934,134,2562,5019,22
1466,2466,3964,1500,2549,3916,1102,3230,3879,390,3033,4812,31,3156,5085,1656,2002,4159,1242,2240,4093,1078,2782,4119,1484,2086,4102,101,3003,5047,23
1192,2810,4071,1272,2959,3951,942,3633,3856,247,3534,4637,21,3676,4903,1402,2395,4176,880,2624,4229,732,3172,4180,1127,2463,4212,72,3513,4949,24
892,3182,4110,1070,3345,3912,795,4013,3806,131,4030,4494,19,4151,4710,1145,2831,4156,583,3047,4315,463,3579,4197,839,2841,4264,64,3971,4814,25
708,3572,4102,883,3757,3855,620,4389,3741,71,4572,4219,17,4682,4381,941,3251,4125,432,3469,4281,274,4003,4114,615,3293,4252,63,4530,4502,26
581,4018,3993,718,4149,3752,537,4790,3600,35,5034,3980,15,5183,4059,701,3673,4026,307,3902,4235,168,4399,4032,409,3719,4229,58,5084,4136,27
460,4474,3802,577,4539,3658,435,5159,3472,27,5512,3703,13,5672,3721,522,4108,3901,246,4341,4077,104,4818,3902,289,4138,4143,58,5600,3779,28
391,4894,3643,467,4975,3477,372,5564,3223,20,5934,3435,13,6126,3377,392,4534,3813,189,4761,3906,83,5240,3726,182,4599,3986,54,6079,3429,29
324,5321,3428,394,5399,3265,309,5945,3009,18,6354,3146,10,6581,3025,307,4957,3643,176,5196,3714,66,5664,3472,147,5036,3797,53,6483,3105,30
286,5684,3258,309,5778,3080,284,6268,2808,14,6725,2872,9,6969,2698,236,5352,3456,156,5587,3499,53,6067,3229,119,5460,3565,52,6838,2788,31
232,6060,3031,271,6122,2894,244,6604,2586,14,7058,2606,8,7312,2392,182,5736,3267,149,5984,3236,49,6437,2979,106,5879,3314,51,7181,2488,32
207,6400,2827,227,6455,2707,219,6924,2378,14,7369,2337,8,7615,2146,148,6119,3044,141,6390,2961,46,6801,2709,97,6235,3107,48,7503,2207,33
192,6720,2616,203,6741,2527,195,7197,2185,14,7653,2082,8,7879,1906,123,6459,2816,132,6776,2655,39,7144,2448,88,6599,2850,47,7771,1975,34
179,7012,2382,181,7041,2316,177,7448,1996,13,7904,1861,8,8134,1671,111,6796,2581,126,7106,2406,37,7464,2184,84,6930,2597,47,8039,1726,35
163,7285,2170,160,7341,2095,168,7699,1812,13,8145,1640,8,8346,1468,96,7112,2362,125,7393,2174,37,7715,1971,82,7256,2333,47,8261,1517,36
151,7519,1990,152,7594,1888,157,7937,1621,13,8345,1457,8,8518,1300,86,7402,2135,123,7659,1951,34,7976,1746,80,7523,2102,46,8428,1348,37
146,7749,1794,144,7848,1678,150,8179,1406,13,8522,1285,8,8669,1148,76,7657,1935,118,7875,1769,33,8210,1531,78,7785,1871,46,8596,1182,38
140,7974,1601,135,8045,1520,145,8331,1283,13,8696,1116,8,8818,998,67,7889,1750,112,8090,1569,33,8393,1361,77,8008,1672,46,8738,1036,39
134,8158,1437,132,8238,1355,139,8499,1134,13,8830,988,8,8970,840,66,8090,1577,111,8289,1388,33,8551,1217,77,8220,1480,46,8899,873,40
