time,age_group,cell,location_x,location_y,InfectionStatus.Susceptible,InfectionStatus.Exposed,InfectionStatus.InfectASympt,InfectionStatus.InfectMild,InfectionStatus.InfectGP,InfectionStatus.InfectHosp,InfectionStatus.InfectICU,InfectionStatus.InfectICURecov,InfectionStatus.Recovered,InfectionStatus.Dead,InfectionStatus.Vaccinated
0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0
0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0
0,5,0,0,0,26,0,0,0,0,0,0,0,0,0,0
0,6,0,0,0,38,0,0,0,0,0,0,0,0,0,0
0,7,0,0,0,66,0,0,0,0,0,0,0,0,0,0
0,8,0,0,0,60,0,0,0,0,0,0,0,0,0,0
0,9,0,0,0,66,0,0,0,0,0,0,0,0,0,0
0,10,0,0,0,58,0,0,0,0,0,0,0,0,0,0
0,11,0,0,0,48,0,0,0,0,0,0,0,0,0,0
0,12,0,0,0,40,0,0,0,0,0,0,0,0,0,0
0,13,0,0,0,44,0,0,0,0,0,0,0,0,0,0
0,14,0,0,0,28,0,0,0,0,0,0,0,0,0,0
0,15,0,0,0,33,0,0,0,0,0,0,0,0,0,0
0,16,0,0,0,30,0,0,0,0,0,0,0,0,0,0
0,17,0,0,0,29,0,0,0,0,0,0,0,0,0,0
0,1,1,0,1,7,0,0,0,0,0,0,0,0,0,0
0,2,1,0,1,12,0,0,0,0,0,0,0,0,0,0
0,3,1,0,1,9,0,0,0,0,0,0,0,0,0,0
0,4,1,0,1,15,0,0,0,0,0,0,0,0,0,0
0,5,1,0,1,35,0,0,0,0,0,0,0,0,0,0
0,6,1,0,1,49,0,0,0,0,0,0,0,0,0,0
0,7,1,0,1,58,0,0,0,0,0,0,0,0,0,0
0,8,1,0,1,60,0,0,0,0,0,0,0,0,0,0
0,9,1,0,1,59,0,0,0,0,0,0,0,0,0,0
0,10,1,0,1,54,0,0,0,0,0,0,0,0,0,0
0,11,1,0,1,55,0,0,0,0,0,0,0,0,0,0
0,12,1,0,1,54,0,0,0,0,0,0,0,0,0,0
0,13,1,0,1,36,0,0,0,0,0,0,0,0,0,0
0,14,1,0,1,30,0,0,0,0,0,0,0,0,0,0
0,15,1,0,1,26,0,0,0,0,0,0,0,0,0,0
0,16,1,0,1,21,0,0,0,0,0,0,0,0,0,0
0,17,1,0,1,41,0,0,0,0,0,0,0,0,0,0
0,1,2,0,2,11,0,0,0,0,0,0,0,0,0,0
0,2,2,0,2,9,0,0,0,0,0,0,0,0,0,0
0,3,2,0,2,8,0,0,0,0,0,0,0,0,0,0
0,4,2,0,2,15,0,0,0,0,0,0,0,0,0,0
0,5,2,0,2,41,0,0,0,0,0,0,0,0,0,0
0,6,2,0,2,55,0,0,0,0,0,0,0,0,0,0
0,7,2,0,2,58,0,0,0,0,0,0,0,0,0,0
0,8,2,0,2,66,0,0,0,0,0,0,0,0,0,0
0,9,2,0,2,65,0,0,0,0,0,0,0,0,0,0
0,10,2,0,2,56,0,0,0,0,0,0,0,0,0,0
0,11,2,0,2,45,0,0,0,0,0,0,0,0,0,0
0,12,2,0,2,49,0,0,0,0,0,0,0,0,0,0
0,13,2,0,2,31,0,0,0,0,0,0,0,0,0,0
0,14,2,0,2,34,0,0,0,0,0,0,0,0,0,0
0,15,2,0,2,30,0,0,0,0,0,0,0,0,0,0
0,16,2,0,2,25,0,0,0,0,0,0,0,0,0,0
0,17,2,0,2,23,0,0,0,0,0,0,0,0,0,0
0,1,3,0,3,8,0,0,0,0,0,0,0,0,0,0
0,2,3,0,3,16,0,0,0,0,0,0,0,0,0,0
0,3,3,0,3,15,0,0,0,0,0,0,0,0,0,0
0,4,3,0,3,16,0,0,0,0,0,0,0,0,0,0
0,5,3,0,3,38,0,0,0,0,0,0,0,0,0,0
0,6,3,0,3,67,0,0,0,0,0,0,0,0,0,0
0,7,3,0,3,38,0,0,0,0,0,0,0,0,0,0
0,8,3,0,3,49,0,0,0,0,0,0,0,0,0,0
0,9,3,0,3,59,0,0,0,0,0,0,0,0,0,0
0,10,3,0,3,60,0,0,0,0,0,0,0,0,0,0
0,11,3,0,3,42,0,0,0,0,0,0,0,0,0,0
0,12,3,0,3,52,0,0,0,0,0,0,0,0,0,0
0,13,3,0,3,47,0,0,0,0,0,0,0,0,0,0
0,14,3,0,3,35,0,0,0,0,0,0,0,0,0,0
0,15,3,0,3,29,0,0,0,0,0,0,0,0,0,0
0,16,3,0,3,19,0,0,0,0,0,0,0,0,0,0
0,17,3,0,3,31,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,11,0,0,0,0,0,0,0,0,0,0
0,2,4,1,0,10,0,0,1,0,0,0,0,0,0,0
0,3,4,1,0,14,0,0,1,0,0,0,0,0,0,0
0,4,4,1,0,21,0,0,0,0,0,0,0,0,0,0
0,5,4,1,0,33,0,0,0,0,0,0,0,0,0,0
0,6,4,1,0,43,0,0,0,0,0,0,0,0,0,0
0,7,4,1,0,60,0,0,0,0,0,0,0,0,0,0
0,8,4,1,0,58,0,0,4,0,0,0,0,0,0,0
0,9,4,1,0,56,0,0,1,0,0,0,0,0,0,0
0,10,4,1,0,53,0,0,0,0,0,0,0,0,0,0
0,11,4,1,0,53,0,0,0,0,0,0,0,0,0,0
0,12,4,1,0,45,0,0,0,0,0,0,0,0,0,0
0,13,4,1,0,44,0,0,0,0,0,0,0,0,0,0
0,14,4,1,0,36,0,0,2,0,0,0,0,0,0,0
0,15,4,1,0,24,0,0,0,0,0,0,0,0,0,0
0,16,4,1,0,27,0,0,0,0,0,0,0,0,0,0
0,17,4,1,0,23,0,0,1,0,0,0,0,0,0,0
0,1,5,1,1,8,0,0,0,0,0,0,0,0,0,0
0,2,5,1,1,8,0,0,0,0,0,0,0,0,0,0
0,3,5,1,1,13,0,0,0,0,0,0,0,0,0,0
0,4,5,1,1,10,0,0,0,0,0,0,0,0,0,0
0,5,5,1,1,35,0,0,0,0,0,0,0,0,0,0
0,6,5,1,1,47,0,0,0,0,0,0,0,0,0,0
0,7,5,1,1,57,0,0,0,0,0,0,0,0,0,0
0,8,5,1,1,82,0,0,0,0,0,0,0,0,0,0
0,9,5,1,1,75,0,0,0,0,0,0,0,0,0,0
0,10,5,1,1,50,0,0,0,0,0,0,0,0,0,0
0,11,5,1,1,35,0,0,0,0,0,0,0,0,0,0
0,12,5,1,1,39,0,0,0,0,0,0,0,0,0,0
0,13,5,1,1,42,0,0,0,0,0,0,0,0,0,0
0,14,5,1,1,39,0,0,0,0,0,0,0,0,0,0
0,15,5,1,1,27,0,0,0,0,0,0,0,0,0,0
0,16,5,1,1,19,0,0,0,0,0,0,0,0,0,0
0,17,5,1,1,35,0,0,0,0,0,0,0,0,0,0
0,1,6,1,2,22,0,0,0,0,0,0,0,0,0,0
0,2,6,1,2,9,0,0,0,0,0,0,0,0,0,0
0,3,6,1,2,11,0,0,0,0,0,0,0,0,0,0
0,4,6,1,2,11,0,0,0,0,0,0,0,0,0,0
0,5,6,1,2,32,0,0,0,0,0,0,0,0,0,0
0,6,6,1,2,45,0,0,0,0,0,0,0,0,0,0
0,7,6,1,2,51,0,0,0,0,0,0,0,0,0,0
0,8,6,1,2,71,0,0,0,0,0,0,0,0,0,0
0,9,6,1,2,64,0,0,0,0,0,0,0,0,0,0
0,10,6,1,2,49,0,0,0,0,0,0,0,0,0,0
0,11,6,1,2,46,0,0,0,0,0,0,0,0,0,0
0,12,6,1,2,54,0,0,0,0,0,0,0,0,0,0
0,13,6,1,2,31,0,0,0,0,0,0,0,0,0,0
0,14,6,1,2,47,0,0,0,0,0,0,0,0,0,0
0,15,6,1,2,25,0,0,0,0,0,0,0,0,0,0
0,16,6,1,2,23,0,0,0,0,0,0,0,0,0,0
0,17,6,1,2,30,0,0,0,0,0,0,0,0,0,0
0,1,7,1,3,14,0,0,0,0,0,0,0,0,0,0
0,2,7,1,3,12,0,0,0,0,0,0,0,0,0,0
0,3,7,1,3,14,0,0,0,0,0,0,0,0,0,0
0,4,7,1,3,15,0,0,0,0,0,0,0,0,0,0
0,5,7,1,3,27,0,0,0,0,0,0,0,0,0,0
0,6,7,1,3,48,0,0,0,0,0,0,0,0,0,0
0,7,7,1,3,60,0,0,0,0,0,0,0,0,0,0
0,8,7,1,3,64,0,0,0,0,0,0,0,0,0,0
0,9,7,1,3,58,0,0,0,0,0,0,0,0,0,0
0,10,7,1,3,66,0,0,0,0,0,0,0,0,0,0
