Susceptible_0,Recovered_0,Infected_0,Susceptible_1,Recovered_1,Infected_1,Susceptible_2,Recovered_2,Infected_2,Susceptible_3,Recovered_3,Infected_3,Susceptible_4,Recovered_4,Infected_4,Susceptible_5,Recovered_5,Infected_5,Susceptible_6,Recovered_6,Infected_6,Susceptible_7,Recovered_7,Infected_7,Susceptible_8,Recovered_8,Infected_8,Susceptible_9,Recovered_9,Infected_9,time
405,5004,3391,228,5946,3144,289,4283,4033,554,4809,3561,160,5861,3212,424,5403,3339,0,7086,2594,140,7310,2238,121,6231,3089,270,4923,3813,33
372,5304,3308,198,6334,2872,228,4715,3889,498,5195,3404,132,6244,2964,393,5768,3132,0,7421,2320,130,7587,2017,116,6589,2850,245,5378,3555,34
339,5689,3133,176,6679,2644,207,5113,3720,444,5585,3210,126,6593,2732,359,6147,2894,0,7697,2086,122,7834,1811,113,6949,2573,233,5776,3310,35
308,6016,2983,166,6985,2447,195,5524,3506,413,5967,2977,116,6937,2484,341,6473,2687,0,7993,1822,120,8078,1601,105,7293,2315,228,6191,3016,36
287,6367,2757,154,7277,2208,186,5929,3256,401,6324,2730,115,7266,2234,319,6837,2428,0,8224,1613,118,8274,1436,102,7597,2055,216,6513,2793,37
270,6692,2549,143,7559,1995,184,6310,3022,389,6649,2499,115,7541,2028,299,7123,2211,0,8418,1424,111,8455,1264,101,7855,1829,201,6884,2496,38
259,7010,2309,137,7808,1776,181,6668,2742,377,6958,2266,115,7815,1795,284,7400,1990,0,8598,1250,108,8609,1118,99,8083,1629,196,7211,2235,39
252,7280,2092,131,8007,1614,177,6993,2484,356,7209,2088,113,8038,1604,277,7653,1784,0,8769,1088,106,8741,994,96,8286,1444,194,7493,2018,40
242,7518,1912,126,8201,1454,173,7297,2245,345,7454,1907,113,8257,1412,273,7875,1605,0,8899,961,106,8872,873,94,8478,1266,192,7770,1789,41
232,7762,1737,124,8403,1268,170,7582,2010,337,7694,1709,111,8417,1274,270,8095,1408,0,9024,844,103,8987,762,94,8663,1092,192,8043,1557,42
226,7995,1537,124,8575,1112,167,7826,1810,333,7892,1541,111,8579,1120,269,8268,1265,0,9137,729,103,9088,664,94,8811,940,191,8246,1379,43
222,8203,1355,123,8739,955,166,8061,1596,332,8091,1366,111,8716,995,267,8421,1129,0,9231,633,102,9170,584,94,8940,815,189,8427,1218,44
221,8392,1181,120,8885,823,164,8259,1411,325,8261,1208,111,8852,870,266,8553,1012,0,9302,559,102,9249,505,94,9044,717,188,8565,1083,45
218,8541,1054,118,8996,721,164,8441,1245,320,8421,1063,111,8947,778,264,8684,886,0,9371,489,102,9319,435,93,9146,613,188,8692,965,46
215,8679,925,117,9096,625,163,8602,1089,316,8570,924,111,9053,675,261,8806,769,0,9442,418,102,9379,377,93,9228,530,185,8811,848,47
214,8800,813,117,9174,550,163,8729,966,314,8691,815,111,9119,614,259,8907,672,0,9512,348,102,9427,330,93,9285,471,185,8931,729,48
212,8916,703,117,9245,481,163,8857,845,311,8797,716,111,9210,523,259,9004,575,0,9549,310,101,9469,290,91,9339,420,185,9025,633,49
212,9007,616,116,9307,419,163,8966,737,308,8894,624,111,9278,457,257,9080,501,0,9598,260,101,9515,245,91,9393,365,185,9106,554,50
212,9092,534,116,9365,362,163,9061,643,305,8988,535,111,9333,403,257,9159,425,0,9636,220,101,9555,205,90,9436,322,185,9175,483,51
211,9171,454,116,9412,315,163,9157,545,305,9053,477,111,9387,349,257,9209,378,0,9678,178,101,9591,168,90,9487,268,185,9251,406,52
211,9220,405,116,9454,273,163,9235,466,304,9124,410,111,9433,304,256,9261,327,0,9716,139,101,9626,133,90,9525,231,185,9316,341,53
211,9274,352,116,9492,235,163,9287,413,303,9186,350,111,9489,248,255,9315,276,0,9745,110,101,9648,111,90,9559,198,185,9366,292,54
211,9312,314,116,9530,197,162,9357,343,301,9234,303,111,9536,201,254,9358,235,0,9761,94,101,9664,95,90,9601,155,185,9410,248,55
211,9362,263,116,9556,170,161,9411,290,299,9279,261,111,9574,163,253,9392,203,0,9785,70,101,9683,76,90,9620,136,185,9434,224,56
211,9395,229,116,9580,146,161,9455,243,298,9320,223,111,9600,136,253,9431,164,0,9804,50,101,9695,64,90,9641,114,185,9471,187,57
211,9431,194,116,9606,120,161,9510,187,298,9352,193,111,9617,119,252,9453,142,0,9815,39,101,9709,50,90,9655,100,185,9494,164,58
211,9456,170,116,9618,108,161,9538,159,297,9385,161,111,9635,101,251,9471,125,0,9824,30,101,9723,36,90,9673,82,185,9529,129,59
211,9486,140,116,9638,88,161,9575,121,296,9410,137,111,9651,85,251,9489,107,0,9831,23,101,9734,25,90,9688,67,185,9553,105,60
211,9513,113,116,9651,75,161,9603,94,296,9426,121,111,9670,66,251,9511,86,0,9837,17,101,9738,21,90,9698,57,185,9571,87,61
211,9535,91,115,9661,64,161,9612,85,296,9439,109,111,9686,50,251,9530,67,0,9840,14,101,9744,14,90,9707,47,185,9587,71,62
211,9548,78,115,9670,55,161,9621,75,296,9455,93,111,9697,39,251,9547,50,0,9844,10,101,9746,12,90,9714,40,185,9602,56,63
211,9558,68,115,9679,46,161,9632,64,295,9472,76,111,9703,33,251,9555,42,0,9847,7,101,9747,11,90,9718,36,185,9610,48,64
211,9568,58,115,9686,39,161,9644,52,295,9486,62,111,9709,27,251,9562,35,0,9849,5,101,9750,8,90,9727,27,185,9619,39,65
211,9580,46,115,9692,33,161,9653,42,294,9500,50,111,9715,21,251,9572,25,0,9849,5,101,9753,5,90,9733,21,185,9630,28,66
211,9588,38,115,9695,30,161,9668,27,294,9506,44,111,9719,17,251,9576,21,0,9851,3,101,9755,3,90,9738,16,185,9639,19,67
211,9594,32,115,9700,25,161,9673,22,294,9514,38,111,9722,14,251,9577,20,0,9852,2,101,9755,3,90,9743,11,185,9642,16,68
211,9601,25,115,9708,16,161,9682,14,294,9520,33,111,9722,14,251,9580,18,0,9852,2,101,9756,2,90,9745,9,185,9645,13,69
211,9605,21,115,9711,13,161,9686,10,294,9525,28,111,9724,12,251,9585,13,0,9853,1,101,9757,1,90,9748,6,185,9649,9,70
211,9608,18,115,9714,10,161,9689,7,294,9530,23,111,9728,8,251,9589,9,0,9854,0,101,9757,1,90,9749,5,185,9651,7,71
211,9612,14,115,9715,9,161,9692,4,294,9535,18,111,9728,8,251,9589,9,0,9854,0,101,9757,1,90,9749,5,185,9653,5,72
211,9616,10,115,9716,8,161,9694,2,294,9540,14,111,9730,6,251,9591,9,0,9854,0,101,9757,1,90,9752,2,185,9654,4,73
211,9619,7,115,9716,8,161,9694,2,294,9543,11,111,9730,6,251,9592,8,0,9854,0,101,9757,1,90,9752,2,185,9655,3,74
211,9619,7,115,9719,5,161,9694,2,294,9543,11,111,9733,3,250,9592,8,0,9854,0,101,9758,0,90,9752,2,185,9655,3,75
211,9619,7,115,9720,4,161,9694,2,294,9545,9,111,9734,2,250,9594,6,0,9854,0,101,9758,0,90,9753,1,185,9656,2,76
211,9621,5,115,9721,4,161,9695,1,294,9547,7,111,9734,2,250,9595,5,0,9854,0,101,9758,0,90,9753,1,185,9657,1,77
211,9625,1,115,9722,3,161,9695,1,294,9548,6,111,9736,0,250,9596,4,0,9854,0,101,9758,0,90,9754,0,185,9657,1,78
211,9625,1,115,9722,3,161,9695,1,294,9549,5,111,9736,0,250,9596,5,0,9854,0,101,9758,0,90,9754,0,185,9658,0,79
211,9626,0,115,9722,3,161,9695,1,294,9549,5,111,9736,0,250,9597,4,0,9854,0,101,9758,0,90,9754,0,185,9658,0,80
211,9626,0,115,9722,3,161,9695,1,294,9550,4,111,9736,0,250,9599,2,0,9854,0,101,9758,0,90,9754,0,185,9658,0,81
211,9626,0,115,9722,3,161,9696,0,294,9552,2,111,9736,0,250,9600,1,0,9854,0,101,9758,0,90,9754,0,185,9658,0,82
211,9626,0,115,9723,2,161,9696,0,294,9552,2,111,9736,0,250,9600,1,0,9854,0,101,9758,0,90,9754,0,185,9658,0,83
211,9626,0,115,9723,2,161,9696,0,294,9553,1,111,9736,0,250,9600,1,0,9854,0,101,9758,0,90,9754,0,185,9658,0,84
211,9626,0,115,9723,2,161,9696,0,294,9554,0,111,9736,0,250,9600,1,0,9854,0,101,9758,0,90,9754,0,185,9658,0,85
211,9626,0,115,9724,1,161,9696,0,294,9554,0,111,9736,0,250,9601,0,0,9854,0,101,9758,0,90,9754,0,185,9658,0,86
211,9626,0,115,9725,0,161,9696,0,294,9554,0,111,9736,0,250,9601,0,0,9854,0,101,9758,0,90,9754,0,185,9658,0,87
211,9626,0,115,9725,0,161,9696,0,294,9554,0,111,9736,0,250,9601,0,0,9854,0,101,9758,0,90,9754,0,185,9658,0,88
211,9626,0,115,9725,0,161,9696,0,294,9554,0,111,9736,0,250,9601,0,0,9854,0,101,9758,0,90,9754,0,185,9658,0,89
211,9626,0,115,9725,0,161,9696,0,294,9554,0,111,9736,0,250,9601,0,0,9854,0,101,9758,0,90,9754,0,185,9658,0,90
211,9626,0,115,9725,0,161,9696,0,294,9554,0,111,9736,0,250,9601,0,0,9854,0,101,9758,0,90,9754,0,185,9658,0,91
211,9626,0,115,9725,0,161,9696,0,294,9554,0,111,9736,0,250,9601,0,0,9854,0,101,9758,0,90,9754,0,185,9658,0,92
211,9626,0,115,9725,0,161,9696,0,294,9554,0,111,9736,0,250,9601,0,0,9854,0,101,9758,0,90,9754,0,185,9658,0,93
211,9626,0,115,9725,0,161,9696,0,294,9554,0,111,9736,0,250,9601,0,0,9854,0,101,9758,0,90,9754,0,185,9658,0,94
211,9626,0,115,9725,0,161,9696,0,294,9554,0,111,9736,0,250,9601,0,0,9854,0,101,9758,0,90,9754,0,185,9658,0,95
211,9626,0,115,9725,0,161,9696,0,294,9554,0,111,9736,0,250,9601,0,0,9854,0,101,9758,0,90,9754,0,185,9658,0,96
211,9626,0,115,9725,0,161,9696,0,294,9554,0,111,9736,0,250,9601,0,0,9854,0,101,9758,0,90,9754,0,185,9658,0,97
211,9626,0,115,9725,0,161,9696,0,294,9554,0,111,9736,0,250,9601,0,0,9854,0,101,9758,0,90,9754,0,185,9658,0,98
211,9626,0,115,9725,0,161,9696,0,294,9554,0,111,9736,0,250,9601,0,0,9854,0,101,9758,0,90,9754,0,185,9658,0,99
211,9626,0,115,9725,0,161,9696,0,294,9554,0,111,9736,0,250,9601,0,0,9854,0,101,9758,0,90,9754,0,185,9658,0,100
211,9626,0,115,9725,0,161,9696,0,294,9554,0,111,9736,0,250,9601,0,0,9854,0,101,9758,0,90,9754,0,185,9658,0,101
211,9626,0,115,9725,0,161,9696,0,294,9554,0,111,9736,0,250,9601,0,0,9854,0,101,9758,0,90,9754,0,185,9658,0,102
211,9626,0,115,9725,0,161,9696,0,294,9554,0,111,9736,0,250,9601,0,0,9854,0,101,9758,0,90,9754,0,185,9658,0,103
211,9626,0,115,9725,0,161,9696,0,294,9554,0,111,9736,0,250,9601,0,0,9854,0,101,9758,0,90,9754,0,185,9658,0,104
211,9626,0,115,9725,0,161,9696,0,294,9554,0,111,9736,0,250,9601,0,0,9854,0,101,9758,0,90,9754,0,185,9658,0,105
211,9626,0,115,9725,0,161,9696,0,294,9554,0,111,9736,0,250,9601,0,0,9854,0,101,9758,0,90,9754,0,185,9658,0,106
211,9626,0,115,9725,0,161,9696,0,294,9554,0,111,9736,0,250,9601,0,0,9854,0,101,9758,0,90,9754,0,185,9658,0,107
211,9626,0,115,9725,0,161,9696,0,294,9554,0,111,9736,0,250,9601,0,0,9854,0,101,9758,0,90,9754,0,185,9658,0,108
211,9626,0,115,9725,0,161,9696,0,294,9554,0,111,9736,0,250,9601,0,0,9854,0,101,9758,0,90,9754,0,185,9658,0,109
211,9626,0,115,9725,0,161,9696,0,294,9554,0,111,9736,0,250,9601,0,0,9854,0,101,9758,0,90,9754,0,185,9658,0,110
211,9626,0,115,9725,0,161,9696,0,294,9554,0,111,9736,0,250,9601,0,0,9854,0,101,9758,0,90,9754,0,185,9658,0,111
211,9626,0,115,9725,0,161,9696,0,294,9554,0,111,9736,0,250,9601,0,0,9854,0,101,9758,0,90,9754,0,185,9658,0,112
211,9626,0,115,9725,0,161,9696,0,294,9554,0,111,9736,0,250,9601,0,0,9854,0,101,9758,0,90,9754,0,185,9658,0,113
211,9626,0,115,9725,0,161,9696,0,294,9554,0,111,9736,0,250,9601,0,0,9854,0,101,9758,0,90,9754,0,185,9658,0,114
211,9626,0,115,9725,0,161,9696,0,294,9554,0,111,9736,0,250,9601,0,0,9854,0,101,9758,0,90,9754,0,185,9658,0,115
211,9626,0,115,9725,0,161,9696,0,294,9554,0,111,9736,0,250,9601,0,0,9854,0,101,9758,0,90,9754,0,185,9658,0,116
211,9626,0,115,9725,0,161,9696,0,294,9554,0,111,9736,0,250,9601,0,0,9854,0,101,9758,0,90,9754,0,185,9658,0,117
211,9626,0,115,9725,0,161,9696,0,294,9554,0,111,9736,0,250,9601,0,0,9854,0,101,9758,0,90,9754,0,185,9658,0,118
211,9626,0,115,9725,0,161,9696,0,294,9554,0,111,9736,0,250,9601,0,0,9854,0,101,9758,0,90,9754,0,185,9658,0,119
211,9626,0,115,9725,0,161,9696,0,294,9554,0,111,9736,0,250,9601,0,0,9854,0,101,9758,0,90,9754,0,185,9658,0,120
