Susceptible_0,Recovered_0,Infected_0,Susceptible_1,Recovered_1,Infected_1,Susceptible_2,Recovered_2,Infected_2,Susceptible_3,Recovered_3,Infected_3,Susceptible_4,Recovered_4,Infected_4,Susceptible_5,Recovered_5,Infected_5,Susceptible_6,Recovered_6,Infected_6,Susceptible_7,Recovered_7,Infected_7,Susceptible_8,Recovered_8,Infected_8,Susceptible_9,Recovered_9,Infected_9,time
8090,0,10,8090,0,10,8090,0,10,8090,0,10,8090,0,10,8090,0,10,8090,0,10,8090,0,10,8090,0,10,8090,0,10,0
8090,0,10,8090,0,10,8090,1,9,8090,0,10,8090,0,10,8090,1,9,8090,0,10,8090,0,10,8090,0,10,8090,0,10,1
8053,0,6,8052,0,5,8077,1,7,8075,0,8,8043,0,9,8079,0,3,8054,0,5,8046,0,6,8052,1,2,8074,0,5,2
8042,2,13,8031,0,15,8071,1,7,8063,1,9,8037,0,11,8074,0,5,8038,0,11,8042,0,14,8041,1,13,8062,0,5,3
8034,3,16,8000,0,27,8069,3,6,8047,1,15,8028,0,20,8071,1,11,8019,1,18,8032,1,20,8026,1,21,8056,1,10,4
8009,3,25,7981,2,40,8056,3,10,8039,1,21,7998,2,31,8061,2,16,8000,1,33,8018,2,28,8001,3,32,8044,1,17,5
7996,5,40,7955,3,51,8046,4,14,8017,2,29,7949,3,45,8041,3,22,7975,1,47,8004,4,38,7979,5,47,8028,1,23,6
7978,5,51,7900,5,64,8018,4,23,7992,4,40,7938,4,63,8032,4,28,7935,2,66,7986,6,44,7935,7,60,8008,3,29,7
7960,9,60,7871,7,83,8010,5,33,7957,6,58,7901,12,82,8017,4,34,7916,8,84,7954,7,53,7891,10,80,7980,5,36,8
7951,11,68,7842,15,103,8000,8,43,7910,9,73,7857,16,107,7989,6,41,7872,14,102,7916,11,65,7861,18,105,7958,6,45,9
7940,13,83,7813,21,135,7978,8,54,7848,13,86,7790,23,130,7965,7,49,7833,21,132,7888,21,85,7815,28,121,7938,10,57,10
7908,18,98,7750,33,150,7938,10,62,7823,19,110,7705,34,161,7940,9,68,7780,30,145,7849,28,100,7794,36,144,7929,13,78,11
7872,25,106,7687,45,173,7915,13,68,7776,27,133,7634,46,198,7910,14,80,7706,39,159,7808,39,110,7745,44,165,7914,19,85,12
7826,38,116,7648,59,212,7906,19,83,7725,37,162,7556,61,233,7878,18,94,7672,54,183,7762,49,134,7720,60,179,7886,26,91,13
7797,46,132,7602,74,228,7894,23,95,7664,55,190,7515,78,273,7813,26,109,7616,66,211,7716,56,159,7690,77,190,7855,33,106,14
7755,61,150,7549,96,253,7866,33,103,7593,64,227,7447,104,293,7752,33,141,7543,75,251,7669,68,179,7659,90,211,7837,37,128,15
