Susceptible_0,Recovered_0,Infected_0,Susceptible_1,Recovered_1,Infected_1,Susceptible_2,Recovered_2,Infected_2,Susceptible_3,Recovered_3,Infected_3,Susceptible_4,Recovered_4,Infected_4,Susceptible_5,Recovered_5,Infected_5,Susceptible_6,Recovered_6,Infected_6,Susceptible_7,Recovered_7,Infected_7,Susceptible_8,Recovered_8,Infected_8,Susceptible_9,Recovered_9,Infected_9,time
9926,0,10,9926,0,10,9926,0,10,9926,0,10,9926,0,10,9926,0,10,9926,0,10,9926,0,10,9926,0,10,9926,0,10,0
9926,0,10,9926,0,10,9926,0,10,9926,0,10,9926,1,9,9926,0,10,9926,0,10,9926,0,10,9926,0,10,9926,1,9,1
9885,0,4,9903,0,6,9899,0,7,9898,0,6,9907,1,9,9918,0,8,9903,0,4,9896,0,5,9896,0,3,9892,1,5,2
9864,0,14,9899,0,9,9884,0,12,9884,0,10,9893,2,10,9917,1,7,9899,0,8,9878,1,9,9888,0,8,9881,1,8,3
9840,1,27,9880,0,14,9875,2,17,9862,0,22,9878,3,15,9910,2,8,9886,2,12,9863,2,17,9862,0,12,9868,1,15,4
9800,3,42,9864,1,26,9866,4,28,9843,1,33,9863,3,25,9903,2,13,9871,2,20,9854,2,28,9841,0,26,9849,2,28,5
9756,4,62,9840,0,34,9841,5,36,9807,1,48,9852,5,32,9888,2,17,9856,3,24,9826,3,38,9800,0,41,9802,2,46,6
9690,7,91,9812,2,50,9813,6,45,9755,3,62,9816,6,41,9867,3,21,9831,6,33,9801,3,54,9744,0,61,9738,2,64,7
9608,12,114,9794,3,63,9784,10,62,9698,5,85,9796,10,49,9853,5,27,9804,7,49,9746,5,64,9691,3,93,9685,2,103,8
9534,19,154,9743,8,75,9738,13,78,9618,11,106,9768,11,64,9839,8,31,9775,10,62,9684,9,89,9626,11,124,9585,11,114,9
9427,27,188,9704,15,86,9686,20,94,9553,18,143,9731,13,84,9813,11,48,9718,12,79,9626,13,114,9504,16,156,9530,16,161,10
9309,37,252,9667,19,113,9622,26,114,9451,29,186,9662,16,104,9764,12,63,9669,18,99,9545,24,134,9368,21,205,9398,22,208,11
9156,58,302,9591,25,136,9536,33,142,9324,42,227,9580,24,117,9711,16,73,9605,22,133,9458,32,174,9227,35,272,9248,37,240,12
8924,79,382,9512,29,177,9429,44,187,9172,55,284,9481,32,150,9643,19,99,9539,31,171,9327,46,228,9088,65,324,9096,50,316,13
8708,100,484,9392,38,210,9297,66,229,8986,72,356,9375,44,190,9576,24,118,9438,38,208,9158,57,288,8875,88,415,8945,77,377,14
8427,134,562,9254,51,261,9124,83,291,8776,101,442,9245,57,251,9494,33,164,9279,59,245,8968,79,349,8617,115,509,8718,111,470,15
8172,179,686,9097,75,319,8900,103,368,8558,129,552,9093,72,324,9397,47,205,9109,74,303,8712,103,451,8348,156,612,8439,145,570,16
7859,231,809,8909,102,391,8672,124,451,8287,165,689,8877,85,409,9262,62,252,9003,90,381,8521,137,573,8034,201,751,8152,184,704,17
7536,286,966,8732,129,478,8373,155,564,7905,214,813,8607,108,508,9063,78,309,8815,113,438,8185,173,691,7670,256,905,7881,227,856,18
7143,363,1125,8470,169,560,8022,204,711,7451,268,967,8331,136,629,8862,96,391,8573,146,520,7777,234,826,7326,323,1066,7414,282,1023,19
6772,439,1309,8178,206,695,7666,252,896,6981,331,1186,7955,181,771,8661,128,472,8356,181,643,7357,283,1032,6924,397,1288,7006,362,1201,20
6297,537,1524,7894,250,814,7271,313,1058,6521,421,1403,7547,235,950,8480,160,592,8087,233,762,6916,351,1210,6489,493,1467,6476,443,1418,21
5787,660,1781,7482,297,983,6844,390,1259,5922,525,1652,7175,307,1135,8209,212,704,7732,293,887,6469,429,1438,6020,600,1686,6043,564,1636,22
5281,808,2007,7045,367,1181,6318,487,1495,5355,646,1916,6729,400,1307,7857,266,841,7350,372,993,5924,544,1683,5523,730,1920,5550,696,1869,23
4694,954,2307,6611,472,1370,5829,597,1737,4709,798,2207,6297,498,1518,7473,339,999,6979,439,1197,5350,677,1970,5123,887,2156,5027,831,2100,24
4198,1116,2550,6131,590,1582,5394,746,1972,4132,953,2541,5840,620,1728,7064,420,1161,6556,522,1380,4708,825,2265,4633,1074,2358,4480,1002,2357,25
3571,1341,2759,5648,717,1802,4840,898,2208,3606,1164,2798,5261,749,1967,6596,513,1360,6133,626,1604,4217,987,2557,4229,1274,2551,3891,1172,2618,26
3163,1582,2981,5230,857,2058,4364,1080,2461,3120,1381,3062,4718,918,2190,6085,607,1597,5652,763,1801,3626,1183,2856,3793,1501,2773,3366,1399,2839,27
2750,1810,3265,4793,993,2318,3931,1263,2736,2640,1646,3279,4203,1097,2457,5542,720,1803,5164,931,2007,3102,1428,3083,3358,1724,2952,2946,1654,3070,28
2389,2088,3424,4335,1185,2533,3502,1493,2945,2276,1943,3517,3723,1299,2728,4942,855,2070,4706,1082,2261,2584,1681,3320,2944,2016,3078,2546,1909,3302,29
2063,2403,3549,3932,1419,2691,2935,1747,3158,1874,2279,3658,3164,1540,2982,4511,1032,2284,4142,1243,2510,2203,1966,3518,2536,2275,3206,2172,2186,3459,30
1753,2749,3612,3445,1650,2834,2533,2021,3326,1535,2583,3793,2694,1826,3157,3926,1214,2554,3701,1450,2720,1835,2283,3668,2170,2568,3307,1846,2506,3629,31
1481,3095,3668,3019,1897,3029,2272,2303,3457,1271,2943,3852,2360,2075,3361,3456,1469,2756,3216,1683,2906,1511,2614,3813,1828,2872,3420,1522,2840,3705,32
1257,3457,3657,2670,2188,3153,1954,2640,3520,1090,3298,3899,2028,2405,3489,2998,1706,2948,2773,1935,3124,1265,2987,3858,1561,3201,3461,1340,3183,3760,33
1074,3807,3622,2335,2477,3321,1711,2963,3590,954,3694,3823,1742,2729,3600,2643,1959,3174,2389,2233,3299,1084,3396,3846,1289,3548,3481,1172,3538,3760,34
957,4183,3535,2051,2800,3380,1446,3323,3574,827,4069,3759,1456,3063,3677,2250,2242,3357,2019,2512,3448,956,3794,3784,1099,3880,3490,997,3933,3680,35
859,4550,3447,1774,3133,3392,1249,3685,3548,716,4448,3662,1270,3432,3673,1934,2525,3504,1724,2840,3498,829,4148,3755,954,4260,3418,873,4290,3618,36
776,4928,3281,1530,3472,3390,1100,4046,3494,660,4829,3522,1126,3787,3646,1726,2870,3554,1453,3151,3607,750,4530,3614,855,4603,3354,790,4685,3442,37
701,5312,3106,1298,3851,3351,984,4414,3424,590,5181,3344,998,4180,3550,1475,3176,3637,1256,3482,3640,669,4941,3398,742,4936,3262,719,5103,3206,38
634,5666,2934,1109,4217,3301,868,4776,3313,539,5588,3100,893,4546,3448,1244,3526,3609,1066,3826,3626,607,5318,3219,666,5304,3102,655,5424,3073,39
585,6035,2709,945,4541,3264,774,5151,3134,504,5933,2906,818,4913,3318,1077,3893,3599,926,4209,3532,567,5729,2975,617,5627,2981,613,5752,2906,40
