Susceptible_0,Recovered_0,Infected_0,Susceptible_1,Recovered_1,Infected_1,Susceptible_2,Recovered_2,Infected_2,Susceptible_3,Recovered_3,Infected_3,Susceptible_4,Recovered_4,Infected_4,Susceptible_5,Recovered_5,Infected_5,Susceptible_6,Recovered_6,Infected_6,Susceptible_7,Recovered_7,Infected_7,Susceptible_8,Recovered_8,Infected_8,Susceptible_9,Recovered_9,Infected_9,time
8090,0,10,8090,0,10,8090,0,10,8090,0,10,8090,0,10,8090,0,10,8090,0,10,8090,0,10,8090,0,10,8090,0,10,0
8090,0,10,8090,2,8,8090,0,10,8090,0,10,8090,0,10,8090,1,9,8090,1,9,8090,0,10,8090,1,9,8090,0,10,1
8038,0,6,8056,2,5,8040,0,9,8036,0,10,8051,0,5,8052,1,6,8039,2,9,8040,1,6,8041,1,3,8042,2,10,2
8011,2,20,8046,3,12,8021,1,15,8019,0,17,8039,1,9,8033,1,11,8026,4,16,8035,1,15,8038,3,13,8028,2,19,3
7969,2,33,8019,3,16,7983,2,27,7978,3,33,8028,4,11,7999,1,21,7990,3,25,7997,2,20,8009,4,23,7992,4,24,4
7914,4,53,7972,2,28,7942,2,43,7916,4,53,8007,5,14,7939,2,33,7928,7,38,7953,3,42,7960,4,42,7900,6,40,5
7869,7,81,7920,2,44,7870,6,65,7861,9,69,7986,6,21,7888,2,60,7872,7,58,7889,4,58,7887,8,56,7848,7,63,6
7775,8,111,7845,5,66,7821,6,96,7786,15,96,7953,7,48,7796,3,94,7805,7,92,7771,8,86,7805,8,96,7782,14,88,7
7693,14,149,7777,7,110,7747,8,133,7742,20,126,7871,11,65,7710,7,139,7729,13,131,7666,11,135,7693,13,142,7696,13,136,8
7626,25,188,7648,10,150,7665,15,165,7648,30,172,7792,17,102,7601,14,196,7607,20,172,7507,16,193,7576,19,196,7611,20,183,9
7536,34,235,7495,20,215,7587,29,205,7555,42,213,7695,21,154,7479,22,250,7486,31,214,7333,27,261,7473,33,245,7486,35,221,10
7435,53,285,7314,30,301,7495,41,256,7413,55,246,7616,26,206,7339,47,306,7373,50,277,7165,46,351,7346,48,311,7393,53,260,11
7299,70,344,7153,48,386,7410,57,307,7322,73,317,7520,40,253,7188,67,372,7238,70,354,6974,72,458,7246,67,378,7278,72,314,12
