Susceptible_0,Recovered_0,Infected_0,Susceptible_1,Recovered_1,Infected_1,Susceptible_2,Recovered_2,Infected_2,Susceptible_3,Recovered_3,Infected_3,Susceptible_4,Recovered_4,Infected_4,Susceptible_5,Recovered_5,Infected_5,Susceptible_6,Recovered_6,Infected_6,Susceptible_7,Recovered_7,Infected_7,Susceptible_8,Recovered_8,Infected_8,Susceptible_9,Recovered_9,Infected_9,time
8090,0,10,8090,0,10,8090,0,10,8090,0,10,8090,0,10,8090,0,10,8090,0,10,8090,0,10,8090,0,10,8090,0,10,0
8090,0,10,8090,2,8,8090,0,10,8090,0,10,8090,0,10,8090,1,9,8090,1,9,8090,0,10,8090,1,9,8090,0,10,1
8051,0,12,8076,2,6,8075,0,8,8039,0,14,8058,0,9,8057,1,10,8060,1,6,8047,1,11,8062,1,8,8074,2,11,2
8014,2,17,8075,3,8,8074,0,10,8034,0,22,8042,1,9,8046,1,14,8056,3,11,8045,4,14,8059,2,16,8072,2,14,3
8006,4,28,8071,3,8,8068,2,11,8004,4,33,8036,2,18,8036,3,18,8054,3,15,8029,5,18,8051,6,19,8063,4,14,4
7987,5,39,8032,3,15,8056,3,13,7996,4,44,8001,4,19,8010,4,24,8048,4,19,8004,5,26,8049,7,21,8047,6,16,5
7954,9,58,8023,4,21,8019,4,19,7932,6,59,7952,4,33,7978,6,34,8025,6,28,7954,10,41,8033,9,26,8025,7,23,6
7947,11,62,7992,4,27,8013,4,29,7880,9,76,7922,7,63,7954,7,46,8005,7,34,7902,10,62,7988,11,33,8003,9,31,7
7868,14,76,7942,5,43,7974,5,42,7811,13,93,7874,8,83,7894,12,57,7975,9,42,7824,14,78,7941,16,42,7935,11,43,8
7793,16,102,7886,9,59,7944,6,56,7747,22,125,7797,11,109,7840,15,87,7923,11,64,7705,19,125,7852,18,60,7892,13,61,9
7734,22,139,7833,9,95,7916,9,70,7685,30,155,7742,19,139,7766,20,120,7862,14,85,7637,24,179,7795,19,101,7796,17,82,10
7660,29,168,7725,16,125,7856,12,85,7593,39,198,7684,25,177,7640,26,152,7761,21,107,7537,28,237,7714,24,125,7747,22,121,11
7628,38,206,7600,21,173,7826,17,111,7531,50,250,7621,37,209,7544,35,195,7673,24,154,7397,47,290,7651,31,167,7682,29,159,12
