Susceptible_0,Recovered_0,Infected_0,Susceptible_1,Recovered_1,Infected_1,Susceptible_2,Recovered_2,Infected_2,Susceptible_3,Recovered_3,Infected_3,Susceptible_4,Recovered_4,Infected_4,Susceptible_5,Recovered_5,Infected_5,Susceptible_6,Recovered_6,Infected_6,Susceptible_7,Recovered_7,Infected_7,Susceptible_8,Recovered_8,Infected_8,Susceptible_9,Recovered_9,Infected_9,time
8090,0,10,8090,0,10,8090,0,10,8090,0,10,8090,0,10,8090,0,10,8090,0,10,8090,0,10,8090,0,10,8090,0,10,0
8090,0,10,8090,1,9,8090,0,10,8090,1,9,8090,0,10,8090,0,10,8090,0,10,8090,1,9,8090,0,10,8090,0,10,1
8064,1,7,8064,0,2,8064,0,7,8065,1,4,8064,0,7,8075,0,10,8064,0,8,8071,1,5,8070,0,7,8081,0,5,2
8064,2,11,8064,0,6,8064,1,10,8065,2,14,8064,0,9,8075,1,10,8064,2,8,8070,2,8,8070,1,8,8081,1,7,3
8064,1,16,8064,0,14,8064,2,13,8065,2,17,8064,0,16,8074,3,8,8064,4,11,8070,2,10,8070,1,12,8081,1,8,4
8064,2,17,8064,2,18,8064,2,18,8064,3,20,8064,1,20,8074,3,10,8064,5,16,8070,3,13,8070,1,15,8080,3,7,5
8064,3,20,8064,3,21,8064,5,18,8064,3,21,8064,5,20,8073,4,11,8064,6,17,8068,3,16,8070,1,17,8080,3,9,6
8064,4,23,8064,4,21,8064,7,18,8064,5,22,8064,4,23,8072,4,12,8064,7,19,8067,3,17,8068,1,15,8080,4,8,7
8064,8,23,8064,5,24,8064,9,16,8064,6,25,8064,7,20,8071,5,13,8064,10,17,8066,6,16,8068,3,18,8080,5,8,8
8064,8,23,8064,7,24,8064,10,18,8064,8,24,8064,10,19,8071,6,17,8064,9,18,8066,8,17,8067,3,19,8080,6,10,9
8064,11,20,8064,9,22,8064,11,19,8064,10,23,8064,11,19,8071,11,15,8064,12,20,8066,9,17,8067,5,19,8080,7,9,10
8064,14,18,8064,11,21,8064,14,17,8064,13,20,8064,13,18,8071,12,16,8064,13,22,8066,11,16,8066,7,17,8080,9,8,11
8064,17,15,8064,17,15,8064,17,15,8064,13,20,8064,15,17,8071,12,16,8064,17,17,8066,12,19,8066,8,17,8080,10,10,12
8064,17,15,8064,20,13,8064,20,12,8064,15,20,8064,21,12,8070,16,12,8064,19,15,8066,13,18,8066,11,16,8080,11,9,13
8064,17,18,8064,21,12,8064,20,13,8064,17,18,8064,21,13,8070,16,12,8064,21,14,8064,14,17,8066,15,13,8080,10,9,14
8064,20,15,8064,23,10,8064,22,12,8064,20,16,8064,22,13,8070,16,12,8064,21,14,8064,14,18,8064,18,12,8080,11,8,15
8064,22,13,8064,23,10,8064,22,12,8064,22,14,8064,23,12,8070,17,11,8064,22,13,8064,15,18,8064,20,10,8080,13,6,16
8064,25,10,8064,25,10,8064,24,12,8064,24,11,8064,26,9,8070,19,9,8064,24,11,8064,18,16,8064,20,11,8080,13,6,17
8064,26,9,8064,25,11,8064,25,11,8064,24,11,8064,27,9,8070,19,10,8064,25,10,8064,21,13,8064,21,14,8080,13,6,18
8064,29,6,8064,26,10,8064,25,11,8064,24,11,8064,28,8,8070,20,9,8064,26,9,8064,22,12,8064,21,14,8080,14,5,19
8064,29,7,8064,26,10,8064,28,8,8064,26,9,8064,28,8,8064,22,7,8064,27,8,8064,25,11,8064,23,12,8080,15,4,20
8064,29,7,8064,28,8,8064,30,6,8064,27,8,8064,31,5,8064,23,7,8064,29,6,8064,26,10,8064,24,11,8080,15,4,21
8064,30,6,8064,28,8,8064,31,5,8064,28,7,8064,31,5,8064,25,6,8064,30,5,8064,25,10,8064,27,8,8080,16,3,22
8064,30,6,8064,29,7,8064,32,4,8064,30,5,8064,31,5,8064,25,8,8064,30,5,8064,27,8,8064,28,8,8080,16,3,23
8064,33,3,8064,31,5,8064,34,2,8064,31,4,8064,33,3,8064,26,8,8064,30,5,8064,29,7,8064,30,6,8080,16,3,24
8064,33,3,8064,31,5,8064,35,1,8064,31,4,8064,33,3,8064,26,8,8064,32,4,8064,30,6,8064,30,6,8080,17,2,25
8064,33,3,8064,33,3,8064,35,1,8064,33,2,8064,33,3,8064,29,5,8064,32,4,8064,30,6,8064,32,4,8080,17,2,26
8064,34,2,8064,33,3,8064,35,1,8064,34,1,8064,34,2,8064,30,5,8064,32,4,8064,30,6,8064,33,3,8080,17,2,27
8064,34,2,8064,33,3,8064,35,1,8064,34,1,8064,34,2,8064,31,4,8064,33,3,8064,31,5,8064,33,3,8080,17,3,28
8064,34,2,8064,33,3,8064,35,1,8064,34,1,8064,35,1,8064,32,3,8064,34,2,8064,31,5,8064,34,2,8080,18,2,29
8064,34,2,8064,34,2,8064,35,1,8064,35,0,8064,35,1,8064,32,3,8064,34,2,8064,31,5,8064,34,2,8079,18,2,30
8064,35,1,8064,34,2,8064,35,1,8064,35,0,8064,35,1,8064,32,3,8064,34,2,8064,32,4,8064,34,2,8079,19,1,31
8064,35,1,8064,34,2,8064,35,1,8064,35,0,8064,35,1,8064,33,2,8064,34,2,8064,32,4,8064,34,2,8079,19,1,32
8064,35,1,8064,34,2,8064,35,1,8064,35,0,8064,35,1,8064,33,2,8064,34,2,8064,32,4,8064,35,1,8079,19,1,33
8064,35,1,8064,34,2,8064,35,1,8064,35,0,8064,35,1,8064,33,2,8064,34,2,8064,33,3,8064,35,1,8079,19,1,34
8064,35,1,8064,34,2,8064,35,1,8064,35,0,8064,35,1,8064,33,3,8064,34,2,8064,33,3,8064,35,1,8079,19,2,35
8064,35,1,8064,34,2,8064,35,1,8064,35,0,8064,35,1,8064,33,3,8064,34,2,8064,33,3,8064,35,1,8079,19,2,36
8064,36,0,8064,34,2,8064,35,1,8064,35,0,8064,35,1,8064,34,2,8064,34,2,8064,34,2,8064,35,1,8079,19,2,37
8064,36,0,8064,34,2,8064,35,1,8064,35,0,8064,35,1,8064,33,2,8064,34,2,8064,34,2,8064,35,1,8079,19,2,38
8064,36,0,8064,34,2,8064,36,0,8064,35,0,8064,35,1,8064,33,2,8064,34,2,8064,35,1,8064,35,1,8079,19,2,39
8064,36,0,8064,34,2,8064,36,0,8064,35,0,8064,35,1,8064,34,1,8064,35,1,8064,36,0,8064,35,1,8079,19,2,40
8064,36,0,8064,34,2,8064,36,0,8064,35,0,8064,35,1,8064,34,2,8064,35,1,8064,36,0,8064,36,0,8079,19,2,41
8064,36,0,8064,34,2,8064,36,0,8064,35,0,8064,35,1,8064,34,2,8064,36,0,8064,36,0,8064,36,0,8079,20,1,42
8064,36,0,8064,34,2,8064,36,0,8064,35,0,8064,35,1,8064,34,2,8064,36,0,8064,36,0,8064,36,0,8079,21,0,43
8064,36,0,8064,36,0,8064,36,0,8064,35,0,8064,35,1,8064,34,2,8064,36,0,8064,36,0,8064,36,0,8079,21,0,44
8064,36,0,8064,36,0,8064,36,0,8064,35,0,8064,35,1,8064,34,2,8064,36,0,8064,36,0,8064,36,0,8079,21,0,45
8064,36,0,8064,36,0,8064,36,0,8064,35,0,8064,36,0,8064,35,1,8064,36,0,8064,36,0,8064,36,0,8079,21,0,46
8064,36,0,8064,36,0,8064,36,0,8064,35,0,8064,36,0,8064,35,1,8064,36,0,8064,36,0,8064,36,0,8079,21,0,47
8064,36,0,8064,36,0,8064,36,0,8064,35,0,8064,36,0,8064,35,1,8064,36,0,8064,36,0,8064,36,0,8079,21,0,48
8064,36,0,8064,36,0,8064,36,0,8064,35,0,8064,36,0,8064,35,1,8064,36,0,8064,36,0,8064,36,0,8079,21,0,49
8064,36,0,8064,36,0,8064,36,0,8064,35,0,8064,36,0,8064,35,1,8064,36,0,8064,36,0,8064,36,0,8079,21,0,50
8064,36,0,8064,36,0,8064,36,0,8064,35,0,8064,36,0,8064,35,1,8064,36,0,8064,36,0,8064,36,0,8079,21,0,51
8064,36,0,8064,36,0,8064,36,0,8064,35,0,8064,36,0,8064,35,1,8064,36,0,8064,36,0,8064,36,0,8079,21,0,52
8064,36,0,8064,36,0,8064,36,0,8064,35,0,8064,36,0,8064,35,1,8064,36,0,8064,36,0,8064,36,0,8079,21,0,53
8064,36,0,8064,36,0,8064,36,0,8064,35,0,8064,36,0,8064,35,1,8064,36,0,8064,36,0,8064,36,0,8079,21,0,54
8064,36,0,8064,36,0,8064,36,0,8064,35,0,8064,36,0,8064,35,1,8064,36,0,8064,36,0,8064,36,0,8079,21,0,55
8064,36,0,8064,36,0,8064,36,0,8064,35,0,8064,36,0,8064,35,1,8064,36,0,8064,36,0,8064,36,0,8079,21,0,56
8064,36,0,8064,36,0,8064,36,0,8064,35,0,8064,36,0,8064,35,1,8064,36,0,8064,36,0,8064,36,0,8079,21,0,57
8064,36,0,8064,36,0,8064,36,0,8064,35,0,8064,36,0,8064,35,1,8064,36,0,8064,36,0,8064,36,0,8079,21,0,58
8064,36,0,8064,36,0,8064,36,0,8064,35,0,8064,36,0,8064,35,1,8064,36,0,8064,36,0,8064,36,0,8079,21,0,59
8064,36,0,8064,36,0,8064,36,0,8064,35,0,8064,36,0,8064,35,1,8064,36,0,8064,36,0,8064,36,0,8079,21,0,60
8064,36,0,8064,36,0,8064,36,0,8064,35,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8079,21,0,61
8064,36,0,8064,36,0,8064,36,0,8064,35,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8079,21,0,62
8064,36,0,8064,36,0,8064,36,0,8064,35,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8079,21,0,63
8064,36,0,8064,36,0,8064,36,0,8064,35,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8079,21,0,64
8064,36,0,8064,36,0,8064,36,0,8064,35,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8079,21,0,65
8064,36,0,8064,36,0,8064,36,0,8064,35,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8079,21,0,66
8064,36,0,8064,36,0,8064,36,0,8064,35,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8079,21,0,67
8064,36,0,8064,36,0,8064,36,0,8064,35,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8079,21,0,68
8064,36,0,8064,36,0,8064,36,0,8064,35,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8079,21,0,69
8064,36,0,8064,36,0,8064,36,0,8064,35,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8079,21,0,70
8064,36,0,8064,36,0,8064,36,0,8064,35,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8079,21,0,71
8064,36,0,8064,36,0,8064,36,0,8064,35,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8079,21,0,72
8064,36,0,8064,36,0,8064,36,0,8064,35,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8079,21,0,73
8064,36,0,8064,36,0,8064,36,0,8064,35,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8079,21,0,74
8064,36,0,8064,36,0,8064,36,0,8064,35,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8079,21,0,75
8064,36,0,8064,36,0,8064,36,0,8064,35,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8079,21,0,76
8064,36,0,8064,36,0,8064,36,0,8064,35,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8079,21,0,77
8064,36,0,8064,36,0,8064,36,0,8064,35,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8079,21,0,78
8064,36,0,8064,36,0,8064,36,0,8064,35,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8079,21,0,79
8064,36,0,8064,36,0,8064,36,0,8064,35,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8079,21,0,80
8064,36,0,8064,36,0,8064,36,0,8064,35,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8079,21,0,81
8064,36,0,8064,36,0,8064,36,0,8064,35,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8079,21,0,82
8064,36,0,8064,36,0,8064,36,0,8064,35,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8079,21,0,83
8064,36,0,8064,36,0,8064,36,0,8064,35,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8079,21,0,84
8064,36,0,8064,36,0,8064,36,0,8064,35,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8079,21,0,85
8064,36,0,8064,36,0,8064,36,0,8064,35,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8079,21,0,86
8064,36,0,8064,36,0,8064,36,0,8064,35,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8079,21,0,87
8064,36,0,8064,36,0,8064,36,0,8064,35,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8079,21,0,88
8064,36,0,8064,36,0,8064,36,0,8064,35,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8079,21,0,89
8064,36,0,8064,36,0,8064,36,0,8064,35,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8064,36,0,8079,21,0,90
