av_infections,sd_infections,av_susceptible,sd_susceptible,av_recovered,sd_recovered,time
10.0,0.0,8090.0,0.0,0.0,0.0,0
9.5,0.7071067811865476,8090.0,0.0,0.5,0.7071067811865476,1
5.7,1.7669811040931427,8060.2,8.715248450592533,0.7,0.8232726023485646,2
9.8,1.4757295747452437,8053.1,13.395272798018459,1.1,0.9944289260117533,3
16.1,4.840798832148816,8038.8,21.274920028574073,2.0,1.0540925533894598,4
24.8,6.89283041363351,8013.3,22.40064483198841,2.4,1.349897115421106,5
38.3,10.708771067577164,7989.7,26.833022772529954,3.9,0.875595035770913,6
50.4,12.37560324006695,7962.6,34.0692106029933,6.1,1.595131481867387,7
65.1,13.076271979768887,7931.6,36.07461403504933,7.9,2.4244128727957577,8
79.9,14.502490207623731,7896.2,36.62057709357769,11.6,4.115013163202923,9
98.5,16.077935190813527,7854.4,39.316945738729785,15.9,4.998888765404657,10
120.5,18.130698337963217,7813.6,47.819568286540516,22.1,6.349978127696364,11
141.3,19.528042514405904,7770.3,59.265972999315174,31.9,8.412292592787454,12
167.2,27.405595535705235,7723.4,60.09474001755709,43.0,9.321420969406375,13
187.4,30.70721956370087,7669.9,69.16718875304967,55.4,12.61568688401688,14
214.6,35.6439179789328,7620.3,69.91908021261277,68.0,14.757295747452437,15
239.7,37.68008610511511,7564.7,74.64143919060271,86.0,18.58912465813158,16
268.9,42.49039107060952,7500.4,83.51739672400929,104.2,19.84831367032362,17
294.1,46.98333037720222,7436.4,86.97534772055305,125.6,23.604142762565125,18
314.7,51.422109382378835,7362.3,97.21116762548998,153.7,25.63872938435999,19
346.5,55.422117526409174,7291.9,101.72451905896521,179.5,30.163443658397714,20
372.6,51.7304982041005,7226.1,117.09772746632522,212.8,33.63133459538391,21
401.3,57.80820779862397,7152.3,120.62066342233591,246.2,37.735335635920286,22
431.6,56.62782982872565,7066.6,131.7507748237811,283.5,42.32217700764774,23
461.7,60.79665560977291,6975.8,147.74512588313098,323.4,46.93541662042996,24
490.4,65.82164453193866,6887.3,161.69109781033436,365.5,50.173587562470445,25
518.4,77.3724039234202,6793.0,166.04550915671012,410.7,50.990304089219855,26
550.8,78.76942441215513,6705.4,182.00073259925816,459.2,57.953621303782406,27
582.2,84.35217180896345,6618.3,203.2070919584802,506.2,63.67242556851261,28
608.8,96.82033762478716,6517.4,221.95104565346537,563.1,69.27954644449945,29
639.4,109.78686422134278,6409.5,247.47626148784454,623.6,76.21635869899148,30
669.2,122.6066882351856,6297.4,281.1066227133992,684.5,83.27364529069206,31
698.7,131.74643153505988,6198.0,294.85325917215914,746.8,91.76031579912721,32
731.5,135.4262817099317,6089.7,311.35512057955805,809.7,97.42581223109659,33
762.7,146.40966118698893,5979.9,338.30178834880553,878.3,107.18421318251842,34
794.9,151.7713558101279,5870.3,366.2230801635043,951.0,123.90498151585531,35
824.6,163.53538522968728,5750.0,381.10191112964344,1024.2,134.802571686646,36
851.8,173.05156585377793,5626.5,412.7308108467579,1112.1,148.51146607435922,37
874.2,183.889338703713,5519.0,447.4078427763396,1194.8,157.73029019324235,38
903.2,191.10543919231836,5400.3,472.7827901549153,1277.4,172.1105587825583,39
933.8,202.69506380000695,5286.5,503.5997639219286,1365.5,190.12291345922043,40
955.9,214.72900233653684,5156.9,515.0209165115962,1452.4,205.37564499121012,41
976.1,216.70638097563153,5037.2,544.1151430431696,1545.7,227.90887555239166,42
990.4,214.98847514330726,4906.2,579.8376784353819,1645.5,247.16042923125414,43
1011.4,223.91129195881717,4775.1,597.0619640279298,1743.7,265.1674732860139,44
1041.9,229.99828501776074,4660.3,611.701824602659,1837.4,284.3945615982603,45
1057.1,230.56715098016699,4541.4,644.6193019484016,1939.9,311.40272246008954,46
1072.2,225.01496246546213,4409.0,669.6256002009216,2046.4,335.9544281264615,47
1087.1,243.48919665744697,4297.3,695.0101597978423,2155.1,351.35656153448076,48
1095.4,236.66112669572266,4176.9,717.7429824727574,2262.9,379.3993644931127,49
1104.7,238.6471360723936,4033.1,725.9615003565959,2373.0,399.38397007836403,50
1119.5,227.51568932469007,3911.3,749.1688802340304,2485.3,425.02550250282366,51
1131.3,233.5513505277444,3790.1,786.3251306623177,2598.3,443.40075928366804,52
1138.0,227.20181924154275,3668.3,812.0963339133823,2715.8,468.59240758301286,53
1152.6,226.0880850956596,3546.6,818.0304531141992,2825.5,495.5881466612283,54
1153.1,224.11973486410238,3421.8,828.516586033939,2942.4,521.7172925381459,55
1154.5,223.59151743003727,3291.7,849.5198709336416,3061.0,545.6046594783116,56
1161.7,219.48072555212877,3154.3,864.7866853225199,3178.2,566.6032905736507,57
1179.0,212.95017674981577,3017.2,866.5247063221375,3292.8,592.2699834816325,58
1179.6,209.3981852834451,2895.4,867.342454474202,3413.0,612.946979762524,59
1188.7,208.48237335563888,2774.8,876.8548340517945,3535.4,627.6970606909036,60
