Susceptible_0,Recovered_0,Infected_0,Susceptible_1,Recovered_1,Infected_1,Susceptible_2,Recovered_2,Infected_2,Susceptible_3,Recovered_3,Infected_3,Susceptible_4,Recovered_4,Infected_4,Susceptible_5,Recovered_5,Infected_5,Susceptible_6,Recovered_6,Infected_6,Susceptible_7,Recovered_7,Infected_7,Susceptible_8,Recovered_8,Infected_8,Susceptible_9,Recovered_9,Infected_9,time
0,8369,1469,0,8528,1322,0,8550,1322,0,8535,1327,0,8605,1245,0,8500,1351,0,8574,1294,0,8818,1039,0,8628,1248,0,8356,1494,33
0,8547,1291,0,8697,1152,0,8700,1166,0,8714,1146,0,8754,1097,0,8688,1163,0,8729,1138,0,8949,907,0,8772,1105,0,8561,1296,34
0,8702,1141,0,8866,983,0,8836,1028,0,8850,1008,0,8897,950,0,8823,1026,0,8882,983,0,9060,796,0,8902,973,0,8729,1132,35
0,8848,995,0,8980,870,0,8964,899,0,8977,873,0,9023,823,0,8943,903,0,9009,852,0,9167,687,0,9007,865,0,8857,1001,36
0,8977,864,0,9084,765,0,9069,792,0,9077,771,0,9133,708,0,9060,784,0,9120,740,0,9253,599,0,9127,744,0,8984,871,37
0,9100,739,0,9193,655,0,9172,688,0,9203,644,0,9231,609,0,9157,685,0,9209,650,0,9335,517,0,9222,647,0,9094,757,38
0,9194,644,0,9292,553,0,9265,593,0,9282,562,0,9310,528,0,9251,589,0,9287,570,0,9412,440,0,9303,564,0,9189,659,39
0,9276,560,0,9377,467,0,9345,512,0,9366,477,0,9387,446,0,9325,515,0,9359,498,0,9476,375,0,9373,492,0,9267,579,40
0,9351,482,0,9451,391,0,9404,453,0,9438,402,0,9449,381,0,9398,441,0,9428,427,0,9531,319,0,9436,428,0,9338,507,41
0,9415,418,0,9507,335,0,9474,383,0,9489,350,0,9507,323,0,9455,382,0,9488,366,0,9590,259,0,9497,367,0,9408,435,42
0,9480,351,0,9565,277,0,9537,320,0,9546,290,0,9552,277,0,9521,315,0,9541,312,0,9630,219,0,9554,310,0,9477,366,43
0,9533,298,0,9606,236,0,9589,267,0,9591,245,0,9596,233,0,9569,267,0,9580,273,0,9659,190,0,9606,257,0,9515,328,44
0,9584,246,0,9640,202,0,9627,229,0,9637,199,0,9628,201,0,9614,221,0,9623,230,0,9696,153,0,9646,217,0,9558,285,45
0,9635,195,0,9671,170,0,9669,187,0,9682,154,0,9660,169,0,9649,185,0,9655,198,0,9723,126,0,9682,181,0,9606,237,46
0,9667,163,0,9697,144,0,9698,158,0,9714,122,0,9690,139,0,9675,159,0,9689,164,0,9753,96,0,9723,140,0,9639,204,47
0,9697,132,0,9733,108,0,9726,130,0,9741,95,0,9714,115,0,9705,129,0,9712,141,0,9764,85,0,9742,121,0,9666,176,48
0,9716,113,0,9753,87,0,9746,109,0,9753,83,0,9741,88,0,9724,110,0,9734,119,0,9781,67,0,9762,101,0,9702,140,49
0,9739,90,0,9769,71,0,9765,90,0,9766,70,0,9757,72,0,9748,86,0,9764,89,0,9798,50,0,9779,83,0,9731,111,50
0,9761,68,0,9787,53,0,9782,73,0,9781,55,0,9776,53,0,9766,68,0,9791,62,0,9808,40,0,9798,64,0,9753,89,51
0,9779,50,0,9795,45,0,9802,53,0,9794,42,0,9786,43,0,9791,42,0,9804,48,0,9817,31,0,9810,52,0,9771,71,52
0,9792,37,0,9802,38,0,9815,40,0,9800,36,0,9796,33,0,9804,29,0,9815,36,0,9824,24,0,9820,42,0,9788,54,53
0,9799,30,0,9814,26,0,9827,28,0,9808,28,0,9800,29,0,9809,24,0,9826,25,0,9832,16,0,9830,32,0,9801,41,54
0,9805,24,0,9821,19,0,9837,18,0,9815,21,0,9804,25,0,9815,18,0,9828,23,0,9835,13,0,9835,27,0,9806,36,55
0,9811,17,0,9826,14,0,9842,13,0,9822,14,0,9809,20,0,9819,14,0,9834,17,0,9837,11,0,9842,20,0,9813,29,56
0,9817,11,0,9828,12,0,9844,11,0,9827,9,0,9816,13,0,9822,11,0,9837,14,0,9840,8,0,9850,12,0,9819,23,57
0,9820,8,0,9830,10,0,9847,8,0,9829,7,0,9818,11,0,9826,7,0,9840,11,0,9843,5,0,9854,8,0,9824,18,58
0,9821,7,0,9833,7,0,9848,7,0,9831,5,0,9819,10,0,9827,6,0,9844,7,0,9845,3,0,9855,7,0,9828,14,59
0,9821,7,0,9833,7,0,9850,5,0,9832,4,0,9821,8,0,9829,4,0,9846,5,0,9847,1,0,9857,5,0,9830,12,60
