Susceptible_0,Recovered_0,Infected_0,Susceptible_1,Recovered_1,Infected_1,Susceptible_2,Recovered_2,Infected_2,Susceptible_3,Recovered_3,Infected_3,Susceptible_4,Recovered_4,Infected_4,Susceptible_5,Recovered_5,Infected_5,Susceptible_6,Recovered_6,Infected_6,Susceptible_7,Recovered_7,Infected_7,Susceptible_8,Recovered_8,Infected_8,Susceptible_9,Recovered_9,Infected_9,time
8090,0,10,8090,0,10,8090,0,10,8090,0,10,8090,0,10,8090,0,10,8090,0,10,8090,0,10,8090,0,10,8090,0,10,0
8090,0,10,8090,0,10,8090,1,9,8090,0,10,8090,0,10,8090,1,9,8090,0,10,8090,0,10,8090,0,10,8090,0,10,1
8053,0,7,8062,0,7,8069,1,7,8070,0,8,8044,0,6,8083,1,5,8051,0,2,8043,0,3,8053,1,3,8058,0,5,2
8019,1,14,8053,0,20,8062,2,8,8062,1,11,8039,0,16,8082,1,9,8038,0,11,8041,0,9,8051,1,8,8047,0,10,3
8014,2,26,8013,0,30,8058,2,12,8028,1,17,8034,0,26,8073,3,9,8016,1,22,8023,1,22,8035,1,16,8027,3,19,4
7977,3,42,7966,0,43,8055,2,22,7999,2,21,8004,1,35,8066,4,9,7994,3,29,7996,2,35,8025,2,20,8009,3,34,5
7929,7,58,7925,1,60,8032,4,25,7985,4,38,7983,3,48,8035,4,11,7942,8,44,7977,5,49,8012,2,29,7969,4,45,6
7921,11,73,7895,4,82,7988,7,33,7969,5,49,7971,4,63,8025,5,20,7887,13,54,7948,8,63,7988,2,42,7957,7,60,7
7891,13,81,7873,8,100,7972,9,40,7938,7,57,7939,9,71,8022,8,26,7875,20,75,7915,12,74,7967,7,50,7931,12,73,8
7881,20,97,7839,17,113,7951,8,56,7924,11,72,7895,12,83,8012,10,31,7854,24,109,7896,17,96,7959,9,60,7900,14,88,9
7861,25,122,7797,24,137,7936,12,65,7890,16,99,7877,17,107,8003,14,39,7820,25,125,7838,24,110,7945,15,74,7883,20,103,10
7825,37,134,7734,31,156,7879,18,78,7856,21,112,7838,25,124,7956,16,52,7799,40,140,7800,36,122,7902,19,87,7862,24,122,11
7797,50,138,7673,46,177,7849,19,94,7831,32,132,7801,35,142,7924,20,69,7775,52,150,7770,50,137,7887,26,101,7811,34,136,12
7778,65,145,7621,59,222,7809,22,127,7771,46,142,7761,48,150,7889,25,84,7706,63,161,7733,60,160,7875,30,113,7762,49,147,13
7727,81,155,7579,76,247,7774,32,144,7749,53,161,7693,57,168,7829,31,98,7654,75,193,7672,73,174,7856,38,125,7746,61,163,14
7670,100,161,7530,94,271,7752,46,162,7720,68,184,7618,72,192,7787,36,122,7605,93,213,7610,88,196,7835,46,135,7700,78,172,15
