av_infections_4,sd_infections_4,av_susceptible_4,sd_susceptible_4,av_recovered_4,sd_recovered_4,time
10.0,0.0,9926.0,0.0,0.0,0.0,0
9.9,0.31622776601683794,9926.0,0.0,0.1,0.31622776601683794,1
13.5,5.835713800003866,9802.6,68.77854962769199,0.2,0.42163702135578396,2
34.0,15.44884030167529,9750.4,96.41369197370257,0.8,0.6324555320336759,3
69.4,31.316307430971346,9595.5,170.06943026632126,2.8,1.813529401164726,4
129.3,60.677746241014,9296.3,318.9838205579991,6.2,3.2930904093942583,5
237.4,113.14022764300552,8838.1,494.0743196456717,11.5,6.078194176270157,6
423.6,193.83452278224905,8184.2,747.0715866338081,23.1,9.982762921934768,7
687.1,295.9269617095858,7289.9,1059.8568509211252,43.5,19.16159353150637,8
1069.7,439.7287168748983,6249.9,1363.297428215053,78.7,32.85337797616015,9
1554.1,596.5646933345397,5178.9,1593.3205334213899,138.1,56.400256106589524,10
2115.7,757.2571924752882,4109.3,1779.2844410667515,219.3,89.69212773581513,11
2727.8,918.4023325560777,3152.0,1870.1738481280884,340.8,132.10669088951468,12
3366.6,1031.2330483455232,2257.0,1816.6675840976277,507.1,189.21971356071757,13
3963.2,1084.7205272429496,1457.3,1712.5013576636954,724.0,262.15389882026676,14
4483.3,1079.2088717615738,919.5,1525.7490874248551,1004.5,351.47095660002026,15
4898.0,998.924644026988,560.7,1240.289307648287,1348.1,444.9165839420539,16
5149.7,873.1982147383388,368.2,976.8116843418013,1751.1,545.0144646398539,17
5264.3,676.5477810177193,253.2,749.5995671764433,2208.9,644.8173643236768,18
5252.6,478.3281532820562,157.6,485.76542121114846,2704.7,749.2348763905748,19
5109.8,282.1728390740525,84.2,262.06564063226597,3251.6,837.60998614444,20
4907.4,206.83498522037104,39.4,124.24277309633213,3778.9,902.3021728396265,21
4626.7,295.75780256449326,15.2,48.06662043455937,4318.6,939.9872575968487,22
4309.9,421.91269502377173,4.2,13.281566172707192,4848.5,959.2368784032903,23
3965.2,527.2114903485655,0.4,1.2649110640673518,5364.3,957.5206467167634,24
3625.3,599.4962792952838,0.3,0.9486832980505139,5843.2,932.0988025835984,25
3288.6,638.2357975962593,0.2,0.6324555320336759,6289.5,902.3154474277089,26
2947.2,628.9274467959983,0.2,0.6324555320336759,6712.3,833.6247557104656,27
2642.1,620.6651360525344,0.2,0.6324555320336759,7082.6,777.9523264456648,28
2352.3,582.2527229076162,0.2,0.6324555320336759,7419.5,701.6754947979871,29
2087.3,538.5721967490628,0.2,0.6324555320336759,7717.0,631.7204022878054,30
1830.4,495.5668359453535,0.2,0.6324555320336759,7996.0,562.0933097706188,31
1606.0,442.3377291919226,0.2,0.6324555320336759,8235.2,489.5793659413717,32
1413.2,402.05411465511844,0.2,0.6324555320336759,8435.8,431.336888187309,33
1238.1,356.3850757568591,0.2,0.6324555320336759,8612.9,376.4567113966167,34
1086.1,323.0797803088959,0.2,0.6324555320336759,8766.5,334.8977455881123,35
950.8,288.0905721778791,0.2,0.6324555320336759,8901.3,294.1530402887434,36
828.5,251.54732269605964,0.2,0.6324555320336759,9023.2,252.75011814482346,37
716.6,223.805073917262,0.2,0.6324555320336759,9135.0,221.55410676000167,38
619.2,193.34873501870484,0.2,0.6324555320336759,9230.5,191.20974521887388,39
533.4,168.35953591446292,0.2,0.6324555320336759,9314.8,166.2566957715956,40
458.9,149.54259891044052,0.2,0.6324555320336759,9387.6,147.0715623240756,41
392.1,128.81377600586393,0.2,0.6324555320336759,9453.9,126.4185728267629,42
331.3,114.67640462526622,0.2,0.6324555320336759,9513.5,113.33848027528475,43
280.8,96.23328137627045,0.2,0.6324555320336759,9563.7,95.28209578812684,44
235.7,82.42039930880111,0.2,0.6324555320336759,9608.3,82.36106145773283,45
195.2,70.69150506877675,0.2,0.6324555320336759,9648.2,71.59577889481723,46
161.8,63.738702702692514,0.2,0.6324555320336759,9681.5,65.43911504427437,47
133.3,53.40214311138541,0.2,0.6324555320336759,9709.6,55.58017232391022,48
111.3,46.692968778321784,0.2,0.6324555320336759,9731.2,49.07771614717032,49
89.5,38.82224448259872,0.2,0.6324555320336759,9752.9,41.51157803686956,50
69.6,33.19705475557198,0.2,0.6324555320336759,9772.8,36.11955456843595,51
54.1,29.129786206638123,0.2,0.6324555320336759,9788.1,31.93900436770063,52
43.0,25.841396591085743,0.2,0.6324555320336759,9799.1,28.765140940613055,53
32.5,19.642640691448115,0.2,0.6324555320336759,9809.6,23.9220957833269,54
26.3,17.59450671848082,0.2,0.6324555320336759,9815.8,22.129919415427914,55
19.4,12.509551905999228,0.2,0.6324555320336759,9822.6,18.02590728183559,56
14.0,8.956685895029603,0.2,0.6324555320336759,9828.0,15.304320377665329,57
10.8,8.024961059095553,0.2,0.6324555320336759,9831.2,14.927975229227991,58
8.7,7.0087247215326,0.2,0.6324555320336759,9833.3,14.461058820923945,59
6.5,4.813176359397884,0.2,0.6324555320336759,9835.5,13.615758843666734,60
