Susceptible_0,Recovered_0,Infected_0,Susceptible_1,Recovered_1,Infected_1,Susceptible_2,Recovered_2,Infected_2,Susceptible_3,Recovered_3,Infected_3,Susceptible_4,Recovered_4,Infected_4,Susceptible_5,Recovered_5,Infected_5,Susceptible_6,Recovered_6,Infected_6,Susceptible_7,Recovered_7,Infected_7,Susceptible_8,Recovered_8,Infected_8,Susceptible_9,Recovered_9,Infected_9,time
323,5482,3305,177,6701,2668,89,6129,3289,340,5416,3512,144,6271,3027,256,5581,3376,0,6009,3334,90,7014,2497,132,6057,3198,196,4854,3807,33
292,5848,3132,166,7029,2415,87,6526,2989,322,5806,3258,133,6624,2778,235,5962,3135,0,6404,3064,85,7333,2237,126,6461,2926,185,5294,3616,34
262,6204,2910,158,7316,2192,85,6899,2689,310,6176,3008,128,6953,2529,214,6319,2912,0,6781,2788,81,7612,2013,121,6796,2684,177,5707,3365,35
238,6529,2695,151,7591,1969,83,7253,2390,298,6559,2730,127,7231,2314,206,6659,2658,0,7125,2529,79,7895,1772,116,7132,2415,169,6117,3100,36
232,6839,2485,148,7841,1763,82,7555,2126,275,6930,2431,124,7518,2072,198,6958,2435,0,7430,2292,73,8091,1603,114,7432,2163,164,6487,2848,37
216,7139,2275,142,8055,1577,81,7814,1894,265,7230,2205,123,7787,1838,192,7279,2184,0,7726,2044,70,8288,1428,111,7691,1943,161,6834,2583,38
206,7430,2046,139,8271,1383,81,8040,1686,260,7486,1982,117,8026,1632,187,7512,1998,0,7980,1819,66,8468,1261,108,7934,1737,156,7141,2346,39
202,7694,1829,137,8452,1221,80,8269,1468,255,7748,1752,117,8226,1451,186,7754,1794,0,8208,1605,64,8627,1118,106,8181,1512,154,7440,2112,40
193,7894,1673,134,8625,1062,80,8457,1289,247,7960,1570,117,8414,1279,183,7964,1609,0,8435,1396,63,8774,983,105,8379,1332,152,7693,1905,41
190,8112,1479,134,8748,940,80,8625,1131,243,8150,1403,116,8580,1124,182,8170,1426,0,8602,1244,60,8898,867,105,8561,1167,151,7935,1695,42
184,8300,1312,133,8868,832,79,8780,981,237,8344,1224,116,8729,981,181,8355,1264,0,8752,1098,59,9018,750,104,8728,1010,149,8116,1534,43
183,8452,1172,132,8976,726,79,8913,849,233,8516,1066,116,8850,860,179,8521,1111,0,8903,944,58,9118,652,104,8852,891,149,8318,1343,44
180,8615,1026,132,9076,628,79,9039,723,233,8668,920,116,8967,750,177,8651,990,0,9048,807,58,9213,563,104,8969,777,148,8514,1158,45
178,8748,898,132,9160,550,79,9128,633,231,8801,788,116,9069,650,177,8780,863,0,9161,696,58,9290,488,104,9083,665,147,8649,1036,46
178,8862,795,131,9237,475,79,9228,534,230,8887,702,116,9159,559,174,8898,752,0,9266,591,57,9346,432,104,9165,582,147,8781,911,47
178,8974,688,129,9312,402,79,9313,450,229,8982,613,116,9230,489,174,8977,672,0,9338,518,57,9414,363,104,9242,508,146,8920,773,48
177,9074,592,129,9372,343,79,9390,372,227,9074,525,116,9283,433,174,9048,602,0,9408,450,56,9477,301,104,9307,441,146,9036,658,49
177,9158,506,129,9422,294,79,9443,318,227,9141,460,115,9342,373,174,9132,517,0,9468,389,55,9525,254,103,9371,378,146,9128,568,50
177,9235,428,129,9476,239,79,9489,272,226,9204,396,115,9407,309,174,9193,458,0,9509,347,55,9563,216,103,9419,329,145,9198,499,51
177,9302,364,129,9514,201,79,9525,237,226,9263,340,115,9452,264,173,9262,394,0,9562,293,55,9602,177,103,9454,293,144,9270,426,52
177,9361,306,129,9548,168,79,9558,204,224,9299,306,115,9493,223,173,9316,340,0,9610,244,55,9626,155,103,9494,252,144,9335,362,53
176,9397,271,129,9571,146,79,9582,180,224,9347,265,115,9528,189,173,9368,286,0,9645,209,55,9650,130,103,9537,208,144,9385,314,54
176,9434,235,129,9591,128,79,9607,155,222,9396,217,115,9556,161,173,9408,246,0,9672,181,55,9672,108,103,9572,173,144,9436,263,55
176,9468,202,129,9619,100,79,9630,132,221,9446,168,115,9580,137,173,9449,205,0,9691,162,55,9694,88,103,9601,143,144,9483,215,56
176,9510,162,129,9637,83,79,9651,111,221,9475,140,115,9600,117,173,9479,175,0,9724,128,55,9708,74,103,9621,123,144,9517,180,57
176,9533,139,129,9654,65,79,9676,86,221,9496,120,115,9619,98,173,9511,142,0,9755,97,55,9722,60,103,9642,102,144,9550,147,58
176,9559,114,129,9669,50,79,9691,71,221,9511,106,115,9639,78,173,9544,109,0,9773,78,55,9736,46,103,9663,81,144,9574,123,59
176,9580,92,129,9677,42,79,9701,61,221,9523,94,115,9656,61,173,9560,93,0,9784,67,55,9751,31,103,9680,64,144,9593,104,60
176,9591,81,129,9689,30,79,9712,50,221,9537,80,115,9670,46,173,9580,73,0,9796,55,55,9754,28,103,9696,48,144,9608,89,61
176,9610,62,129,9697,22,79,9722,40,221,9553,64,115,9677,39,173,9588,65,0,9806,45,55,9760,22,103,9704,40,144,9625,71,62
176,9619,53,129,9703,16,79,9734,28,220,9570,47,115,9684,32,173,9599,54,0,9813,38,55,9764,19,103,9715,29,144,9636,60,63
176,9625,48,129,9703,16,79,9743,19,220,9572,45,115,9693,23,173,9605,48,0,9820,31,55,9767,16,103,9720,24,144,9641,55,64
176,9631,42,129,9704,15,79,9744,18,220,9583,35,115,9698,18,173,9612,41,0,9826,25,55,9770,13,103,9726,18,144,9653,43,65
176,9638,35,129,9706,13,79,9746,16,220,9588,31,115,9703,13,173,9620,33,0,9834,17,55,9772,11,103,9734,10,144,9659,37,66
176,9640,33,129,9707,12,79,9748,14,220,9597,22,115,9705,11,173,9628,25,0,9841,10,55,9773,10,103,9736,8,144,9668,28,67
176,9647,26,129,9711,8,79,9752,10,220,9605,14,115,9710,6,173,9635,18,0,9844,7,55,9775,8,103,9738,6,144,9675,21,68
176,9651,22,129,9712,7,79,9755,7,220,9608,11,115,9712,4,173,9639,14,0,9847,4,55,9777,6,103,9740,4,144,9681,15,69
176,9657,16,129,9716,3,79,9757,5,220,9612,8,115,9712,4,173,9643,10,0,9849,2,55,9780,3,103,9740,4,144,9684,12,70
176,9663,10,129,9717,2,79,9759,3,219,9615,5,115,9713,3,173,9646,7,0,9849,2,55,9782,1,103,9742,2,144,9689,7,71
176,9665,8,129,9717,2,79,9760,2,219,9616,4,115,9713,3,173,9648,5,0,9850,1,55,9782,1,103,9742,2,144,9689,7,72
176,9668,5,129,9717,2,79,9761,1,219,9617,4,115,9713,3,173,9650,3,0,9850,1,55,9782,1,103,9743,1,144,9690,6,73
176,9669,4,129,9717,2,79,9761,1,219,9617,3,115,9713,3,173,9650,3,0,9850,1,55,9782,1,103,9743,1,144,9690,6,74
176,9670,3,129,9717,2,79,9762,0,219,9617,3,115,9715,1,173,9651,2,0,9850,1,55,9782,1,103,9744,0,144,9691,5,75
176,9670,3,129,9718,1,79,9762,0,219,9619,1,115,9715,1,173,9652,1,0,9851,0,55,9782,1,103,9744,0,144,9693,3,76
176,9670,3,129,9718,1,79,9762,0,219,9619,1,115,9716,0,173,9653,0,0,9851,0,55,9783,0,103,9744,0,144,9694,2,77
176,9670,3,129,9718,1,79,9762,0,219,9619,1,115,9716,0,173,9653,0,0,9851,0,55,9783,0,103,9744,0,144,9695,1,78
176,9671,2,129,9719,0,79,9762,0,219,9619,1,115,9716,0,173,9653,0,0,9851,0,55,9783,0,103,9744,0,144,9696,0,79
176,9671,2,129,9719,0,79,9762,0,219,9619,1,115,9716,0,173,9653,0,0,9851,0,55,9783,0,103,9744,0,144,9696,0,80
176,9671,2,129,9719,0,79,9762,0,219,9620,0,115,9716,0,173,9653,0,0,9851,0,55,9783,0,103,9744,0,144,9696,0,81
176,9671,2,129,9719,0,79,9762,0,219,9620,0,115,9716,0,173,9653,0,0,9851,0,55,9783,0,103,9744,0,144,9696,0,82
176,9671,2,129,9719,0,79,9762,0,219,9620,0,115,9716,0,173,9653,0,0,9851,0,55,9783,0,103,9744,0,144,9696,0,83
176,9671,2,129,9719,0,79,9762,0,219,9620,0,115,9716,0,173,9653,0,0,9851,0,55,9783,0,103,9744,0,144,9696,0,84
176,9671,2,129,9719,0,79,9762,0,219,9620,0,115,9716,0,173,9653,0,0,9851,0,55,9783,0,103,9744,0,144,9696,0,85
176,9671,2,129,9719,0,79,9762,0,219,9620,0,115,9716,0,173,9653,0,0,9851,0,55,9783,0,103,9744,0,144,9696,0,86
176,9671,2,129,9719,0,79,9762,0,219,9620,0,115,9716,0,173,9653,0,0,9851,0,55,9783,0,103,9744,0,144,9696,0,87
176,9672,1,129,9719,0,79,9762,0,219,9620,0,115,9716,0,173,9653,0,0,9851,0,55,9783,0,103,9744,0,144,9696,0,88
176,9672,1,129,9719,0,79,9762,0,219,9620,0,115,9716,0,173,9653,0,0,9851,0,55,9783,0,103,9744,0,144,9696,0,89
176,9672,1,129,9719,0,79,9762,0,219,9620,0,115,9716,0,173,9653,0,0,9851,0,55,9783,0,103,9744,0,144,9696,0,90
176,9673,0,129,9719,0,79,9762,0,219,9620,0,115,9716,0,173,9653,0,0,9851,0,55,9783,0,103,9744,0,144,9696,0,91
176,9673,0,129,9719,0,79,9762,0,219,9620,0,115,9716,0,173,9653,0,0,9851,0,55,9783,0,103,9744,0,144,9696,0,92
176,9673,0,129,9719,0,79,9762,0,219,9620,0,115,9716,0,173,9653,0,0,9851,0,55,9783,0,103,9744,0,144,9696,0,93
176,9673,0,129,9719,0,79,9762,0,219,9620,0,115,9716,0,173,9653,0,0,9851,0,55,9783,0,103,9744,0,144,9696,0,94
176,9673,0,129,9719,0,79,9762,0,219,9620,0,115,9716,0,173,9653,0,0,9851,0,55,9783,0,103,9744,0,144,9696,0,95
176,9673,0,129,9719,0,79,9762,0,219,9620,0,115,9716,0,173,9653,0,0,9851,0,55,9783,0,103,9744,0,144,9696,0,96
176,9673,0,129,9719,0,79,9762,0,219,9620,0,115,9716,0,173,9653,0,0,9851,0,55,9783,0,103,9744,0,144,9696,0,97
176,9673,0,129,9719,0,79,9762,0,219,9620,0,115,9716,0,173,9653,0,0,9851,0,55,9783,0,103,9744,0,144,9696,0,98
176,9673,0,129,9719,0,79,9762,0,219,9620,0,115,9716,0,173,9653,0,0,9851,0,55,9783,0,103,9744,0,144,9696,0,99
176,9673,0,129,9719,0,79,9762,0,219,9620,0,115,9716,0,173,9653,0,0,9851,0,55,9783,0,103,9744,0,144,9696,0,100
176,9673,0,129,9719,0,79,9762,0,219,9620,0,115,9716,0,173,9653,0,0,9851,0,55,9783,0,103,9744,0,144,9696,0,101
176,9673,0,129,9719,0,79,9762,0,219,9620,0,115,9716,0,173,9653,0,0,9851,0,55,9783,0,103,9744,0,144,9696,0,102
176,9673,0,129,9719,0,79,9762,0,219,9620,0,115,9716,0,173,9653,0,0,9851,0,55,9783,0,103,9744,0,144,9696,0,103
176,9673,0,129,9719,0,79,9762,0,219,9620,0,115,9716,0,173,9653,0,0,9851,0,55,9783,0,103,9744,0,144,9696,0,104
176,9673,0,129,9719,0,79,9762,0,219,9620,0,115,9716,0,173,9653,0,0,9851,0,55,9783,0,103,9744,0,144,9696,0,105
176,9673,0,129,9719,0,79,9762,0,219,9620,0,115,9716,0,173,9653,0,0,9851,0,55,9783,0,103,9744,0,144,9696,0,106
176,9673,0,129,9719,0,79,9762,0,219,9620,0,115,9716,0,173,9653,0,0,9851,0,55,9783,0,103,9744,0,144,9696,0,107
176,9673,0,129,9719,0,79,9762,0,219,9620,0,115,9716,0,173,9653,0,0,9851,0,55,9783,0,103,9744,0,144,9696,0,108
176,9673,0,129,9719,0,79,9762,0,219,9620,0,115,9716,0,173,9653,0,0,9851,0,55,9783,0,103,9744,0,144,9696,0,109
176,9673,0,129,9719,0,79,9762,0,219,9620,0,115,9716,0,173,9653,0,0,9851,0,55,9783,0,103,9744,0,144,9696,0,110
176,9673,0,129,9719,0,79,9762,0,219,9620,0,115,9716,0,173,9653,0,0,9851,0,55,9783,0,103,9744,0,144,9696,0,111
176,9673,0,129,9719,0,79,9762,0,219,9620,0,115,9716,0,173,9653,0,0,9851,0,55,9783,0,103,9744,0,144,9696,0,112
176,9673,0,129,9719,0,79,9762,0,219,9620,0,115,9716,0,173,9653,0,0,9851,0,55,9783,0,103,9744,0,144,9696,0,113
176,9673,0,129,9719,0,79,9762,0,219,9620,0,115,9716,0,173,9653,0,0,9851,0,55,9783,0,103,9744,0,144,9696,0,114
176,9673,0,129,9719,0,79,9762,0,219,9620,0,115,9716,0,173,9653,0,0,9851,0,55,9783,0,103,9744,0,144,9696,0,115
176,9673,0,129,9719,0,79,9762,0,219,9620,0,115,9716,0,173,9653,0,0,9851,0,55,9783,0,103,9744,0,144,9696,0,116
176,9673,0,129,9719,0,79,9762,0,219,9620,0,115,9716,0,173,9653,0,0,9851,0,55,9783,0,103,9744,0,144,9696,0,117
176,9673,0,129,9719,0,79,9762,0,219,9620,0,115,9716,0,173,9653,0,0,9851,0,55,9783,0,103,9744,0,144,9696,0,118
176,9673,0,129,9719,0,79,9762,0,219,9620,0,115,9716,0,173,9653,0,0,9851,0,55,9783,0,103,9744,0,144,9696,0,119
176,9673,0,129,9719,0,79,9762,0,219,9620,0,115,9716,0,173,9653,0,0,9851,0,55,9783,0,103,9744,0,144,9696,0,120
