time,av_infections,sd_infections,av_susceptible,sd_susceptible,av_recovered,sd_recovered,av_dead,sd_dead,av_total_infected,sd_total_infected,time
95.0,0.0,0.0,188.2,153.3310144752196,9675.4,157.49229258037428,136.4,16.351690364539618,9811.8,153.33101447521958,95
96.0,0.0,0.0,188.2,153.3310144752196,9675.4,157.49229258037428,136.4,16.351690364539618,9811.8,153.33101447521958,96
97.0,0.0,0.0,188.2,153.3310144752196,9675.4,157.49229258037428,136.4,16.351690364539618,9811.8,153.33101447521958,97
98.0,0.0,0.0,188.2,153.3310144752196,9675.4,157.49229258037428,136.4,16.351690364539618,9811.8,153.33101447521958,98
99.0,0.0,0.0,188.2,153.3310144752196,9675.4,157.49229258037428,136.4,16.351690364539618,9811.8,153.33101447521958,99
100.0,0.0,0.0,188.2,153.3310144752196,9675.4,157.49229258037428,136.4,16.351690364539618,9811.8,153.33101447521958,100
101.0,0.0,0.0,188.2,153.3310144752196,9675.4,157.49229258037428,136.4,16.351690364539618,9811.8,153.33101447521958,101
102.0,0.0,0.0,188.2,153.3310144752196,9675.4,157.49229258037428,136.4,16.351690364539618,9811.8,153.33101447521958,102
103.0,0.0,0.0,188.2,153.3310144752196,9675.4,157.49229258037428,136.4,16.351690364539618,9811.8,153.33101447521958,103
104.0,0.0,0.0,188.2,153.3310144752196,9675.4,157.49229258037428,136.4,16.351690364539618,9811.8,153.33101447521958,104
105.0,0.0,0.0,188.2,153.3310144752196,9675.4,157.49229258037428,136.4,16.351690364539618,9811.8,153.33101447521958,105
106.0,0.0,0.0,188.2,153.3310144752196,9675.4,157.49229258037428,136.4,16.351690364539618,9811.8,153.33101447521958,106
107.0,0.0,0.0,188.2,153.3310144752196,9675.4,157.49229258037428,136.4,16.351690364539618,9811.8,153.33101447521958,107
108.0,0.0,0.0,188.2,153.3310144752196,9675.4,157.49229258037428,136.4,16.351690364539618,9811.8,153.33101447521958,108
109.0,0.0,0.0,188.2,153.3310144752196,9675.4,157.49229258037428,136.4,16.351690364539618,9811.8,153.33101447521958,109
110.0,0.0,0.0,188.2,153.3310144752196,9675.4,157.49229258037428,136.4,16.351690364539618,9811.8,153.33101447521958,110
111.0,0.0,0.0,188.2,153.3310144752196,9675.4,157.49229258037428,136.4,16.351690364539618,9811.8,153.33101447521958,111
112.0,0.0,0.0,188.2,153.3310144752196,9675.4,157.49229258037428,136.4,16.351690364539618,9811.8,153.33101447521958,112
113.0,0.0,0.0,188.2,153.3310144752196,9675.4,157.49229258037428,136.4,16.351690364539618,9811.8,153.33101447521958,113
114.0,0.0,0.0,188.2,153.3310144752196,9675.4,157.49229258037428,136.4,16.351690364539618,9811.8,153.33101447521958,114
115.0,0.0,0.0,188.2,153.3310144752196,9675.4,157.49229258037428,136.4,16.351690364539618,9811.8,153.33101447521958,115
116.0,0.0,0.0,188.2,153.3310144752196,9675.4,157.49229258037428,136.4,16.351690364539618,9811.8,153.33101447521958,116
117.0,0.0,0.0,188.2,153.3310144752196,9675.4,157.49229258037428,136.4,16.351690364539618,9811.8,153.33101447521958,117
118.0,0.0,0.0,188.2,153.3310144752196,9675.4,157.49229258037428,136.4,16.351690364539618,9811.8,153.33101447521958,118
119.0,0.0,0.0,188.2,153.3310144752196,9675.4,157.49229258037428,136.4,16.351690364539618,9811.8,153.33101447521958,119
120.0,0.0,0.0,188.2,153.3310144752196,9675.4,157.49229258037428,136.4,16.351690364539618,9811.8,153.33101447521958,120
