time,av_infections,sd_infections,av_susceptible,sd_susceptible,av_recovered,sd_recovered,av_dead,sd_dead,av_total_infected,sd_total_infected,time
43.0,1028.9,170.0016012996479,7059.1,496.7222452124415,1335.9,314.29160203720227,11.9,4.840798832148815,2376.7,469.8590923528741,43
44.0,1053.6,172.39695795202164,6924.5,492.45242296986305,1434.7,332.1847043103848,13.6,5.929212051829109,2501.9,485.1527708991376,44
45.0,1073.3,159.09818771228456,6789.1,490.1322837311939,1539.0,350.1507611808884,14.5,6.096447052723961,2626.8,484.42148773333514,45
46.0,1097.5,150.97185168103357,6662.9,483.46767098627066,1642.9,364.2775041091612,15.9,6.190494505467412,2756.3,480.6680651852054,46
47.0,1106.6,138.63958068795986,6544.5,487.1026015578694,1753.2,382.14767360857303,16.8,6.408327915038889,2876.6,480.84028302314454,47
48.0,1116.5,132.29701432761058,6430.3,477.73401479158764,1864.1,391.91791941113837,18.1,6.4713041790490555,2998.7,477.74494590035516,48
49.0,1126.8,126.15316968757551,6309.2,472.49498527615197,1978.6,409.9626541256871,19.7,5.716448003592596,3125.1,477.21005158455466,49
50.0,1130.2,134.83883383918413,6184.5,449.47827780908636,2095.4,415.8886603140049,21.7,6.23698645180507,3247.3,473.3540018961613,50
51.0,1140.4,127.05047116096115,6065.3,453.30981556644997,2210.2,424.06571817742275,22.8,6.303438215238834,3373.4,463.560663655674,51
52.0,1141.4,131.84266717906192,5942.8,444.6321325920264,2328.6,429.61202135053077,23.6,6.2574400161372346,3493.6,463.45111212870484,52
53.0,1143.8,140.25912527255483,5835.8,424.3493843520926,2448.2,430.6209470056003,25.0,6.765927710061479,3617.0,456.13058559047664,53
54.0,1140.8,148.3837367548524,5734.9,424.4898768587486,2569.1,440.03975830473416,26.3,6.634087059355727,3736.2,453.82639852701385,54
55.0,1145.9,149.6762803148478,5626.2,416.86070148725275,2679.9,435.2252162833501,27.6,7.074209810603899,3853.4,443.2449034613308,55
56.0,1139.3,155.77979472461905,5526.3,393.04934663333165,2797.4,441.37391555611134,29.5,7.106335201775948,3966.2,439.6422282821441,56
57.0,1134.7,154.70980001998007,5434.0,390.90180636858435,2915.8,438.9203420515694,30.8,7.598245411496876,4081.3,424.997267965075,57
58.0,1120.7,169.42126981777307,5344.2,383.6916586126012,3029.9,434.5200289463715,32.4,7.530677998102901,4183.0,420.2694902612423,58
59.0,1106.3,168.59685643569986,5264.6,369.2404215262583,3148.1,432.9150417037196,33.7,7.631076813486635,4288.1,406.5837210492105,59
60.0,1087.7,173.7719130866026,5189.4,357.9867160788077,3265.7,427.657716196285,35.3,7.242620765686656,4388.7,394.18271285168134,60
61.0,1064.2,167.82715976729023,5115.0,340.6278516700203,3381.5,417.7184724455243,36.6,6.88315173287483,4482.3,385.0495061965698,61
62.0,1043.2,175.78888853773816,5046.5,318.97866525661067,3490.3,413.4784825786652,37.6,6.88315173287483,4571.1,374.25762071956086,62
63.0,1013.0,170.60610904784284,4982.1,316.37440899457505,3602.7,402.5485615977835,39.3,6.412661087428699,4655.0,361.3434807923219,63
64.0,980.5,168.53107197849963,4917.4,316.6790173030098,3714.7,392.31168164554515,41.0,6.429100507328637,4736.2,359.3023486950479,64
65.0,948.8,169.40208578015404,4855.7,308.124812373168,3823.1,385.75422515148455,42.6,6.669999167083073,4814.5,345.169604043513,65
66.0,917.0,167.82596806083245,4801.3,304.54850006015283,3922.4,381.47876014851005,43.8,6.613118276073197,4883.2,335.183465516358,66
67.0,884.9,171.61743630658407,4753.5,296.312616448687,4026.9,374.21367930338647,45.0,6.928203230275509,4956.8,320.51791421593475,67
68.0,849.0,167.79219952733865,4700.0,292.3487263146152,4122.9,372.9925379056977,46.0,7.302967433402215,5017.9,314.03731200819647,68
69.0,814.2,164.98673347339846,4654.4,283.2526159534002,4220.5,362.66582414117823,47.6,7.3363630105265525,5082.3,307.0751084380208,69
70.0,776.8,153.39259724279032,4616.3,278.57735809725176,4316.1,349.0203591642056,49.3,7.832269431297958,5142.2,300.5324164434401,70
71.0,744.2,152.3226108553086,4577.4,277.18633924973045,4398.2,341.95867196685236,50.8,7.685484153042453,5193.2,300.6603103540975,71
72.0,709.8,145.61730666373418,4537.6,278.3348103753224,4482.3,337.77245792594357,52.1,7.781031065639338,5244.2,295.4671630561414,72
73.0,678.4,142.53514186567,4503.6,281.0481176674991,4561.7,335.27502806568293,53.3,7.674633541739958,5293.4,289.3825610963222,73
